latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
40.878735,-73.86914,32.0,-14400,America/New_York,GMT-4

time,weather_code (wmo code),temperature_2m_mean (°F),rain_sum (mm),precipitation_sum (mm),snowfall_sum (cm),precipitation_hours (h),wind_speed_10m_max (mp/h)
2001-01-01,3,16.6,0.00,0.00,0.00,0.0,9.0
2001-01-02,3,12.1,0.00,0.00,0.00,0.0,8.3
2001-01-03,3,11.4,0.00,0.00,0.00,0.0,6.9
2001-01-04,3,16.0,0.00,0.00,0.00,0.0,8.1
2001-01-05,73,21.2,0.00,4.30,3.01,8.0,7.7
2001-01-06,3,24.6,0.00,0.00,0.00,0.0,9.3
2001-01-07,3,24.5,0.00,0.00,0.00,0.0,6.9
2001-01-08,73,28.1,2.70,5.10,1.68,9.0,7.2
2001-01-09,73,27.6,0.30,0.90,0.42,3.0,11.6
2001-01-10,3,22.1,0.00,0.00,0.00,0.0,11.4
2001-01-11,3,25.8,0.00,0.00,0.00,0.0,8.7
2001-01-12,3,26.2,0.00,0.00,0.00,0.0,8.7
2001-01-13,3,24.2,0.00,0.00,0.00,0.0,7.4
2001-01-14,3,29.9,0.00,0.00,0.00,0.0,7.6
2001-01-15,53,33.7,4.70,4.70,0.00,11.0,6.8
2001-01-16,51,35.3,0.30,0.30,0.00,1.0,11.3
2001-01-17,3,29.9,0.00,0.00,0.00,0.0,9.8
2001-01-18,71,30.1,0.20,0.90,0.56,6.0,6.1
2001-01-19,61,33.4,19.30,19.30,0.00,18.0,6.9
2001-01-20,73,31.8,5.70,14.00,6.02,21.0,13.2
2001-01-21,75,23.0,0.10,11.20,7.84,11.0,15.1
2001-01-22,0,17.9,0.00,0.00,0.00,0.0,7.2
2001-01-23,1,23.1,0.00,0.00,0.00,0.0,7.4
2001-01-24,3,24.7,0.00,0.00,0.00,0.0,8.0
2001-01-25,71,27.9,0.00,0.00,0.07,0.0,10.8
2001-01-26,3,20.8,0.00,0.00,0.00,0.0,9.1
2001-01-27,71,28.8,0.10,0.50,0.42,3.0,12.1
2001-01-28,3,26.6,0.00,0.00,0.00,0.0,10.6
2001-01-29,3,26.7,0.00,0.00,0.00,0.0,6.7
2001-01-30,61,35.8,9.00,9.00,0.00,8.0,13.3
2001-01-31,2,36.7,0.00,0.00,0.00,0.0,15.2
2001-02-01,3,33.0,0.00,0.00,0.00,0.0,11.6
2001-02-02,53,33.7,1.80,1.80,0.00,6.0,14.5
2001-02-03,3,24.5,0.00,0.00,0.00,0.0,14.8
2001-02-04,3,28.0,0.00,0.00,0.00,0.0,8.3
2001-02-05,75,31.4,6.70,28.00,14.91,15.0,16.5
2001-02-06,71,34.3,0.00,0.00,0.07,0.0,14.1
2001-02-07,3,30.3,0.00,0.00,0.00,0.0,8.7
2001-02-08,3,28.0,0.00,0.00,0.00,0.0,7.6
2001-02-09,3,38.9,0.00,0.00,0.00,0.0,11.5
2001-02-10,53,41.2,1.60,1.60,0.00,3.0,18.9
2001-02-11,0,24.1,0.00,0.00,0.00,0.0,15.1
2001-02-12,3,22.8,0.00,0.00,0.00,0.0,8.4
2001-02-13,73,35.5,0.00,1.50,1.05,5.0,7.5
2001-02-14,51,36.1,1.30,1.30,0.00,4.0,6.9
2001-02-15,3,39.8,0.00,0.00,0.00,0.0,8.3
2001-02-16,61,33.5,7.50,7.50,0.00,12.0,5.2
2001-02-17,53,30.9,1.70,1.70,0.00,5.0,21.1
2001-02-18,1,23.5,0.00,0.00,0.00,0.0,13.1
2001-02-19,3,29.6,0.00,0.00,0.00,0.0,12.9
2001-02-20,51,40.4,0.20,0.20,0.00,1.0,8.1
2001-02-21,2,35.3,0.00,0.00,0.00,0.0,14.6
2001-02-22,75,20.4,0.00,5.70,4.06,8.0,10.4
2001-02-23,73,27.8,0.00,1.60,1.19,7.0,10.4
2001-02-24,3,27.2,0.00,0.00,0.00,0.0,8.5
2001-02-25,71,39.7,6.20,6.20,0.07,11.0,14.5
2001-02-26,3,42.3,0.00,0.00,0.00,0.0,14.8
2001-02-27,3,36.2,0.00,0.00,0.00,0.0,10.3
2001-02-28,71,30.6,0.00,0.00,0.07,0.0,10.7
2001-03-01,3,29.4,0.00,0.00,0.00,0.0,11.7
2001-03-02,71,33.9,0.00,1.30,1.12,8.0,8.5
2001-03-03,3,37.5,0.00,0.00,0.00,0.0,6.4
2001-03-04,75,32.3,0.00,6.00,4.27,11.0,13.4
2001-03-05,75,29.5,5.50,12.70,5.04,21.0,16.1
2001-03-06,73,30.0,0.00,7.10,4.97,24.0,19.1
2001-03-07,71,31.7,0.00,0.10,0.14,1.0,11.0
2001-03-08,3,32.9,0.00,0.00,0.00,0.0,8.4
2001-03-09,73,33.1,7.20,9.40,1.54,9.0,12.1
2001-03-10,2,32.4,0.00,0.00,0.00,0.0,17.2
2001-03-11,51,33.9,0.10,0.10,0.00,1.0,13.4
2001-03-12,3,32.1,0.00,0.00,0.00,0.0,8.0
2001-03-13,63,40.3,20.20,20.20,0.00,11.0,13.0
2001-03-14,51,39.5,0.40,0.40,0.00,3.0,18.9
2001-03-15,3,40.7,0.00,0.00,0.00,0.0,7.9
2001-03-16,51,41.4,0.20,0.20,0.00,1.0,7.0
2001-03-17,53,39.3,2.40,2.40,0.00,7.0,7.9
2001-03-18,53,38.6,1.10,1.10,0.00,3.0,17.2
2001-03-19,0,38.6,0.00,0.00,0.00,0.0,12.8
2001-03-20,3,38.9,0.00,0.00,0.00,0.0,7.5
2001-03-21,61,40.6,14.20,14.20,0.00,12.0,21.2
2001-03-22,61,40.9,8.00,8.00,0.00,14.0,17.9
2001-03-23,3,43.4,0.00,0.00,0.00,0.0,21.7
2001-03-24,51,42.4,0.50,0.50,0.00,2.0,17.8
2001-03-25,3,34.8,0.00,0.00,0.00,0.0,14.2
2001-03-26,73,31.7,0.30,4.80,3.22,8.0,12.0
2001-03-27,3,30.8,0.00,0.00,0.00,0.0,12.4
2001-03-28,1,35.1,0.00,0.00,0.00,0.0,8.4
2001-03-29,55,37.2,3.30,3.30,0.00,7.0,9.5
2001-03-30,63,39.5,39.80,39.80,0.00,19.0,18.3
2001-03-31,51,39.8,0.20,0.20,0.00,1.0,7.1
2001-04-01,51,38.9,0.30,0.30,0.00,3.0,6.6
2001-04-02,51,40.6,0.50,0.50,0.00,4.0,11.4
2001-04-03,3,41.1,0.00,0.00,0.00,0.0,10.3
2001-04-04,3,42.0,0.00,0.00,0.00,0.0,8.7
2001-04-05,0,45.3,0.00,0.00,0.00,0.0,7.2
2001-04-06,55,44.7,4.40,4.40,0.00,7.0,7.4
2001-04-07,3,45.9,0.00,0.00,0.00,0.0,9.5
2001-04-08,53,45.0,2.60,2.60,0.00,6.0,8.9
2001-04-09,63,55.3,10.90,10.90,0.00,4.0,6.9
2001-04-10,53,52.7,1.20,1.20,0.00,2.0,10.7
2001-04-11,51,47.3,0.70,0.70,0.00,3.0,9.4
2001-04-12,53,52.3,2.50,2.50,0.00,5.0,9.7
2001-04-13,51,58.9,0.40,0.40,0.00,2.0,13.1
2001-04-14,0,51.8,0.00,0.00,0.00,0.0,10.4
2001-04-15,51,50.2,0.20,0.20,0.00,1.0,7.9
2001-04-16,53,48.2,2.50,2.50,0.00,5.0,9.1
2001-04-17,55,45.5,4.30,4.30,0.00,10.0,8.1
2001-04-18,53,43.3,3.10,3.10,0.00,6.0,15.3
2001-04-19,3,42.1,0.00,0.00,0.00,0.0,10.8
2001-04-20,51,49.4,0.40,0.40,0.00,2.0,6.7
2001-04-21,55,55.6,3.70,3.70,0.00,7.0,6.1
2001-04-22,53,66.4,0.70,0.70,0.00,1.0,11.9
2001-04-23,3,61.5,0.00,0.00,0.00,0.0,8.1
2001-04-24,3,67.1,0.00,0.00,0.00,0.0,14.3
2001-04-25,3,50.0,0.00,0.00,0.00,0.0,13.9
2001-04-26,3,50.2,0.00,0.00,0.00,0.0,8.8
2001-04-27,3,54.7,0.00,0.00,0.00,0.0,8.3
2001-04-28,0,53.0,0.00,0.00,0.00,0.0,12.2
2001-04-29,1,50.6,0.00,0.00,0.00,0.0,10.2
2001-04-30,2,57.6,0.00,0.00,0.00,0.0,8.4
2001-05-01,1,66.9,0.00,0.00,0.00,0.0,8.4
2001-05-02,1,71.0,0.00,0.00,0.00,0.0,8.5
2001-05-03,2,72.8,0.00,0.00,0.00,0.0,8.1
2001-05-04,3,75.1,0.00,0.00,0.00,0.0,8.7
2001-05-05,51,67.3,0.10,0.10,0.00,1.0,11.9
2001-05-06,1,55.3,0.00,0.00,0.00,0.0,10.3
2001-05-07,0,50.8,0.00,0.00,0.00,0.0,8.2
2001-05-08,2,53.7,0.00,0.00,0.00,0.0,10.0
2001-05-09,3,60.3,0.00,0.00,0.00,0.0,4.5
2001-05-10,3,67.6,0.00,0.00,0.00,0.0,8.2
2001-05-11,3,70.1,0.00,0.00,0.00,0.0,6.9
2001-05-12,51,70.9,0.20,0.20,0.00,1.0,13.9
2001-05-13,3,59.9,0.00,0.00,0.00,0.0,13.7
2001-05-14,53,57.7,1.40,1.40,0.00,2.0,12.8
2001-05-15,2,59.1,0.00,0.00,0.00,0.0,15.6
2001-05-16,3,55.7,0.00,0.00,0.00,0.0,10.6
2001-05-17,3,55.4,0.00,0.00,0.00,0.0,7.6
2001-05-18,51,56.3,0.50,0.50,0.00,3.0,9.5
2001-05-19,51,64.8,0.50,0.50,0.00,3.0,4.5
2001-05-20,3,57.1,0.00,0.00,0.00,0.0,12.2
2001-05-21,53,55.6,4.70,4.70,0.00,9.0,12.0
2001-05-22,63,57.5,15.70,15.70,0.00,14.0,11.3
2001-05-23,53,58.1,4.30,4.30,0.00,15.0,9.2
2001-05-24,51,60.8,0.30,0.30,0.00,3.0,10.8
2001-05-25,51,57.1,0.90,0.90,0.00,5.0,11.7
2001-05-26,51,59.7,0.90,0.90,0.00,3.0,9.2
2001-05-27,55,61.2,3.00,3.00,0.00,8.0,7.4
2001-05-28,53,63.8,2.10,2.10,0.00,6.0,11.1
2001-05-29,63,62.0,4.50,4.50,0.00,2.0,7.4
2001-05-30,3,57.0,0.00,0.00,0.00,0.0,16.6
2001-05-31,0,56.4,0.00,0.00,0.00,0.0,12.7
2001-06-01,61,57.9,4.20,4.20,0.00,4.0,10.0
2001-06-02,63,64.3,20.30,20.30,0.00,18.0,10.4
2001-06-03,63,64.3,5.10,5.10,0.00,6.0,12.2
2001-06-04,3,62.1,0.00,0.00,0.00,0.0,10.1
2001-06-05,3,63.8,0.00,0.00,0.00,0.0,10.1
2001-06-06,3,66.2,0.00,0.00,0.00,0.0,9.3
2001-06-07,3,65.6,0.00,0.00,0.00,0.0,7.4
2001-06-08,3,67.8,0.00,0.00,0.00,0.0,9.7
2001-06-09,3,67.7,0.00,0.00,0.00,0.0,8.3
2001-06-10,3,68.8,0.00,0.00,0.00,0.0,10.2
2001-06-11,61,71.4,5.10,5.10,0.00,5.0,10.1
2001-06-12,51,70.9,0.10,0.10,0.00,1.0,7.7
2001-06-13,51,72.9,0.10,0.10,0.00,1.0,6.5
2001-06-14,3,73.0,0.00,0.00,0.00,0.0,7.6
2001-06-15,3,72.6,0.00,0.00,0.00,0.0,8.6
2001-06-16,55,73.6,4.20,4.20,0.00,10.0,9.9
2001-06-17,65,69.6,62.50,62.50,0.00,17.0,13.0
2001-06-18,2,72.1,0.00,0.00,0.00,0.0,10.3
2001-06-19,2,73.5,0.00,0.00,0.00,0.0,9.4
2001-06-20,51,75.4,0.30,0.30,0.00,1.0,7.7
2001-06-21,63,70.7,9.50,9.50,0.00,12.0,9.3
2001-06-22,51,71.4,1.30,1.30,0.00,6.0,13.1
2001-06-23,63,71.7,21.10,21.10,0.00,17.0,13.2
2001-06-24,53,70.6,1.60,1.60,0.00,3.0,7.2
2001-06-25,3,72.2,0.00,0.00,0.00,0.0,5.2
2001-06-26,3,75.1,0.00,0.00,0.00,0.0,5.6
2001-06-27,3,78.1,0.00,0.00,0.00,0.0,10.2
2001-06-28,3,79.1,0.00,0.00,0.00,0.0,10.1
2001-06-29,3,74.9,0.00,0.00,0.00,0.0,8.9
2001-06-30,53,80.3,0.50,0.50,0.00,1.0,10.0
2001-07-01,63,77.8,11.80,11.80,0.00,7.0,13.2
2001-07-02,2,64.0,0.00,0.00,0.00,0.0,14.1
2001-07-03,3,67.8,0.00,0.00,0.00,0.0,10.9
2001-07-04,61,71.3,9.40,9.40,0.00,12.0,8.1
2001-07-05,53,73.5,0.90,0.90,0.00,3.0,9.5
2001-07-06,3,66.9,0.00,0.00,0.00,0.0,13.5
2001-07-07,3,69.0,0.00,0.00,0.00,0.0,8.8
2001-07-08,53,70.0,1.60,1.60,0.00,3.0,8.6
2001-07-09,55,75.4,2.20,2.20,0.00,4.0,5.2
2001-07-10,55,77.0,1.50,1.50,0.00,3.0,9.1
2001-07-11,55,72.7,1.80,1.80,0.00,4.0,12.2
2001-07-12,1,69.0,0.00,0.00,0.00,0.0,11.8
2001-07-13,3,67.2,0.00,0.00,0.00,0.0,8.2
2001-07-14,2,69.1,0.00,0.00,0.00,0.0,10.5
2001-07-15,2,71.2,0.00,0.00,0.00,0.0,10.1
2001-07-16,3,74.0,0.00,0.00,0.00,0.0,6.3
2001-07-17,53,75.1,1.80,1.80,0.00,5.0,7.8
2001-07-18,51,71.4,2.00,2.00,0.00,9.0,8.8
2001-07-19,3,69.9,0.00,0.00,0.00,0.0,10.2
2001-07-20,0,70.4,0.00,0.00,0.00,0.0,7.6
2001-07-21,3,73.0,0.00,0.00,0.00,0.0,9.2
2001-07-22,3,73.3,0.00,0.00,0.00,0.0,10.9
2001-07-23,2,76.3,0.00,0.00,0.00,0.0,9.8
2001-07-24,3,82.2,0.00,0.00,0.00,0.0,11.7
2001-07-25,53,85.3,0.60,0.60,0.00,1.0,11.2
2001-07-26,63,71.8,20.90,20.90,0.00,16.0,13.3
2001-07-27,3,67.4,0.00,0.00,0.00,0.0,10.2
2001-07-28,3,68.7,0.00,0.00,0.00,0.0,8.7
2001-07-29,3,68.0,0.00,0.00,0.00,0.0,10.0
2001-07-30,3,68.7,0.00,0.00,0.00,0.0,8.8
2001-07-31,1,70.6,0.00,0.00,0.00,0.0,7.7
2001-08-01,2,74.9,0.00,0.00,0.00,0.0,7.5
2001-08-02,3,78.8,0.00,0.00,0.00,0.0,11.4
2001-08-03,51,78.2,0.10,0.10,0.00,1.0,10.7
2001-08-04,63,75.9,9.60,9.60,0.00,13.0,8.1
2001-08-05,53,75.2,1.90,1.90,0.00,3.0,6.4
2001-08-06,3,80.0,0.00,0.00,0.00,0.0,7.5
2001-08-07,3,84.1,0.00,0.00,0.00,0.0,8.6
2001-08-08,3,85.7,0.00,0.00,0.00,0.0,7.2
2001-08-09,3,87.1,0.00,0.00,0.00,0.0,10.5
2001-08-10,63,84.9,3.80,3.80,0.00,2.0,10.7
2001-08-11,51,76.8,0.30,0.30,0.00,2.0,8.7
2001-08-12,61,73.9,17.00,17.00,0.00,21.0,6.8
2001-08-13,63,75.0,15.10,15.10,0.00,13.0,6.2
2001-08-14,2,74.5,0.00,0.00,0.00,0.0,8.5
2001-08-15,1,72.8,0.00,0.00,0.00,0.0,6.2
2001-08-16,1,72.7,0.00,0.00,0.00,0.0,10.7
2001-08-17,51,76.6,0.30,0.30,0.00,1.0,10.6
2001-08-18,3,75.4,0.00,0.00,0.00,0.0,7.4
2001-08-19,3,75.6,0.00,0.00,0.00,0.0,7.1
2001-08-20,63,75.2,12.60,12.60,0.00,13.0,6.5
2001-08-21,3,74.3,0.00,0.00,0.00,0.0,8.2
2001-08-22,1,75.0,0.00,0.00,0.00,0.0,6.9
2001-08-23,63,72.7,12.10,12.10,0.00,7.0,6.9
2001-08-24,51,72.2,0.30,0.30,0.00,1.0,9.4
2001-08-25,3,69.7,0.00,0.00,0.00,0.0,8.1
2001-08-26,1,70.4,0.00,0.00,0.00,0.0,9.2
2001-08-27,63,73.7,13.40,13.40,0.00,6.0,8.9
2001-08-28,3,75.1,0.00,0.00,0.00,0.0,8.4
2001-08-29,3,72.4,0.00,0.00,0.00,0.0,7.6
2001-08-30,53,71.5,0.60,0.60,0.00,2.0,11.1
2001-08-31,61,75.1,4.60,4.60,0.00,5.0,9.3
2001-09-01,3,71.9,0.00,0.00,0.00,0.0,10.6
2001-09-02,3,64.2,0.00,0.00,0.00,0.0,8.7
2001-09-03,1,66.6,0.00,0.00,0.00,0.0,9.1
2001-09-04,53,69.2,1.60,1.60,0.00,4.0,7.4
2001-09-05,1,67.8,0.00,0.00,0.00,0.0,9.9
2001-09-06,0,66.1,0.00,0.00,0.00,0.0,5.8
2001-09-07,2,70.2,0.00,0.00,0.00,0.0,7.8
2001-09-08,3,71.7,0.00,0.00,0.00,0.0,8.9
2001-09-09,2,72.5,0.00,0.00,0.00,0.0,9.9
2001-09-10,61,73.5,5.50,5.50,0.00,6.0,8.6
2001-09-11,1,70.1,0.00,0.00,0.00,0.0,9.5
2001-09-12,2,67.7,0.00,0.00,0.00,0.0,9.8
2001-09-13,1,71.1,0.00,0.00,0.00,0.0,7.7
2001-09-14,61,57.5,16.10,16.10,0.00,13.0,13.9
2001-09-15,1,58.5,0.00,0.00,0.00,0.0,9.9
2001-09-16,0,61.4,0.00,0.00,0.00,0.0,4.9
2001-09-17,3,63.6,0.00,0.00,0.00,0.0,6.9
2001-09-18,3,65.4,0.00,0.00,0.00,0.0,4.8
2001-09-19,3,66.2,0.00,0.00,0.00,0.0,10.2
2001-09-20,63,67.1,21.00,21.00,0.00,12.0,10.4
2001-09-21,53,67.9,6.30,6.30,0.00,14.0,8.5
2001-09-22,53,69.3,1.20,1.20,0.00,4.0,6.3
2001-09-23,2,67.6,0.00,0.00,0.00,0.0,5.7
2001-09-24,53,69.5,1.50,1.50,0.00,5.0,12.8
2001-09-25,63,67.4,16.00,16.00,0.00,14.0,14.0
2001-09-26,2,57.0,0.00,0.00,0.00,0.0,10.4
2001-09-27,3,56.2,0.00,0.00,0.00,0.0,9.9
2001-09-28,55,55.3,1.80,1.80,0.00,5.0,9.0
2001-09-29,51,55.9,0.10,0.10,0.00,1.0,15.4
2001-09-30,61,51.3,13.90,13.90,0.00,18.0,15.5
2001-10-01,63,51.1,22.20,22.20,0.00,16.0,14.3
2001-10-02,3,58.9,0.00,0.00,0.00,0.0,8.0
2001-10-03,1,63.6,0.00,0.00,0.00,0.0,8.2
2001-10-04,0,66.5,0.00,0.00,0.00,0.0,8.9
2001-10-05,1,65.5,0.00,0.00,0.00,0.0,10.6
2001-10-06,61,61.0,4.00,4.00,0.00,3.0,15.2
2001-10-07,2,49.9,0.00,0.00,0.00,0.0,16.0
2001-10-08,0,45.2,0.00,0.00,0.00,0.0,12.5
2001-10-09,3,48.8,0.00,0.00,0.00,0.0,7.8
2001-10-10,3,53.5,0.00,0.00,0.00,0.0,8.2
2001-10-11,3,58.8,0.00,0.00,0.00,0.0,7.5
2001-10-12,3,60.6,0.00,0.00,0.00,0.0,5.5
2001-10-13,53,62.1,0.50,0.50,0.00,1.0,7.9
2001-10-14,3,59.3,0.00,0.00,0.00,0.0,10.9
2001-10-15,61,61.2,6.10,6.10,0.00,6.0,11.5
2001-10-16,53,56.7,0.60,0.60,0.00,1.0,14.8
2001-10-17,51,51.4,0.70,0.70,0.00,3.0,19.3
2001-10-18,0,47.6,0.00,0.00,0.00,0.0,11.7
2001-10-19,3,50.6,0.00,0.00,0.00,0.0,8.8
2001-10-20,3,55.2,0.00,0.00,0.00,0.0,8.1
2001-10-21,2,58.2,0.00,0.00,0.00,0.0,11.8
2001-10-22,51,61.1,0.30,0.30,0.00,2.0,8.9
2001-10-23,3,61.1,0.00,0.00,0.00,0.0,11.0
2001-10-24,3,66.6,0.00,0.00,0.00,0.0,6.4
2001-10-25,51,65.0,0.20,0.20,0.00,1.0,13.7
2001-10-26,2,52.1,0.00,0.00,0.00,0.0,17.4
2001-10-27,3,45.0,0.00,0.00,0.00,0.0,14.3
2001-10-28,2,42.9,0.00,0.00,0.00,0.0,11.1
2001-10-29,2,45.0,0.00,0.00,0.00,0.0,6.7
2001-10-30,2,49.5,0.00,0.00,0.00,0.0,8.3
2001-10-31,3,47.2,0.00,0.00,0.00,0.0,8.3
2001-11-01,3,55.5,0.00,0.00,0.00,0.0,8.3
2001-11-02,3,61.7,0.00,0.00,0.00,0.0,11.2
2001-11-03,53,61.2,2.70,2.70,0.00,5.0,11.3
2001-11-04,3,51.3,0.00,0.00,0.00,0.0,9.2
2001-11-05,2,46.1,0.00,0.00,0.00,0.0,20.5
2001-11-06,0,45.6,0.00,0.00,0.00,0.0,14.3
2001-11-07,2,51.9,0.00,0.00,0.00,0.0,14.3
2001-11-08,3,47.4,0.00,0.00,0.00,0.0,10.0
2001-11-09,3,47.3,0.00,0.00,0.00,0.0,16.0
2001-11-10,3,46.1,0.00,0.00,0.00,0.0,10.3
2001-11-11,0,43.5,0.00,0.00,0.00,0.0,15.4
2001-11-12,3,37.5,0.00,0.00,0.00,0.0,12.8
2001-11-13,3,41.6,0.00,0.00,0.00,0.0,6.3
2001-11-14,3,44.5,0.00,0.00,0.00,0.0,8.9
2001-11-15,3,51.6,0.00,0.00,0.00,0.0,7.8
2001-11-16,3,56.5,0.00,0.00,0.00,0.0,8.8
2001-11-17,3,45.1,0.00,0.00,0.00,0.0,9.2
2001-11-18,1,44.9,0.00,0.00,0.00,0.0,7.8
2001-11-19,3,47.8,0.00,0.00,0.00,0.0,9.8
2001-11-20,61,47.2,3.60,3.60,0.00,5.0,15.1
2001-11-21,1,37.5,0.00,0.00,0.00,0.0,7.0
2001-11-22,3,40.6,0.00,0.00,0.00,0.0,6.2
2001-11-23,3,46.5,0.00,0.00,0.00,0.0,6.2
2001-11-24,3,52.0,0.00,0.00,0.00,0.0,8.1
2001-11-25,63,58.6,14.20,14.20,0.00,8.0,11.6
2001-11-26,61,53.0,2.80,2.80,0.00,2.0,5.3
2001-11-27,3,47.3,0.00,0.00,0.00,0.0,5.7
2001-11-28,53,54.0,0.50,0.50,0.00,1.0,5.9
2001-11-29,51,52.5,1.00,1.00,0.00,6.0,11.7
2001-11-30,53,59.6,1.00,1.00,0.00,2.0,14.6
2001-12-01,3,59.6,0.00,0.00,0.00,0.0,9.2
2001-12-02,3,46.9,0.00,0.00,0.00,0.0,7.4
2001-12-03,3,46.1,0.00,0.00,0.00,0.0,8.1
2001-12-04,1,47.5,0.00,0.00,0.00,0.0,7.6
2001-12-05,3,54.5,0.00,0.00,0.00,0.0,7.3
2001-12-06,3,57.6,0.00,0.00,0.00,0.0,9.7
2001-12-07,53,52.9,1.60,1.60,0.00,3.0,9.6
2001-12-08,61,40.1,8.60,8.60,0.00,8.0,10.7
2001-12-09,55,39.0,7.10,7.10,0.00,11.0,11.5
2001-12-10,3,38.8,0.00,0.00,0.00,0.0,4.0
2001-12-11,51,44.3,0.60,0.60,0.00,3.0,9.7
2001-12-12,3,42.2,0.00,0.00,0.00,0.0,9.7
2001-12-13,51,50.6,0.40,0.40,0.00,2.0,7.7
2001-12-14,61,52.6,4.70,4.70,0.00,8.0,12.2
2001-12-15,3,45.3,0.00,0.00,0.00,0.0,16.8
2001-12-16,3,35.4,0.00,0.00,0.00,0.0,8.1
2001-12-17,55,42.2,2.80,2.80,0.00,4.0,8.9
2001-12-18,61,46.7,10.40,10.40,0.00,12.0,18.7
2001-12-19,3,41.9,0.00,0.00,0.00,0.0,10.2
2001-12-20,1,39.1,0.00,0.00,0.00,0.0,16.1
2001-12-21,3,36.7,0.00,0.00,0.00,0.0,17.1
2001-12-22,3,33.4,0.00,0.00,0.00,0.0,9.5
2001-12-23,3,38.2,0.00,0.00,0.00,0.0,7.4
2001-12-24,61,41.8,9.30,9.30,0.00,9.0,9.8
2001-12-25,3,31.9,0.00,0.00,0.00,0.0,9.5
2001-12-26,3,31.8,0.00,0.00,0.00,0.0,9.0
2001-12-27,3,28.0,0.00,0.00,0.00,0.0,13.5
2001-12-28,3,30.8,0.00,0.00,0.00,0.0,11.2
2001-12-29,3,31.4,0.00,0.00,0.00,0.0,11.2
2001-12-30,1,27.4,0.00,0.00,0.00,0.0,14.4
2001-12-31,3,25.6,0.00,0.00,0.00,0.0,12.1
2002-01-01,1,26.6,0.00,0.00,0.00,0.0,11.8
2002-01-02,2,27.5,0.00,0.00,0.00,0.0,9.7
2002-01-03,3,28.3,0.00,0.00,0.00,0.0,8.5
2002-01-04,2,29.7,0.00,0.00,0.00,0.0,10.2
2002-01-05,3,32.8,0.00,0.00,0.00,0.0,8.6
2002-01-06,75,32.6,9.40,14.80,3.78,5.0,16.7
2002-01-07,75,32.4,1.10,5.40,3.15,14.0,16.7
2002-01-08,3,24.3,0.00,0.00,0.00,0.0,10.8
2002-01-09,73,30.5,1.10,1.90,0.56,6.0,11.1
2002-01-10,3,38.5,0.00,0.00,0.00,0.0,10.7
2002-01-11,61,37.3,5.50,5.50,0.00,7.0,11.5
2002-01-12,3,35.5,0.00,0.00,0.00,0.0,9.3
2002-01-13,51,36.2,1.70,1.70,0.00,6.0,19.6
2002-01-14,3,33.9,0.00,0.00,0.00,0.0,10.8
2002-01-15,3,37.7,0.00,0.00,0.00,0.0,11.9
2002-01-16,3,34.9,0.00,0.00,0.00,0.0,12.8
2002-01-17,71,36.4,0.00,0.00,0.28,0.0,12.8
2002-01-18,3,30.8,0.00,0.00,0.00,0.0,14.9
2002-01-19,75,27.5,0.00,9.80,6.93,10.0,10.0
2002-01-20,75,26.0,0.00,2.90,2.03,4.0,9.2
2002-01-21,71,31.4,0.40,0.50,0.07,4.0,10.7
2002-01-22,2,32.1,0.00,0.00,0.00,0.0,10.2
2002-01-23,3,38.6,0.00,0.00,0.00,0.0,13.8
2002-01-24,61,44.0,7.10,7.10,0.00,6.0,10.1
2002-01-25,3,38.9,0.00,0.00,0.00,0.0,11.5
2002-01-26,1,39.5,0.00,0.00,0.00,0.0,11.2
2002-01-27,1,40.1,0.00,0.00,0.00,0.0,6.6
2002-01-28,3,42.4,0.00,0.00,0.00,0.0,6.8
2002-01-29,3,49.6,0.00,0.00,0.00,0.0,7.6
2002-01-30,55,52.2,2.90,2.90,0.00,5.0,8.1
2002-01-31,53,38.3,2.30,2.30,0.00,8.0,11.1
2002-02-01,55,45.2,2.30,2.30,0.00,5.0,17.4
2002-02-02,3,32.3,0.00,0.00,0.00,0.0,16.2
2002-02-03,3,32.5,0.00,0.00,0.00,0.0,11.6
2002-02-04,71,32.8,0.10,0.10,0.07,1.0,15.9
2002-02-05,2,26.1,0.00,0.00,0.00,0.0,17.1
2002-02-06,3,32.5,0.00,0.00,0.00,0.0,8.5
2002-02-07,71,34.5,0.70,1.10,0.35,5.0,6.8
2002-02-08,1,37.8,0.00,0.00,0.00,0.0,9.4
2002-02-09,3,35.8,0.00,0.00,0.00,0.0,10.9
2002-02-10,55,42.1,4.00,4.00,0.00,6.0,15.0
2002-02-11,61,38.6,1.90,1.90,0.00,3.0,19.0
2002-02-12,3,32.4,0.00,0.00,0.00,0.0,15.3
2002-02-13,2,31.9,0.00,0.00,0.00,0.0,15.3
2002-02-14,0,28.2,0.00,0.00,0.00,0.0,9.0
2002-02-15,3,35.7,0.00,0.00,0.00,0.0,12.0
2002-02-16,51,41.5,0.10,0.10,0.00,1.0,7.8
2002-02-17,51,38.6,0.80,0.80,0.00,3.0,14.1
2002-02-18,71,34.1,0.00,0.00,0.14,0.0,15.6
2002-02-19,3,37.0,0.00,0.00,0.00,0.0,5.0
2002-02-20,51,43.9,0.40,0.40,0.00,1.0,13.3
2002-02-21,61,52.0,3.30,3.30,0.00,3.0,13.4
2002-02-22,3,41.6,0.00,0.00,0.00,0.0,12.3
2002-02-23,3,36.9,0.00,0.00,0.00,0.0,8.1
