latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
40.808434,-73.89206,2.0,-14400,America/New_York,GMT-4

time,weather_code (wmo code),temperature_2m_mean (°F),rain_sum (mm),precipitation_sum (mm),snowfall_sum (cm),precipitation_hours (h),wind_speed_10m_max (mp/h)
2004-09-23,2,70.0,0.00,0.00,0.00,0.0,7.9
2004-09-24,3,64.9,0.00,0.00,0.00,0.0,6.4
2004-09-25,3,65.0,0.00,0.00,0.00,0.0,7.1
2004-09-26,51,68.2,0.30,0.30,0.00,1.0,6.7
2004-09-27,3,66.0,0.00,0.00,0.00,0.0,6.6
2004-09-28,65,66.2,58.20,58.20,0.00,21.0,17.7
2004-09-29,65,62.5,49.20,49.20,0.00,10.0,21.1
2004-09-30,53,61.2,1.90,1.90,0.00,7.0,6.6
2004-10-01,1,60.1,0.00,0.00,0.00,0.0,6.7
2004-10-02,55,61.8,1.50,1.50,0.00,3.0,9.8
2004-10-03,3,59.4,0.00,0.00,0.00,0.0,10.7
2004-10-04,2,60.2,0.00,0.00,0.00,0.0,8.7
2004-10-05,3,54.6,0.00,0.00,0.00,0.0,11.3
2004-10-06,0,53.1,0.00,0.00,0.00,0.0,7.1
2004-10-07,0,58.6,0.00,0.00,0.00,0.0,6.1
2004-10-08,3,62.7,0.00,0.00,0.00,0.0,6.9
2004-10-09,3,60.7,0.00,0.00,0.00,0.0,7.6
2004-10-10,3,59.0,0.00,0.00,0.00,0.0,12.7
2004-10-11,3,53.6,0.00,0.00,0.00,0.0,14.4
2004-10-12,1,53.3,0.00,0.00,0.00,0.0,11.9
2004-10-13,51,54.6,0.10,0.10,0.00,1.0,6.4
2004-10-14,51,57.6,0.80,0.80,0.00,5.0,8.0
2004-10-15,61,59.3,10.10,10.10,0.00,11.0,11.8
2004-10-16,61,54.1,3.10,3.10,0.00,4.0,14.3
2004-10-17,3,49.0,0.00,0.00,0.00,0.0,16.8
2004-10-18,51,49.8,0.30,0.30,0.00,1.0,8.7
2004-10-19,63,50.7,16.30,16.30,0.00,15.0,12.1
2004-10-20,3,51.7,0.00,0.00,0.00,0.0,12.2
2004-10-21,53,50.5,1.30,1.30,0.00,3.0,8.4
2004-10-22,51,49.3,0.20,0.20,0.00,2.0,11.8
2004-10-23,3,47.9,0.00,0.00,0.00,0.0,9.5
2004-10-24,3,48.2,0.00,0.00,0.00,0.0,7.1
2004-10-25,3,50.0,0.00,0.00,0.00,0.0,5.0
2004-10-26,3,52.7,0.00,0.00,0.00,0.0,8.5
2004-10-27,3,51.8,0.00,0.00,0.00,0.0,8.1
2004-10-28,3,47.9,0.00,0.00,0.00,0.0,8.5
2004-10-29,53,49.8,0.90,0.90,0.00,2.0,6.2
2004-10-30,3,57.0,0.00,0.00,0.00,0.0,7.8
2004-10-31,51,62.6,0.20,0.20,0.00,1.0,13.1
2004-11-01,2,53.5,0.00,0.00,0.00,0.0,12.7
2004-11-02,3,50.6,0.00,0.00,0.00,0.0,8.2
2004-11-03,51,52.8,0.30,0.30,0.00,1.0,16.3
2004-11-04,63,44.7,19.90,19.90,0.00,9.0,9.2
2004-11-05,51,49.2,0.10,0.10,0.00,1.0,22.6
2004-11-06,3,47.7,0.00,0.00,0.00,0.0,14.0
2004-11-07,3,51.8,0.00,0.00,0.00,0.0,10.2
2004-11-08,51,45.9,0.20,0.20,0.00,1.0,14.1
2004-11-09,3,36.2,0.00,0.00,0.00,0.0,10.7
2004-11-10,1,34.9,0.00,0.00,0.00,0.0,8.6
2004-11-11,3,44.4,0.00,0.00,0.00,0.0,9.7
2004-11-12,61,40.6,19.30,19.30,0.00,16.0,11.9
2004-11-13,73,37.2,8.10,9.90,1.26,9.0,14.5
2004-11-14,0,36.8,0.00,0.00,0.00,0.0,10.5
2004-11-15,1,42.1,0.00,0.00,0.00,0.0,8.9
2004-11-16,3,42.7,0.00,0.00,0.00,0.0,7.4
2004-11-17,1,42.2,0.00,0.00,0.00,0.0,5.2
2004-11-18,3,45.1,0.00,0.00,0.00,0.0,5.4
2004-11-19,3,52.1,0.00,0.00,0.00,0.0,5.5
2004-11-20,61,46.5,6.50,6.50,0.00,14.0,6.5
2004-11-21,55,49.8,2.60,2.60,0.00,3.0,4.1
2004-11-22,51,48.6,3.00,3.00,0.00,14.0,3.8
2004-11-23,3,46.8,0.00,0.00,0.00,0.0,4.6
2004-11-24,61,51.7,4.60,4.60,0.00,7.0,13.0
2004-11-25,61,54.9,5.90,5.90,0.00,11.0,16.5
2004-11-26,3,37.2,0.00,0.00,0.00,0.0,14.7
2004-11-27,3,42.3,0.00,0.00,0.00,0.0,12.2
2004-11-28,63,51.8,26.60,26.60,0.00,9.0,22.0
2004-11-29,3,41.5,0.00,0.00,0.00,0.0,13.0
2004-11-30,3,39.7,0.00,0.00,0.00,0.0,4.7
2004-12-01,63,47.7,25.60,25.60,0.00,12.0,22.4
2004-12-02,3,39.7,0.00,0.00,0.00,0.0,12.8
2004-12-03,2,38.8,0.00,0.00,0.00,0.0,14.3
2004-12-04,3,34.1,0.00,0.00,0.00,0.0,11.3
2004-12-05,1,41.8,0.00,0.00,0.00,0.0,11.5
2004-12-06,55,37.7,4.40,4.40,0.00,11.0,11.7
2004-12-07,61,45.5,10.00,10.00,0.00,15.0,11.3
2004-12-08,3,50.6,0.00,0.00,0.00,0.0,14.7
2004-12-09,61,41.0,5.70,5.70,0.00,7.0,9.0
2004-12-10,63,45.2,20.90,20.90,0.00,17.0,13.0
2004-12-11,51,46.3,1.20,1.20,0.00,4.0,9.8
2004-12-12,3,40.5,0.00,0.00,0.00,0.0,11.8
2004-12-13,51,41.4,0.70,0.70,0.00,3.0,14.1
2004-12-14,3,32.4,0.00,0.00,0.00,0.0,12.4
2004-12-15,3,27.1,0.00,0.00,0.00,0.0,11.7
2004-12-16,3,30.4,0.00,0.00,0.00,0.0,9.6
2004-12-17,3,34.8,0.00,0.00,0.00,0.0,12.5
2004-12-18,3,33.0,0.00,0.00,0.00,0.0,6.5
2004-12-19,73,35.2,2.10,3.00,0.63,6.0,15.6
2004-12-20,73,16.9,0.00,1.00,0.84,5.0,18.5
2004-12-21,3,23.5,0.00,0.00,0.00,0.0,10.3
2004-12-22,3,35.1,0.00,0.00,0.00,0.0,7.4
2004-12-23,63,48.3,23.20,23.20,0.00,13.0,23.1
2004-12-24,3,32.5,0.00,0.00,0.00,0.0,13.0
2004-12-25,2,25.8,0.00,0.00,0.00,0.0,7.7
2004-12-26,73,27.1,0.00,2.10,1.54,8.0,11.6
2004-12-27,73,23.3,0.00,2.20,1.68,8.0,15.9
2004-12-28,3,22.3,0.00,0.00,0.00,0.0,9.8
2004-12-29,3,34.0,0.00,0.00,0.00,0.0,10.0
2004-12-30,3,34.0,0.00,0.00,0.00,0.0,5.6
2004-12-31,51,40.5,0.20,0.20,0.00,1.0,9.5
2005-01-01,3,44.2,0.00,0.00,0.00,0.0,9.8
2005-01-02,3,36.1,0.00,0.00,0.00,0.0,8.5
2005-01-03,61,47.0,4.40,4.40,0.00,7.0,6.5
2005-01-04,63,43.2,5.90,5.90,0.00,7.0,8.1
2005-01-05,73,35.4,8.70,11.50,1.96,18.0,7.2
2005-01-06,73,35.2,8.80,13.10,3.01,16.0,12.0
2005-01-07,3,35.7,0.00,0.00,0.00,0.0,12.5
2005-01-08,63,35.0,9.70,9.70,0.00,12.0,9.9
2005-01-09,3,32.1,0.00,0.00,0.00,0.0,8.4
2005-01-10,3,37.7,0.00,0.00,0.00,0.0,10.9
2005-01-11,73,32.9,3.10,5.70,1.96,11.0,9.3
2005-01-12,73,37.7,2.70,3.60,0.63,5.0,10.3
2005-01-13,3,48.4,0.00,0.00,0.00,0.0,14.7
2005-01-14,75,46.2,23.70,25.40,1.19,13.0,19.8
2005-01-15,3,29.4,0.00,0.00,0.00,0.0,8.2
2005-01-16,3,27.9,0.00,0.00,0.00,0.0,9.9
2005-01-17,71,25.2,0.00,0.60,0.56,4.0,14.6
2005-01-18,3,14.7,0.00,0.00,0.00,0.0,16.6
2005-01-19,71,18.7,0.00,1.20,0.91,9.0,11.3
2005-01-20,71,24.6,0.00,0.00,0.07,0.0,12.8
2005-01-21,3,13.3,0.00,0.00,0.00,0.0,10.6
2005-01-22,75,17.8,0.80,22.20,14.98,11.0,13.5
2005-01-23,75,18.0,0.30,10.40,7.07,13.0,20.2
2005-01-24,3,8.4,0.00,0.00,0.00,0.0,13.7
2005-01-25,3,17.9,0.00,0.00,0.00,0.0,9.4
2005-01-26,75,28.2,0.00,5.70,4.06,8.0,13.4
2005-01-27,0,8.6,0.00,0.00,0.00,0.0,14.0
2005-01-28,1,4.7,0.00,0.00,0.00,0.0,8.6
2005-01-29,3,13.8,0.00,0.00,0.00,0.0,6.1
2005-01-30,71,25.2,0.00,0.30,0.28,2.0,11.5
2005-01-31,0,23.0,0.00,0.00,0.00,0.0,10.6
2005-02-01,3,21.5,0.00,0.00,0.00,0.0,6.5
2005-02-02,0,21.1,0.00,0.00,0.00,0.0,8.3
2005-02-03,71,24.8,1.00,1.10,0.07,6.0,7.4
2005-02-04,73,34.6,0.00,4.40,3.15,9.0,10.5
2005-02-05,0,33.4,0.00,0.00,0.00,0.0,9.2
2005-02-06,3,32.0,0.00,0.00,0.00,0.0,7.6
2005-02-07,3,33.5,0.00,0.00,0.00,0.0,6.3
2005-02-08,3,36.6,0.00,0.00,0.00,0.0,6.2
2005-02-09,55,39.9,2.50,2.50,0.00,4.0,6.7
2005-02-10,53,36.2,6.90,6.90,0.00,15.0,14.9
2005-02-11,3,29.8,0.00,0.00,0.00,0.0,16.5
2005-02-12,3,29.9,0.00,0.00,0.00,0.0,13.3
2005-02-13,3,29.2,0.00,0.00,0.00,0.0,10.7
2005-02-14,61,33.5,13.20,13.20,0.00,11.0,16.8
2005-02-15,63,45.6,10.20,10.20,0.00,4.0,16.4
2005-02-16,61,40.9,4.30,4.30,0.00,3.0,15.3
2005-02-17,3,32.7,0.00,0.00,0.00,0.0,11.6
2005-02-18,71,27.3,0.00,0.20,0.14,1.0,17.6
2005-02-19,0,22.6,0.00,0.00,0.00,0.0,12.4
2005-02-20,73,28.0,0.00,0.50,0.35,2.0,7.9
2005-02-21,75,32.6,0.20,10.60,7.28,12.0,11.0
2005-02-22,51,32.7,0.10,0.10,0.00,1.0,6.9
2005-02-23,73,29.9,0.00,1.20,0.91,4.0,12.4
2005-02-24,73,23.8,0.00,4.10,2.94,8.0,10.2
2005-02-25,73,24.5,0.00,2.40,1.75,6.0,9.7
2005-02-26,3,24.2,0.00,0.00,0.00,0.0,9.5
2005-02-27,3,24.4,0.00,0.00,0.00,0.0,8.1
2005-02-28,75,29.5,0.00,8.20,5.81,11.0,15.2
2005-03-01,75,30.8,0.00,7.30,5.25,10.0,12.0
2005-03-02,71,29.2,0.00,0.00,0.07,0.0,16.0
2005-03-03,3,21.8,0.00,0.00,0.00,0.0,15.5
2005-03-04,3,18.7,0.00,0.00,0.00,0.0,10.7
2005-03-05,0,25.9,0.00,0.00,0.00,0.0,7.3
2005-03-06,3,30.0,0.00,0.00,0.00,0.0,13.2
2005-03-07,3,39.6,0.00,0.00,0.00,0.0,12.6
2005-03-08,75,32.7,5.20,13.10,5.53,14.0,20.9
2005-03-09,3,17.4,0.00,0.00,0.00,0.0,19.9
2005-03-10,3,21.8,0.00,0.00,0.00,0.0,10.9
2005-03-11,71,31.1,0.40,0.50,0.07,2.0,12.5
2005-03-12,73,32.2,0.30,4.50,2.94,9.0,12.5
2005-03-13,3,30.1,0.00,0.00,0.00,0.0,10.2
2005-03-14,3,27.7,0.00,0.00,0.00,0.0,11.6
2005-03-15,0,31.7,0.00,0.00,0.00,0.0,14.4
2005-03-16,3,34.3,0.00,0.00,0.00,0.0,12.2
2005-03-17,3,34.4,0.00,0.00,0.00,0.0,5.9
2005-03-18,3,36.8,0.00,0.00,0.00,0.0,10.9
2005-03-19,3,35.9,0.00,0.00,0.00,0.0,6.2
2005-03-20,53,36.9,3.00,3.00,0.00,11.0,6.3
2005-03-21,51,40.8,1.30,1.30,0.00,6.0,9.1
2005-03-22,3,40.4,0.00,0.00,0.00,0.0,8.7
2005-03-23,75,36.1,8.70,18.00,6.51,15.0,17.2
2005-03-24,75,36.3,0.00,3.60,2.80,6.0,13.9
2005-03-25,3,37.7,0.00,0.00,0.00,0.0,8.4
2005-03-26,3,36.9,0.00,0.00,0.00,0.0,7.4
2005-03-27,3,40.8,0.00,0.00,0.00,0.0,9.0
2005-03-28,63,42.4,42.40,42.40,0.00,24.0,12.2
2005-03-29,51,46.8,0.40,0.40,0.00,1.0,14.1
2005-03-30,3,47.5,0.00,0.00,0.00,0.0,9.8
2005-03-31,3,42.1,0.00,0.00,0.00,0.0,12.2
2005-04-01,55,45.0,2.00,2.00,0.00,3.0,6.9
2005-04-02,63,47.5,59.70,59.70,0.00,23.0,22.6
2005-04-03,51,43.6,1.90,1.90,0.00,10.0,16.2
2005-04-04,3,44.8,0.00,0.00,0.00,0.0,16.8
2005-04-05,3,49.4,0.00,0.00,0.00,0.0,10.3
2005-04-06,3,53.5,0.00,0.00,0.00,0.0,5.7
2005-04-07,61,58.8,2.20,2.20,0.00,2.0,11.7
2005-04-08,61,54.4,7.40,7.40,0.00,8.0,10.1
2005-04-09,0,48.0,0.00,0.00,0.00,0.0,9.8
2005-04-10,1,52.4,0.00,0.00,0.00,0.0,5.2
2005-04-11,3,48.3,0.00,0.00,0.00,0.0,12.3
2005-04-12,1,43.8,0.00,0.00,0.00,0.0,11.7
2005-04-13,0,43.8,0.00,0.00,0.00,0.0,9.6
2005-04-14,1,47.0,0.00,0.00,0.00,0.0,10.1
2005-04-15,1,44.7,0.00,0.00,0.00,0.0,13.5
2005-04-16,0,44.4,0.00,0.00,0.00,0.0,8.9
2005-04-17,1,52.8,0.00,0.00,0.00,0.0,6.7
2005-04-18,3,57.9,0.00,0.00,0.00,0.0,7.2
2005-04-19,0,59.9,0.00,0.00,0.00,0.0,6.7
2005-04-20,3,67.6,0.00,0.00,0.00,0.0,11.5
2005-04-21,51,57.6,0.20,0.20,0.00,1.0,13.8
2005-04-22,3,48.2,0.00,0.00,0.00,0.0,11.4
2005-04-23,63,53.7,23.70,23.70,0.00,18.0,15.0
2005-04-24,55,51.4,2.70,2.70,0.00,9.0,14.0
2005-04-25,51,46.7,0.70,0.70,0.00,4.0,17.1
2005-04-26,3,52.6,0.00,0.00,0.00,0.0,15.0
2005-04-27,63,54.5,22.20,22.20,0.00,17.0,9.3
2005-04-28,55,53.1,1.00,1.00,0.00,1.0,19.5
2005-04-29,3,50.0,0.00,0.00,0.00,0.0,9.1
2005-04-30,61,53.1,11.50,11.50,0.00,17.0,11.2
2005-05-01,53,56.0,2.90,2.90,0.00,8.0,10.7
2005-05-02,53,51.3,3.20,3.20,0.00,6.0,14.1
2005-05-03,3,49.1,0.00,0.00,0.00,0.0,10.5
2005-05-04,3,51.3,0.00,0.00,0.00,0.0,10.7
2005-05-05,3,50.0,0.00,0.00,0.00,0.0,8.2
2005-05-06,53,48.8,1.90,1.90,0.00,4.0,11.7
2005-05-07,55,50.4,2.90,2.90,0.00,3.0,13.9
2005-05-08,3,52.0,0.00,0.00,0.00,0.0,16.8
2005-05-09,3,55.1,0.00,0.00,0.00,0.0,8.3
2005-05-10,2,55.3,0.00,0.00,0.00,0.0,9.5
2005-05-11,2,59.8,0.00,0.00,0.00,0.0,6.6
2005-05-12,51,60.7,0.20,0.20,0.00,1.0,13.0
2005-05-13,3,51.5,0.00,0.00,0.00,0.0,9.7
2005-05-14,3,59.8,0.00,0.00,0.00,0.0,10.0
2005-05-15,53,66.4,1.80,1.80,0.00,4.0,7.9
2005-05-16,51,60.9,0.40,0.40,0.00,2.0,8.7
2005-05-17,3,58.0,0.00,0.00,0.00,0.0,7.8
2005-05-18,3,57.8,0.00,0.00,0.00,0.0,7.9
2005-05-19,3,57.2,0.00,0.00,0.00,0.0,9.3
2005-05-20,55,51.8,6.00,6.00,0.00,10.0,9.5
2005-05-21,55,56.8,1.50,1.50,0.00,3.0,9.7
2005-05-22,55,54.5,3.70,3.70,0.00,9.0,6.8
2005-05-23,3,55.1,0.00,0.00,0.00,0.0,4.0
2005-05-24,51,53.0,3.20,3.20,0.00,15.0,15.3
2005-05-25,61,49.1,14.60,14.60,0.00,21.0,16.3
2005-05-26,61,54.3,4.30,4.30,0.00,5.0,17.3
2005-05-27,3,63.1,0.00,0.00,0.00,0.0,7.8
2005-05-28,51,63.7,0.80,0.80,0.00,4.0,8.8
2005-05-29,2,63.5,0.00,0.00,0.00,0.0,10.0
2005-05-30,51,63.4,0.30,0.30,0.00,1.0,9.2
2005-05-31,2,63.3,0.00,0.00,0.00,0.0,8.0
2005-06-01,3,58.5,0.00,0.00,0.00,0.0,9.6
2005-06-02,3,57.6,0.00,0.00,0.00,0.0,7.7
2005-06-03,55,59.1,5.70,5.70,0.00,11.0,6.1
2005-06-04,61,68.0,7.10,7.10,0.00,11.0,7.2
2005-06-05,1,73.5,0.00,0.00,0.00,0.0,7.5
2005-06-06,55,73.8,1.40,1.40,0.00,2.0,10.6
2005-06-07,53,76.3,0.60,0.60,0.00,1.0,10.5
2005-06-08,3,76.4,0.00,0.00,0.00,0.0,9.6
2005-06-09,2,75.8,0.00,0.00,0.00,0.0,11.0
2005-06-10,63,73.5,6.50,6.50,0.00,8.0,9.4
2005-06-11,61,76.0,4.60,4.60,0.00,5.0,8.8
2005-06-12,3,79.0,0.00,0.00,0.00,0.0,8.8
2005-06-13,3,80.5,0.00,0.00,0.00,0.0,8.9
2005-06-14,1,84.2,0.00,0.00,0.00,0.0,13.3
2005-06-15,51,74.6,1.10,1.10,0.00,6.0,10.5
2005-06-16,63,69.5,14.90,14.90,0.00,8.0,11.5
2005-06-17,53,67.3,0.50,0.50,0.00,1.0,11.5
2005-06-18,3,67.5,0.00,0.00,0.00,0.0,8.0
2005-06-19,51,64.8,1.80,1.80,0.00,10.0,9.6
2005-06-20,3,64.9,0.00,0.00,0.00,0.0,8.3
2005-06-21,1,69.8,0.00,0.00,0.00,0.0,8.8
2005-06-22,61,72.2,3.40,3.40,0.00,5.0,10.3
2005-06-23,3,68.5,0.00,0.00,0.00,0.0,10.1
2005-06-24,3,73.0,0.00,0.00,0.00,0.0,10.5
2005-06-25,3,78.3,0.00,0.00,0.00,0.0,10.8
2005-06-26,3,79.5,0.00,0.00,0.00,0.0,9.9
2005-06-27,61,72.9,9.10,9.10,0.00,12.0,8.6
2005-06-28,55,76.5,4.60,4.60,0.00,12.0,9.1
2005-06-29,63,75.8,26.00,26.00,0.00,12.0,10.8
2005-06-30,61,73.1,19.20,19.20,0.00,20.0,6.0
2005-07-01,61,74.5,5.40,5.40,0.00,5.0,9.9
2005-07-02,53,74.6,0.80,0.80,0.00,2.0,8.4
2005-07-03,3,70.3,0.00,0.00,0.00,0.0,7.5
2005-07-04,3,69.7,0.00,0.00,0.00,0.0,8.1
2005-07-05,53,72.4,2.10,2.10,0.00,6.0,9.0
2005-07-06,61,73.8,7.10,7.10,0.00,13.0,7.4
2005-07-07,51,70.0,0.30,0.30,0.00,2.0,9.6
2005-07-08,65,64.2,44.80,44.80,0.00,17.0,14.4
2005-07-09,51,70.2,0.30,0.30,0.00,1.0,11.2
2005-07-10,1,76.2,0.00,0.00,0.00,0.0,11.1
2005-07-11,2,77.8,0.00,0.00,0.00,0.0,9.3
2005-07-12,3,74.5,0.00,0.00,0.00,0.0,9.3
2005-07-13,51,70.9,0.50,0.50,0.00,4.0,7.3
2005-07-14,3,74.8,0.00,0.00,0.00,0.0,8.4
2005-07-15,51,76.4,1.70,1.70,0.00,7.0,7.0
2005-07-16,51,75.3,1.00,1.00,0.00,6.0,8.8
2005-07-17,61,76.0,3.50,3.50,0.00,9.0,8.1
2005-07-18,63,79.1,12.80,12.80,0.00,9.0,7.0
2005-07-19,61,82.5,2.40,2.40,0.00,3.0,7.4
2005-07-20,1,82.1,0.00,0.00,0.00,0.0,6.6
2005-07-21,2,80.6,0.00,0.00,0.00,0.0,5.4
2005-07-22,3,81.6,0.00,0.00,0.00,0.0,6.8
2005-07-23,2,78.6,0.00,0.00,0.00,0.0,10.3
2005-07-24,3,76.4,0.00,0.00,0.00,0.0,9.1
2005-07-25,55,78.4,1.30,1.30,0.00,2.0,14.3
2005-07-26,3,82.4,0.00,0.00,0.00,0.0,8.8
2005-07-27,53,85.7,0.70,0.70,0.00,1.0,10.8
2005-07-28,3,74.6,0.00,0.00,0.00,0.0,11.1
2005-07-29,3,75.3,0.00,0.00,0.00,0.0,9.8
2005-07-30,3,75.6,0.00,0.00,0.00,0.0,7.6
2005-07-31,53,74.2,0.80,0.80,0.00,2.0,9.0
2005-08-01,3,75.2,0.00,0.00,0.00,0.0,8.1
2005-08-02,1,82.1,0.00,0.00,0.00,0.0,7.8
2005-08-03,1,83.4,0.00,0.00,0.00,0.0,7.0
2005-08-04,55,82.4,1.70,1.70,0.00,2.0,8.4
2005-08-05,3,84.9,0.00,0.00,0.00,0.0,14.1
2005-08-06,3,79.0,0.00,0.00,0.00,0.0,6.8
2005-08-07,51,76.9,0.10,0.10,0.00,1.0,8.9
2005-08-08,55,76.7,4.10,4.10,0.00,8.0,5.1
2005-08-09,51,76.1,0.50,0.50,0.00,3.0,7.4
2005-08-10,2,77.9,0.00,0.00,0.00,0.0,7.6
2005-08-11,3,82.8,0.00,0.00,0.00,0.0,6.9
2005-08-12,53,82.8,0.90,0.90,0.00,1.0,7.8
2005-08-13,51,85.9,0.30,0.30,0.00,1.0,9.2
2005-08-14,53,85.3,1.40,1.40,0.00,2.0,10.3
2005-08-15,51,76.5,1.60,1.60,0.00,7.0,8.8
2005-08-16,55,72.1,3.10,3.10,0.00,5.0,5.2
2005-08-17,3,77.0,0.00,0.00,0.00,0.0,9.6
2005-08-18,3,73.3,0.00,0.00,0.00,0.0,8.4
2005-08-19,51,73.7,0.30,0.30,0.00,3.0,9.7
2005-08-20,3,75.8,0.00,0.00,0.00,0.0,7.1
2005-08-21,3,81.7,0.00,0.00,0.00,0.0,7.5
2005-08-22,2,80.1,0.00,0.00,0.00,0.0,10.1
2005-08-23,3,73.7,0.00,0.00,0.00,0.0,7.4
2005-08-24,3,73.2,0.00,0.00,0.00,0.0,10.9
2005-08-25,3,72.2,0.00,0.00,0.00,0.0,8.6
2005-08-26,3,72.8,0.00,0.00,0.00,0.0,9.4
2005-08-27,3,73.8,0.00,0.00,0.00,0.0,12.8
2005-08-28,55,73.9,2.50,2.50,0.00,7.0,6.7
2005-08-29,51,76.2,0.20,0.20,0.00,1.0,8.9
2005-08-30,55,76.4,3.20,3.20,0.00,11.0,9.5
2005-08-31,53,79.8,3.40,3.40,0.00,15.0,16.2
2005-09-01,3,75.4,0.00,0.00,0.00,0.0,11.1
2005-09-02,3,76.4,0.00,0.00,0.00,0.0,10.4
2005-09-03,3,74.0,0.00,0.00,0.00,0.0,10.9
2005-09-04,1,73.3,0.00,0.00,0.00,0.0,8.5
2005-09-05,3,71.7,0.00,0.00,0.00,0.0,9.8
2005-09-06,1,70.1,0.00,0.00,0.00,0.0,8.7
2005-09-07,0,70.4,0.00,0.00,0.00,0.0,9.3
2005-09-08,2,72.4,0.00,0.00,0.00,0.0,6.7
2005-09-09,3,72.0,0.00,0.00,0.00,0.0,8.1
2005-09-10,1,70.1,0.00,0.00,0.00,0.0,6.9
2005-09-11,2,68.5,0.00,0.00,0.00,0.0,8.7
2005-09-12,0,76.6,0.00,0.00,0.00,0.0,9.2
2005-09-13,0,77.7,0.00,0.00,0.00,0.0,9.4
2005-09-14,53,74.0,2.10,2.10,0.00,7.0,10.8
2005-09-15,53,75.9,3.50,3.50,0.00,13.0,6.0
2005-09-16,51,75.2,1.90,1.90,0.00,11.0,8.8
2005-09-17,55,75.6,1.40,1.40,0.00,2.0,8.9
2005-09-18,2,73.3,0.00,0.00,0.00,0.0,8.1
2005-09-19,3,74.8,0.00,0.00,0.00,0.0,6.8
2005-09-20,3,75.5,0.00,0.00,0.00,0.0,13.8
2005-09-21,0,72.9,0.00,0.00,0.00,0.0,8.6
2005-09-22,0,71.7,0.00,0.00,0.00,0.0,11.3
2005-09-23,51,75.6,0.30,0.30,0.00,1.0,11.8
2005-09-24,3,66.1,0.00,0.00,0.00,0.0,11.1
2005-09-25,3,65.7,0.00,0.00,0.00,0.0,9.6
2005-09-26,61,71.4,4.00,4.00,0.00,6.0,14.9
2005-09-27,3,68.2,0.00,0.00,0.00,0.0,13.3
2005-09-28,3,63.4,0.00,0.00,0.00,0.0,11.0
2005-09-29,61,66.7,1.70,1.70,0.00,3.0,19.5
2005-09-30,3,57.9,0.00,0.00,0.00,0.0,8.0
2005-10-01,0,60.9,0.00,0.00,0.00,0.0,6.4
2005-10-02,2,64.4,0.00,0.00,0.00,0.0,6.0
2005-10-03,3,64.9,0.00,0.00,0.00,0.0,6.2
2005-10-04,3,66.6,0.00,0.00,0.00,0.0,4.8
2005-10-05,3,68.0,0.00,0.00,0.00,0.0,5.7
2005-10-06,3,68.5,0.00,0.00,0.00,0.0,7.2
2005-10-07,61,70.6,7.50,7.50,0.00,13.0,11.3
2005-10-08,65,71.5,80.60,80.60,0.00,24.0,16.2
2005-10-09,53,59.0,0.50,0.50,0.00,1.0,14.2
2005-10-10,51,60.2,0.70,0.70,0.00,3.0,7.5
2005-10-11,55,59.6,4.80,4.80,0.00,9.0,11.5
2005-10-12,65,55.4,67.00,67.00,0.00,24.0,15.9
2005-10-13,63,59.0,26.90,26.90,0.00,19.0,17.5
2005-10-14,63,60.9,65.50,65.50,0.00,24.0,13.9
2005-10-15,61,62.2,3.10,3.10,0.00,3.0,15.6
2005-10-16,3,56.9,0.00,0.00,0.00,0.0,20.0
2005-10-17,2,55.3,0.00,0.00,0.00,0.0,16.2
2005-10-18,53,56.8,1.00,1.00,0.00,2.0,14.1
2005-10-19,3,57.1,0.00,0.00,0.00,0.0,11.4
2005-10-20,3,54.3,0.00,0.00,0.00,0.0,10.2
2005-10-21,51,52.5,0.40,0.40,0.00,2.0,3.9
2005-10-22,61,51.7,21.40,21.40,0.00,19.0,13.3
2005-10-23,61,49.5,3.70,3.70,0.00,4.0,13.2
2005-10-24,63,47.0,10.10,10.10,0.00,6.0,17.5
2005-10-25,61,46.1,22.00,22.00,0.00,24.0,22.0
2005-10-26,51,44.7,2.20,2.20,0.00,7.0,16.9
2005-10-27,3,43.7,0.00,0.00,0.00,0.0,8.6
2005-10-28,3,43.1,0.00,0.00,0.00,0.0,5.4
2005-10-29,3,42.0,0.00,0.00,0.00,0.0,12.3
2005-10-30,1,50.6,0.00,0.00,0.00,0.0,11.2
2005-10-31,2,50.6,0.00,0.00,0.00,0.0,6.8
2005-11-01,3,52.6,0.00,0.00,0.00,0.0,9.4
2005-11-02,53,50.6,0.80,0.80,0.00,2.0,13.1
2005-11-03,2,50.0,0.00,0.00,0.00,0.0,15.6
2005-11-04,3,53.9,0.00,0.00,0.00,0.0,9.6
2005-11-05,3,56.3,0.00,0.00,0.00,0.0,6.1
2005-11-06,53,56.9,1.10,1.10,0.00,2.0,12.8
2005-11-07,3,53.8,0.00,0.00,0.00,0.0,12.7
2005-11-08,3,51.1,0.00,0.00,0.00,0.0,8.1
2005-11-09,61,51.2,1.50,1.50,0.00,2.0,11.7
2005-11-10,61,51.8,8.10,8.10,0.00,6.0,15.9
2005-11-11,3,41.6,0.00,0.00,0.00,0.0,13.2
2005-11-12,1,43.1,0.00,0.00,0.00,0.0,6.8
2005-11-13,3,49.2,0.00,0.00,0.00,0.0,9.7
2005-11-14,51,54.6,0.30,0.30,0.00,1.0,8.1
2005-11-15,51,55.2,0.10,0.10,0.00,1.0,8.8
