latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
40.808434,-73.89206,2.0,-14400,America/New_York,GMT-4

time,weather_code (wmo code),temperature_2m_mean (°F),rain_sum (mm),precipitation_sum (mm),snowfall_sum (cm),precipitation_hours (h),wind_speed_10m_max (mp/h)
2001-02-22,75,20.7,0.00,5.70,4.06,8.0,10.4
2001-02-23,73,28.1,0.00,1.60,1.19,7.0,10.4
2001-02-24,3,27.5,0.00,0.00,0.00,0.0,8.5
2001-02-25,71,40.1,6.20,6.20,0.07,11.0,14.5
2001-02-26,3,42.6,0.00,0.00,0.00,0.0,14.8
2001-02-27,3,36.5,0.00,0.00,0.00,0.0,10.3
2001-02-28,71,30.9,0.00,0.00,0.07,0.0,10.7
2001-03-01,3,29.7,0.00,0.00,0.00,0.0,11.7
2001-03-02,71,34.3,0.00,1.30,1.12,8.0,8.5
2001-03-03,3,37.9,0.00,0.00,0.00,0.0,6.4
2001-03-04,75,32.7,0.00,6.00,4.27,11.0,13.4
2001-03-05,75,29.9,5.50,12.70,5.04,21.0,16.1
2001-03-06,73,30.3,0.00,7.10,4.97,24.0,19.1
2001-03-07,71,32.1,0.00,0.10,0.14,1.0,11.0
2001-03-08,3,33.3,0.00,0.00,0.00,0.0,8.4
2001-03-09,73,33.4,7.20,9.40,1.54,9.0,12.1
2001-03-10,2,32.8,0.00,0.00,0.00,0.0,17.2
2001-03-11,51,34.2,0.10,0.10,0.00,1.0,13.4
2001-03-12,3,32.4,0.00,0.00,0.00,0.0,8.0
2001-03-13,63,40.7,20.20,20.20,0.00,11.0,13.0
2001-03-14,51,39.8,0.40,0.40,0.00,3.0,18.9
2001-03-15,3,41.0,0.00,0.00,0.00,0.0,7.9
2001-03-16,51,41.8,0.20,0.20,0.00,1.0,7.0
2001-03-17,53,39.6,2.40,2.40,0.00,7.0,7.9
2001-03-18,53,38.9,1.10,1.10,0.00,3.0,17.2
2001-03-19,0,38.9,0.00,0.00,0.00,0.0,12.8
2001-03-20,3,39.2,0.00,0.00,0.00,0.0,7.5
2001-03-21,61,40.9,14.20,14.20,0.00,12.0,21.2
2001-03-22,61,41.2,8.00,8.00,0.00,14.0,17.9
2001-03-23,3,43.8,0.00,0.00,0.00,0.0,21.7
2001-03-24,51,42.7,0.50,0.50,0.00,2.0,17.8
2001-03-25,3,35.2,0.00,0.00,0.00,0.0,14.2
2001-03-26,73,32.1,0.30,4.80,3.22,8.0,12.0
2001-03-27,3,31.1,0.00,0.00,0.00,0.0,12.4
2001-03-28,1,35.5,0.00,0.00,0.00,0.0,8.4
2001-03-29,55,37.6,3.30,3.30,0.00,7.0,9.5
2001-03-30,63,39.8,39.80,39.80,0.00,19.0,18.3
2001-03-31,51,40.1,0.20,0.20,0.00,1.0,7.1
2001-04-01,51,39.2,0.30,0.30,0.00,3.0,6.6
2001-04-02,51,40.9,0.50,0.50,0.00,4.0,11.4
2001-04-03,3,41.4,0.00,0.00,0.00,0.0,10.3
2001-04-04,3,42.3,0.00,0.00,0.00,0.0,8.7
2001-04-05,0,45.7,0.00,0.00,0.00,0.0,7.2
2001-04-06,55,45.0,4.40,4.40,0.00,7.0,7.4
2001-04-07,3,46.2,0.00,0.00,0.00,0.0,9.5
2001-04-08,53,45.4,2.60,2.60,0.00,6.0,8.9
2001-04-09,63,55.7,10.90,10.90,0.00,4.0,6.9
2001-04-10,53,53.0,1.20,1.20,0.00,2.0,10.7
2001-04-11,51,47.7,0.70,0.70,0.00,3.0,9.4
2001-04-12,53,52.6,2.50,2.50,0.00,5.0,9.7
2001-04-13,51,59.2,0.40,0.40,0.00,2.0,13.1
2001-04-14,0,52.2,0.00,0.00,0.00,0.0,10.4
2001-04-15,51,50.6,0.20,0.20,0.00,1.0,7.9
2001-04-16,53,48.5,2.50,2.50,0.00,5.0,9.1
2001-04-17,55,45.8,4.30,4.30,0.00,10.0,8.1
2001-04-18,53,43.7,3.10,3.10,0.00,6.0,15.3
2001-04-19,3,42.4,0.00,0.00,0.00,0.0,10.8
2001-04-20,51,49.7,0.40,0.40,0.00,2.0,6.7
2001-04-21,55,55.9,3.70,3.70,0.00,7.0,6.1
2001-04-22,53,66.8,0.70,0.70,0.00,1.0,11.9
2001-04-23,3,61.9,0.00,0.00,0.00,0.0,8.1
2001-04-24,3,67.4,0.00,0.00,0.00,0.0,14.3
2001-04-25,3,50.3,0.00,0.00,0.00,0.0,13.9
2001-04-26,3,50.5,0.00,0.00,0.00,0.0,8.8
2001-04-27,3,55.1,0.00,0.00,0.00,0.0,8.3
2001-04-28,0,53.3,0.00,0.00,0.00,0.0,12.2
2001-04-29,1,50.9,0.00,0.00,0.00,0.0,10.2
2001-04-30,2,58.0,0.00,0.00,0.00,0.0,8.4
2001-05-01,1,67.3,0.00,0.00,0.00,0.0,8.4
2001-05-02,1,71.3,0.00,0.00,0.00,0.0,8.5
2001-05-03,2,73.1,0.00,0.00,0.00,0.0,8.1
2001-05-04,3,75.5,0.00,0.00,0.00,0.0,8.7
2001-05-05,51,67.6,0.10,0.10,0.00,1.0,11.9
2001-05-06,1,55.6,0.00,0.00,0.00,0.0,10.3
2001-05-07,0,51.1,0.00,0.00,0.00,0.0,8.2
2001-05-08,2,54.1,0.00,0.00,0.00,0.0,10.0
2001-05-09,3,60.7,0.00,0.00,0.00,0.0,4.5
2001-05-10,3,67.9,0.00,0.00,0.00,0.0,8.2
2001-05-11,3,70.4,0.00,0.00,0.00,0.0,6.9
2001-05-12,51,71.3,0.20,0.20,0.00,1.0,13.9
2001-05-13,3,60.2,0.00,0.00,0.00,0.0,13.7
2001-05-14,53,58.0,1.40,1.40,0.00,2.0,12.8
2001-05-15,2,59.5,0.00,0.00,0.00,0.0,15.6
2001-05-16,3,56.0,0.00,0.00,0.00,0.0,10.6
2001-05-17,3,55.8,0.00,0.00,0.00,0.0,7.6
2001-05-18,51,56.7,0.50,0.50,0.00,3.0,9.5
2001-05-19,51,65.1,0.50,0.50,0.00,3.0,4.5
2001-05-20,3,57.5,0.00,0.00,0.00,0.0,12.2
2001-05-21,53,56.0,4.70,4.70,0.00,9.0,12.0
2001-05-22,63,57.8,15.70,15.70,0.00,14.0,11.3
2001-05-23,53,58.4,4.30,4.30,0.00,15.0,9.2
2001-05-24,51,61.1,0.30,0.30,0.00,3.0,10.8
2001-05-25,51,57.4,0.90,0.90,0.00,5.0,11.7
2001-05-26,51,60.0,0.90,0.90,0.00,3.0,9.2
2001-05-27,55,61.6,3.00,3.00,0.00,8.0,7.4
2001-05-28,53,64.2,2.10,2.10,0.00,6.0,11.1
2001-05-29,63,62.4,4.50,4.50,0.00,2.0,7.4
2001-05-30,3,57.3,0.00,0.00,0.00,0.0,16.6
2001-05-31,0,56.8,0.00,0.00,0.00,0.0,12.7
2001-06-01,61,58.3,4.20,4.20,0.00,4.0,10.0
2001-06-02,63,64.6,20.30,20.30,0.00,18.0,10.4
2001-06-03,63,64.7,5.10,5.10,0.00,6.0,12.2
2001-06-04,3,62.5,0.00,0.00,0.00,0.0,10.1
2001-06-05,3,64.2,0.00,0.00,0.00,0.0,10.1
2001-06-06,3,66.6,0.00,0.00,0.00,0.0,9.3
2001-06-07,3,65.9,0.00,0.00,0.00,0.0,7.4
2001-06-08,3,68.1,0.00,0.00,0.00,0.0,9.7
2001-06-09,3,68.1,0.00,0.00,0.00,0.0,8.3
2001-06-10,3,69.2,0.00,0.00,0.00,0.0,10.2
2001-06-11,61,71.7,5.10,5.10,0.00,5.0,10.1
2001-06-12,51,71.2,0.10,0.10,0.00,1.0,7.7
2001-06-13,51,73.2,0.10,0.10,0.00,1.0,6.5
2001-06-14,3,73.3,0.00,0.00,0.00,0.0,7.6
2001-06-15,3,73.0,0.00,0.00,0.00,0.0,8.6
2001-06-16,55,74.0,4.20,4.20,0.00,10.0,9.9
2001-06-17,65,70.0,62.50,62.50,0.00,17.0,13.0
2001-06-18,2,72.5,0.00,0.00,0.00,0.0,10.3
2001-06-19,2,73.9,0.00,0.00,0.00,0.0,9.4
2001-06-20,51,75.7,0.30,0.30,0.00,1.0,7.7
2001-06-21,63,71.0,9.50,9.50,0.00,12.0,9.3
2001-06-22,51,71.8,1.30,1.30,0.00,6.0,13.1
2001-06-23,63,72.1,21.10,21.10,0.00,17.0,13.2
2001-06-24,53,70.9,1.60,1.60,0.00,3.0,7.2
2001-06-25,3,72.5,0.00,0.00,0.00,0.0,5.2
2001-06-26,3,75.5,0.00,0.00,0.00,0.0,5.6
2001-06-27,3,78.4,0.00,0.00,0.00,0.0,10.2
2001-06-28,3,79.5,0.00,0.00,0.00,0.0,10.1
2001-06-29,3,75.3,0.00,0.00,0.00,0.0,8.9
2001-06-30,53,80.7,0.50,0.50,0.00,1.0,10.0
2001-07-01,63,78.1,11.80,11.80,0.00,7.0,13.2
2001-07-02,2,64.4,0.00,0.00,0.00,0.0,14.1
2001-07-03,3,68.1,0.00,0.00,0.00,0.0,10.9
2001-07-04,61,71.6,9.40,9.40,0.00,12.0,8.1
2001-07-05,53,73.8,0.90,0.90,0.00,3.0,9.5
2001-07-06,3,67.3,0.00,0.00,0.00,0.0,13.5
2001-07-07,3,69.3,0.00,0.00,0.00,0.0,8.8
2001-07-08,53,70.4,1.60,1.60,0.00,3.0,8.6
2001-07-09,55,75.7,2.20,2.20,0.00,4.0,5.2
2001-07-10,55,77.4,1.50,1.50,0.00,3.0,9.1
2001-07-11,55,73.1,1.80,1.80,0.00,4.0,12.2
2001-07-12,1,69.4,0.00,0.00,0.00,0.0,11.8
2001-07-13,3,67.5,0.00,0.00,0.00,0.0,8.2
2001-07-14,2,69.5,0.00,0.00,0.00,0.0,10.5
2001-07-15,2,71.6,0.00,0.00,0.00,0.0,10.1
2001-07-16,3,74.4,0.00,0.00,0.00,0.0,6.3
2001-07-17,53,75.5,1.80,1.80,0.00,5.0,7.8
2001-07-18,51,71.8,2.00,2.00,0.00,9.0,8.8
2001-07-19,3,70.3,0.00,0.00,0.00,0.0,10.2
2001-07-20,0,70.7,0.00,0.00,0.00,0.0,7.6
2001-07-21,3,73.4,0.00,0.00,0.00,0.0,9.2
2001-07-22,3,73.6,0.00,0.00,0.00,0.0,10.9
2001-07-23,2,76.7,0.00,0.00,0.00,0.0,9.8
2001-07-24,3,82.5,0.00,0.00,0.00,0.0,11.7
2001-07-25,53,85.6,0.60,0.60,0.00,1.0,11.2
2001-07-26,63,72.2,20.90,20.90,0.00,16.0,13.3
2001-07-27,3,67.8,0.00,0.00,0.00,0.0,10.2
2001-07-28,3,69.1,0.00,0.00,0.00,0.0,8.7
2001-07-29,3,68.4,0.00,0.00,0.00,0.0,10.0
2001-07-30,3,69.0,0.00,0.00,0.00,0.0,8.8
2001-07-31,1,71.0,0.00,0.00,0.00,0.0,7.7
2001-08-01,2,75.3,0.00,0.00,0.00,0.0,7.5
2001-08-02,3,79.2,0.00,0.00,0.00,0.0,11.4
2001-08-03,51,78.6,0.10,0.10,0.00,1.0,10.7
2001-08-04,63,76.2,9.60,9.60,0.00,13.0,8.1
2001-08-05,53,75.6,1.90,1.90,0.00,3.0,6.4
2001-08-06,3,80.4,0.00,0.00,0.00,0.0,7.5
2001-08-07,3,84.5,0.00,0.00,0.00,0.0,8.6
2001-08-08,3,86.0,0.00,0.00,0.00,0.0,7.2
2001-08-09,3,87.5,0.00,0.00,0.00,0.0,10.5
2001-08-10,63,85.2,3.80,3.80,0.00,2.0,10.7
2001-08-11,51,77.1,0.30,0.30,0.00,2.0,8.7
2001-08-12,61,74.3,17.00,17.00,0.00,21.0,6.8
2001-08-13,63,75.4,15.10,15.10,0.00,13.0,6.2
2001-08-14,2,74.8,0.00,0.00,0.00,0.0,8.5
2001-08-15,1,73.2,0.00,0.00,0.00,0.0,6.2
2001-08-16,1,73.0,0.00,0.00,0.00,0.0,10.7
2001-08-17,51,77.0,0.30,0.30,0.00,1.0,10.6
2001-08-18,3,75.8,0.00,0.00,0.00,0.0,7.4
2001-08-19,3,76.0,0.00,0.00,0.00,0.0,7.1
2001-08-20,63,75.5,12.60,12.60,0.00,13.0,6.5
2001-08-21,3,74.7,0.00,0.00,0.00,0.0,8.2
2001-08-22,1,75.3,0.00,0.00,0.00,0.0,6.9
2001-08-23,63,73.0,12.10,12.10,0.00,7.0,6.9
2001-08-24,51,72.6,0.30,0.30,0.00,1.0,9.4
2001-08-25,3,70.0,0.00,0.00,0.00,0.0,8.1
2001-08-26,1,70.8,0.00,0.00,0.00,0.0,9.2
2001-08-27,63,74.0,13.40,13.40,0.00,6.0,8.9
2001-08-28,3,75.4,0.00,0.00,0.00,0.0,8.4
2001-08-29,3,72.8,0.00,0.00,0.00,0.0,7.6
2001-08-30,53,71.8,0.60,0.60,0.00,2.0,11.1
2001-08-31,61,75.4,4.60,4.60,0.00,5.0,9.3
2001-09-01,3,72.3,0.00,0.00,0.00,0.0,10.6
2001-09-02,3,64.6,0.00,0.00,0.00,0.0,8.7
2001-09-03,1,66.9,0.00,0.00,0.00,0.0,9.1
2001-09-04,53,69.5,1.60,1.60,0.00,4.0,7.4
2001-09-05,1,68.1,0.00,0.00,0.00,0.0,9.9
2001-09-06,0,66.5,0.00,0.00,0.00,0.0,5.8
2001-09-07,2,70.5,0.00,0.00,0.00,0.0,7.8
2001-09-08,3,72.1,0.00,0.00,0.00,0.0,8.9
2001-09-09,2,72.8,0.00,0.00,0.00,0.0,9.9
2001-09-10,61,73.8,5.50,5.50,0.00,6.0,8.6
2001-09-11,1,70.5,0.00,0.00,0.00,0.0,9.5
2001-09-12,2,68.1,0.00,0.00,0.00,0.0,9.8
2001-09-13,1,71.4,0.00,0.00,0.00,0.0,7.7
2001-09-14,61,57.9,16.10,16.10,0.00,13.0,13.9
2001-09-15,1,58.9,0.00,0.00,0.00,0.0,9.9
2001-09-16,0,61.7,0.00,0.00,0.00,0.0,4.9
2001-09-17,3,63.9,0.00,0.00,0.00,0.0,6.9
2001-09-18,3,65.7,0.00,0.00,0.00,0.0,4.8
2001-09-19,3,66.5,0.00,0.00,0.00,0.0,10.2
2001-09-20,63,67.5,21.00,21.00,0.00,12.0,10.4
2001-09-21,53,68.2,6.30,6.30,0.00,14.0,8.5
2001-09-22,53,69.7,1.20,1.20,0.00,4.0,6.3
2001-09-23,2,67.9,0.00,0.00,0.00,0.0,5.7
2001-09-24,53,69.9,1.50,1.50,0.00,5.0,12.8
2001-09-25,63,67.7,16.00,16.00,0.00,14.0,14.0
2001-09-26,2,57.3,0.00,0.00,0.00,0.0,10.4
2001-09-27,3,56.5,0.00,0.00,0.00,0.0,9.9
2001-09-28,55,55.6,1.80,1.80,0.00,5.0,9.0
2001-09-29,51,56.2,0.10,0.10,0.00,1.0,15.4
2001-09-30,61,51.6,13.90,13.90,0.00,18.0,15.5
2001-10-01,63,51.5,22.20,22.20,0.00,16.0,14.3
2001-10-02,3,59.2,0.00,0.00,0.00,0.0,8.0
2001-10-03,1,64.0,0.00,0.00,0.00,0.0,8.2
2001-10-04,0,66.9,0.00,0.00,0.00,0.0,8.9
2001-10-05,1,65.8,0.00,0.00,0.00,0.0,10.6
2001-10-06,61,61.3,4.00,4.00,0.00,3.0,15.2
2001-10-07,2,50.2,0.00,0.00,0.00,0.0,16.0
2001-10-08,0,45.5,0.00,0.00,0.00,0.0,12.5
2001-10-09,3,49.1,0.00,0.00,0.00,0.0,7.8
2001-10-10,3,53.9,0.00,0.00,0.00,0.0,8.2
2001-10-11,3,59.2,0.00,0.00,0.00,0.0,7.5
2001-10-12,3,61.0,0.00,0.00,0.00,0.0,5.5
2001-10-13,53,62.5,0.50,0.50,0.00,1.0,7.9
2001-10-14,3,59.6,0.00,0.00,0.00,0.0,10.9
2001-10-15,61,61.6,6.10,6.10,0.00,6.0,11.5
2001-10-16,53,57.0,0.60,0.60,0.00,1.0,14.8
2001-10-17,51,51.7,0.70,0.70,0.00,3.0,19.3
2001-10-18,0,48.0,0.00,0.00,0.00,0.0,11.7
2001-10-19,3,51.0,0.00,0.00,0.00,0.0,8.8
2001-10-20,3,55.5,0.00,0.00,0.00,0.0,8.1
2001-10-21,2,58.6,0.00,0.00,0.00,0.0,11.8
2001-10-22,51,61.5,0.30,0.30,0.00,2.0,8.9
2001-10-23,3,61.4,0.00,0.00,0.00,0.0,11.0
2001-10-24,3,67.0,0.00,0.00,0.00,0.0,6.4
2001-10-25,51,65.4,0.20,0.20,0.00,1.0,13.7
2001-10-26,2,52.4,0.00,0.00,0.00,0.0,17.4
2001-10-27,3,45.3,0.00,0.00,0.00,0.0,14.3
2001-10-28,2,43.2,0.00,0.00,0.00,0.0,11.1
2001-10-29,2,45.3,0.00,0.00,0.00,0.0,6.7
2001-10-30,2,49.9,0.00,0.00,0.00,0.0,8.3
2001-10-31,3,47.5,0.00,0.00,0.00,0.0,8.3
2001-11-01,3,55.8,0.00,0.00,0.00,0.0,8.3
2001-11-02,3,62.0,0.00,0.00,0.00,0.0,11.2
2001-11-03,53,61.5,2.70,2.70,0.00,5.0,11.3
2001-11-04,3,51.7,0.00,0.00,0.00,0.0,9.2
2001-11-05,2,46.4,0.00,0.00,0.00,0.0,20.5
2001-11-06,0,46.0,0.00,0.00,0.00,0.0,14.3
2001-11-07,2,52.2,0.00,0.00,0.00,0.0,14.3
2001-11-08,3,47.8,0.00,0.00,0.00,0.0,10.0
2001-11-09,3,47.7,0.00,0.00,0.00,0.0,16.0
2001-11-10,3,46.5,0.00,0.00,0.00,0.0,10.3
2001-11-11,0,43.8,0.00,0.00,0.00,0.0,15.4
2001-11-12,3,37.9,0.00,0.00,0.00,0.0,12.8
2001-11-13,3,41.9,0.00,0.00,0.00,0.0,6.3
2001-11-14,3,44.9,0.00,0.00,0.00,0.0,8.9
2001-11-15,3,51.9,0.00,0.00,0.00,0.0,7.8
2001-11-16,3,56.9,0.00,0.00,0.00,0.0,8.8
2001-11-17,3,45.5,0.00,0.00,0.00,0.0,9.2
2001-11-18,1,45.3,0.00,0.00,0.00,0.0,7.8
2001-11-19,3,48.2,0.00,0.00,0.00,0.0,9.8
2001-11-20,61,47.5,3.60,3.60,0.00,5.0,15.1
2001-11-21,1,37.8,0.00,0.00,0.00,0.0,7.0
2001-11-22,3,41.0,0.00,0.00,0.00,0.0,6.2
2001-11-23,3,46.8,0.00,0.00,0.00,0.0,6.2
2001-11-24,3,52.4,0.00,0.00,0.00,0.0,8.1
2001-11-25,63,59.0,14.20,14.20,0.00,8.0,11.6
2001-11-26,61,53.4,2.80,2.80,0.00,2.0,5.3
2001-11-27,3,47.6,0.00,0.00,0.00,0.0,5.7
2001-11-28,53,54.3,0.50,0.50,0.00,1.0,5.9
2001-11-29,51,52.9,1.00,1.00,0.00,6.0,11.7
2001-11-30,53,60.0,1.00,1.00,0.00,2.0,14.6
2001-12-01,3,59.9,0.00,0.00,0.00,0.0,9.2
2001-12-02,3,47.2,0.00,0.00,0.00,0.0,7.4
2001-12-03,3,46.5,0.00,0.00,0.00,0.0,8.1
2001-12-04,1,47.9,0.00,0.00,0.00,0.0,7.6
2001-12-05,3,54.9,0.00,0.00,0.00,0.0,7.3
2001-12-06,3,58.0,0.00,0.00,0.00,0.0,9.7
2001-12-07,53,53.2,1.60,1.60,0.00,3.0,9.6
2001-12-08,61,40.4,8.60,8.60,0.00,8.0,10.7
2001-12-09,55,39.3,7.10,7.10,0.00,11.0,11.5
2001-12-10,3,39.2,0.00,0.00,0.00,0.0,4.0
2001-12-11,51,44.6,0.60,0.60,0.00,3.0,9.7
2001-12-12,3,42.5,0.00,0.00,0.00,0.0,9.7
2001-12-13,51,51.0,0.40,0.40,0.00,2.0,7.7
2001-12-14,61,53.0,4.70,4.70,0.00,8.0,12.2
2001-12-15,3,45.7,0.00,0.00,0.00,0.0,16.8
2001-12-16,3,35.8,0.00,0.00,0.00,0.0,8.1
2001-12-17,55,42.6,2.80,2.80,0.00,4.0,8.9
2001-12-18,61,47.1,10.40,10.40,0.00,12.0,18.7
2001-12-19,3,42.3,0.00,0.00,0.00,0.0,10.2
2001-12-20,1,39.5,0.00,0.00,0.00,0.0,16.1
2001-12-21,3,37.0,0.00,0.00,0.00,0.0,17.1
2001-12-22,3,33.8,0.00,0.00,0.00,0.0,9.5
2001-12-23,3,38.5,0.00,0.00,0.00,0.0,7.4
2001-12-24,61,42.1,9.30,9.30,0.00,9.0,9.8
2001-12-25,3,32.3,0.00,0.00,0.00,0.0,9.5
2001-12-26,3,32.2,0.00,0.00,0.00,0.0,9.0
2001-12-27,3,28.4,0.00,0.00,0.00,0.0,13.5
2001-12-28,3,31.1,0.00,0.00,0.00,0.0,11.2
2001-12-29,3,31.7,0.00,0.00,0.00,0.0,11.2
2001-12-30,1,27.8,0.00,0.00,0.00,0.0,14.4
2001-12-31,3,26.0,0.00,0.00,0.00,0.0,12.1
2002-01-01,1,26.9,0.00,0.00,0.00,0.0,11.8
2002-01-02,2,27.8,0.00,0.00,0.00,0.0,9.7
2002-01-03,3,28.7,0.00,0.00,0.00,0.0,8.5
2002-01-04,2,30.0,0.00,0.00,0.00,0.0,10.2
2002-01-05,3,33.2,0.00,0.00,0.00,0.0,8.6
2002-01-06,75,32.9,9.40,14.80,3.78,5.0,16.7
2002-01-07,75,32.8,1.10,5.40,3.15,14.0,16.7
2002-01-08,3,24.7,0.00,0.00,0.00,0.0,10.8
2002-01-09,73,30.9,1.10,1.90,0.56,6.0,11.1
2002-01-10,3,38.8,0.00,0.00,0.00,0.0,10.7
2002-01-11,61,37.7,5.50,5.50,0.00,7.0,11.5
2002-01-12,3,35.9,0.00,0.00,0.00,0.0,9.3
2002-01-13,51,36.5,1.70,1.70,0.00,6.0,19.6
2002-01-14,3,34.2,0.00,0.00,0.00,0.0,10.8
2002-01-15,3,38.0,0.00,0.00,0.00,0.0,11.9
2002-01-16,3,35.3,0.00,0.00,0.00,0.0,12.8
2002-01-17,71,36.8,0.00,0.00,0.28,0.0,12.8
2002-01-18,3,31.2,0.00,0.00,0.00,0.0,14.9
2002-01-19,75,27.8,0.00,9.80,6.93,10.0,10.0
2002-01-20,75,26.4,0.00,2.90,2.03,4.0,9.2
2002-01-21,71,31.8,0.40,0.50,0.07,4.0,10.7
2002-01-22,2,32.4,0.00,0.00,0.00,0.0,10.2
2002-01-23,3,39.0,0.00,0.00,0.00,0.0,13.8
2002-01-24,61,44.4,7.10,7.10,0.00,6.0,10.1
2002-01-25,3,39.3,0.00,0.00,0.00,0.0,11.5
2002-01-26,1,39.9,0.00,0.00,0.00,0.0,11.2
2002-01-27,1,40.5,0.00,0.00,0.00,0.0,6.6
2002-01-28,3,42.8,0.00,0.00,0.00,0.0,6.8
2002-01-29,3,49.9,0.00,0.00,0.00,0.0,7.6
2002-01-30,55,52.5,2.90,2.90,0.00,5.0,8.1
2002-01-31,53,38.7,2.30,2.30,0.00,8.0,11.1
2002-02-01,55,45.6,2.30,2.30,0.00,5.0,17.4
2002-02-02,3,32.7,0.00,0.00,0.00,0.0,16.2
2002-02-03,3,32.8,0.00,0.00,0.00,0.0,11.6
2002-02-04,71,33.1,0.10,0.10,0.07,1.0,15.9
2002-02-05,2,26.4,0.00,0.00,0.00,0.0,17.1
2002-02-06,3,32.9,0.00,0.00,0.00,0.0,8.5
2002-02-07,71,34.8,0.70,1.10,0.35,5.0,6.8
2002-02-08,1,38.2,0.00,0.00,0.00,0.0,9.4
2002-02-09,3,36.1,0.00,0.00,0.00,0.0,10.9
2002-02-10,55,42.5,4.00,4.00,0.00,6.0,15.0
2002-02-11,61,38.9,1.90,1.90,0.00,3.0,19.0
2002-02-12,3,32.8,0.00,0.00,0.00,0.0,15.3
2002-02-13,2,32.2,0.00,0.00,0.00,0.0,15.3
2002-02-14,0,28.6,0.00,0.00,0.00,0.0,9.0
2002-02-15,3,36.0,0.00,0.00,0.00,0.0,12.0
2002-02-16,51,41.8,0.10,0.10,0.00,1.0,7.8
2002-02-17,51,39.0,0.80,0.80,0.00,3.0,14.1
2002-02-18,71,34.4,0.00,0.00,0.14,0.0,15.6
2002-02-19,3,37.4,0.00,0.00,0.00,0.0,5.0
