Borough Code,DOT street name,CSCL street name,PHYSICALID
4,78 street,78 st,33543.0
4,78 street,78 st,31967.0
4,78 street,78 st,97622.0
4,78 street,78 st,97621.0
4,78 avenue,78 ave,12536.0
4,78 avenue,78 ave,75033.0
4,78 avenue,78 ave,12532.0
4,78 avenue,78 ave,32763.0
4,78 avenue,78 ave,75032.0
4,78 avenue,78 ave,189021.0
4,78 avenue,78 ave,12544.0
4,78 avenue,78 ave,32437.0
4,78 avenue,78 ave,80754.0
4,78 avenue,78 ave,75031.0
4,78 avenue,78 ave,75037.0
4,78 avenue,78 ave,75036.0
4,78 avenue,78 ave,75038.0
4,78 avenue,78 ave,80755.0
4,78 avenue,78 ave,189072.0
4,78 avenue,78 ave,27762.0
4,78 avenue,78 ave,80753.0
4,78 avenue,78 ave,12534.0
4,78 avenue,78 ave,75041.0
4,78 avenue,78 ave,80756.0
4,78 avenue,78 ave,32432.0
4,78 avenue,78 ave,75043.0
4,78 avenue,78 ave,75035.0
4,78 avenue,78 ave,32434.0
4,78 avenue,78 ave,12539.0
4,78 avenue,78 ave,12543.0
4,78 avenue,78 ave,10274.0
4,78 avenue,78 ave,12535.0
4,78 avenue,78 ave,189015.0
4,78 avenue,78 ave,12533.0
4,78 avenue,78 ave,12529.0
4,78 avenue,78 ave,75042.0
4,78 avenue,78 ave,10271.0
4,78 avenue,78 ave,12545.0
4,78 avenue,78 ave,32762.0
4,78 avenue,78 ave,75034.0
4,78 avenue,78 ave,80757.0
4,78 avenue,78 ave,12538.0
4,78 avenue,78 ave,12541.0
4,78 avenue,78 ave,75030.0
4,78 avenue,78 ave,32765.0
4,78 avenue,78 ave,12542.0
4,78 avenue,78 ave,32430.0
4,78 avenue,78 ave,12537.0
