latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
40.667835,-73.81021,3.0,-14400,America/New_York,GMT-4

time,weather_code (wmo code),temperature_2m_mean (°F),rain_sum (mm),precipitation_sum (mm),snowfall_sum (cm),precipitation_hours (h),wind_speed_10m_max (mp/h)
2001-01-01,3,17.7,0.00,0.00,0.00,0.0,12.4
2001-01-02,3,14.3,0.00,0.00,0.00,0.0,9.8
2001-01-03,3,12.7,0.00,0.00,0.00,0.0,8.5
2001-01-04,3,17.1,0.00,0.00,0.00,0.0,9.2
2001-01-05,73,21.6,0.20,4.40,3.01,7.0,10.5
2001-01-06,3,24.8,0.00,0.00,0.00,0.0,10.7
2001-01-07,3,24.9,0.00,0.00,0.00,0.0,8.8
2001-01-08,73,29.2,3.50,4.80,0.91,9.0,9.0
2001-01-09,73,28.2,0.10,0.80,0.63,4.0,14.2
2001-01-10,3,23.2,0.00,0.00,0.00,0.0,14.8
2001-01-11,3,27.9,0.00,0.00,0.00,0.0,11.1
2001-01-12,3,26.7,0.00,0.00,0.00,0.0,8.1
2001-01-13,3,25.4,0.00,0.00,0.00,0.0,7.6
2001-01-14,3,30.0,0.00,0.00,0.00,0.0,7.9
2001-01-15,53,34.7,3.90,3.90,0.00,10.0,8.9
2001-01-16,51,36.1,0.60,0.60,0.00,3.0,12.3
2001-01-17,3,31.7,0.00,0.00,0.00,0.0,10.3
2001-01-18,73,30.4,0.10,1.10,0.70,6.0,7.3
2001-01-19,61,34.4,19.40,19.40,0.00,18.0,8.7
2001-01-20,73,32.6,9.40,16.60,5.11,22.0,16.2
2001-01-21,75,24.1,0.40,10.00,6.72,12.0,18.5
2001-01-22,0,19.2,0.00,0.00,0.00,0.0,8.9
2001-01-23,2,25.1,0.00,0.00,0.00,0.0,7.1
2001-01-24,3,25.6,0.00,0.00,0.00,0.0,7.4
2001-01-25,71,28.7,0.00,0.00,0.07,0.0,12.9
2001-01-26,3,22.1,0.00,0.00,0.00,0.0,11.8
2001-01-27,73,30.1,0.20,0.80,0.42,5.0,12.8
2001-01-28,3,27.4,0.00,0.00,0.00,0.0,13.1
2001-01-29,3,27.5,0.00,0.00,0.00,0.0,7.3
2001-01-30,61,37.5,9.50,9.50,0.00,8.0,17.6
2001-01-31,3,38.0,0.00,0.00,0.00,0.0,17.1
2001-02-01,3,35.7,0.00,0.00,0.00,0.0,12.5
2001-02-02,51,35.4,1.80,1.80,0.00,7.0,16.4
2001-02-03,3,25.9,0.00,0.00,0.00,0.0,17.6
2001-02-04,3,28.9,0.00,0.00,0.00,0.0,9.4
2001-02-05,75,32.9,7.00,27.60,14.42,15.0,19.9
2001-02-06,71,34.6,0.00,0.10,0.07,1.0,16.1
2001-02-07,3,31.0,0.00,0.00,0.00,0.0,10.3
2001-02-08,3,28.8,0.00,0.00,0.00,0.0,7.1
2001-02-09,3,40.7,0.00,0.00,0.00,0.0,14.8
2001-02-10,53,43.5,1.60,1.60,0.00,3.0,22.2
2001-02-11,1,25.0,0.00,0.00,0.00,0.0,17.9
2001-02-12,3,23.6,0.00,0.00,0.00,0.0,9.0
2001-02-13,73,37.1,0.10,1.70,1.19,5.0,7.5
2001-02-14,53,36.9,1.40,1.40,0.00,4.0,9.8
2001-02-15,51,41.0,0.10,0.10,0.00,1.0,10.0
2001-02-16,61,35.2,8.20,8.20,0.00,14.0,7.0
2001-02-17,53,31.7,1.80,1.80,0.00,5.0,23.8
2001-02-18,0,24.2,0.00,0.00,0.00,0.0,16.2
2001-02-19,3,30.7,0.00,0.00,0.00,0.0,15.5
2001-02-20,51,41.1,0.10,0.10,0.00,1.0,10.4
2001-02-21,2,36.5,0.00,0.00,0.00,0.0,15.8
2001-02-22,73,21.1,0.00,4.70,3.29,8.0,12.9
2001-02-23,73,28.5,0.00,2.00,1.47,8.0,11.7
2001-02-24,3,27.5,0.00,0.00,0.00,0.0,9.4
2001-02-25,61,40.8,10.40,10.40,0.00,12.0,18.8
2001-02-26,3,43.2,0.00,0.00,0.00,0.0,16.1
2001-02-27,3,37.1,0.00,0.00,0.00,0.0,9.3
2001-02-28,71,31.4,0.00,0.00,0.21,0.0,13.5
2001-03-01,3,30.1,0.00,0.00,0.00,0.0,11.8
2001-03-02,71,34.5,0.00,1.50,1.19,9.0,7.6
2001-03-03,3,38.1,0.00,0.00,0.00,0.0,7.6
2001-03-04,73,33.3,0.00,4.30,3.22,9.0,16.7
2001-03-05,73,30.5,6.20,13.20,4.90,24.0,19.9
2001-03-06,73,30.3,0.00,7.70,5.39,24.0,22.6
2001-03-07,71,32.3,0.00,0.10,0.21,1.0,13.2
2001-03-08,3,34.0,0.00,0.00,0.00,0.0,10.4
2001-03-09,73,34.7,8.20,9.60,0.98,10.0,14.6
2001-03-10,2,33.7,0.00,0.00,0.00,0.0,19.0
2001-03-11,51,36.8,0.30,0.30,0.00,1.0,15.2
2001-03-12,3,34.1,0.00,0.00,0.00,0.0,9.9
2001-03-13,63,42.1,22.90,22.90,0.00,13.0,16.9
2001-03-14,51,40.4,0.30,0.30,0.00,2.0,20.1
2001-03-15,51,41.4,0.10,0.10,0.00,1.0,9.4
2001-03-16,51,41.7,0.20,0.20,0.00,1.0,7.9
2001-03-17,53,39.8,2.40,2.40,0.00,7.0,9.5
2001-03-18,53,39.2,1.70,1.70,0.00,4.0,18.5
2001-03-19,0,39.1,0.00,0.00,0.00,0.0,13.7
2001-03-20,3,39.5,0.00,0.00,0.00,0.0,8.3
2001-03-21,61,41.6,15.00,15.00,0.00,12.0,25.2
2001-03-22,61,41.8,9.50,9.50,0.00,14.0,20.3
2001-03-23,3,44.0,0.00,0.00,0.00,0.0,23.6
2001-03-24,51,43.0,0.40,0.40,0.00,2.0,17.9
2001-03-25,3,35.4,0.00,0.00,0.00,0.0,16.2
2001-03-26,73,32.6,1.40,4.20,2.10,7.0,13.4
2001-03-27,3,31.3,0.00,0.00,0.00,0.0,13.3
2001-03-28,2,35.6,0.00,0.00,0.00,0.0,9.2
2001-03-29,55,38.2,2.80,2.80,0.00,7.0,11.2
2001-03-30,63,40.9,44.20,44.20,0.00,19.0,21.9
2001-03-31,3,40.2,0.00,0.00,0.00,0.0,9.2
2001-04-01,51,39.6,0.40,0.40,0.00,3.0,8.8
2001-04-02,51,41.1,0.50,0.50,0.00,2.0,10.6
2001-04-03,3,41.8,0.00,0.00,0.00,0.0,9.7
2001-04-04,3,42.7,0.00,0.00,0.00,0.0,9.2
2001-04-05,0,45.5,0.00,0.00,0.00,0.0,10.6
2001-04-06,55,46.0,4.80,4.80,0.00,9.0,9.4
2001-04-07,51,46.2,0.20,0.20,0.00,1.0,11.9
2001-04-08,55,45.8,5.00,5.00,0.00,10.0,10.4
2001-04-09,63,55.0,9.00,9.00,0.00,3.0,8.9
2001-04-10,55,52.8,2.10,2.10,0.00,2.0,11.1
2001-04-11,53,47.8,1.10,1.10,0.00,4.0,12.1
2001-04-12,55,53.1,4.70,4.70,0.00,8.0,12.2
2001-04-13,51,59.6,0.50,0.50,0.00,2.0,13.3
2001-04-14,0,52.4,0.00,0.00,0.00,0.0,11.2
2001-04-15,3,50.5,0.00,0.00,0.00,0.0,8.7
2001-04-16,53,48.5,2.20,2.20,0.00,5.0,9.8
2001-04-17,61,45.9,3.90,3.90,0.00,11.0,9.4
2001-04-18,53,43.9,2.60,2.60,0.00,6.0,16.3
2001-04-19,3,42.6,0.00,0.00,0.00,0.0,10.9
2001-04-20,51,49.2,0.20,0.20,0.00,1.0,8.8
2001-04-21,61,56.1,4.00,4.00,0.00,6.0,8.1
2001-04-22,53,67.0,0.70,0.70,0.00,1.0,12.5
2001-04-23,3,61.5,0.00,0.00,0.00,0.0,8.7
2001-04-24,55,67.5,1.90,1.90,0.00,2.0,15.6
2001-04-25,3,50.1,0.00,0.00,0.00,0.0,15.2
2001-04-26,3,50.4,0.00,0.00,0.00,0.0,10.0
2001-04-27,3,54.6,0.00,0.00,0.00,0.0,7.8
2001-04-28,1,53.8,0.00,0.00,0.00,0.0,13.2
2001-04-29,1,50.8,0.00,0.00,0.00,0.0,11.6
2001-04-30,1,58.4,0.00,0.00,0.00,0.0,10.5
2001-05-01,1,67.2,0.00,0.00,0.00,0.0,10.3
2001-05-02,1,71.4,0.00,0.00,0.00,0.0,10.5
2001-05-03,2,73.4,0.00,0.00,0.00,0.0,10.6
2001-05-04,3,75.8,0.00,0.00,0.00,0.0,11.3
2001-05-05,51,68.3,0.10,0.10,0.00,1.0,13.0
2001-05-06,1,55.4,0.00,0.00,0.00,0.0,11.5
2001-05-07,0,51.2,0.00,0.00,0.00,0.0,9.2
2001-05-08,1,54.2,0.00,0.00,0.00,0.0,11.1
2001-05-09,3,60.5,0.00,0.00,0.00,0.0,6.0
2001-05-10,3,68.5,0.00,0.00,0.00,0.0,8.6
2001-05-11,3,70.7,0.00,0.00,0.00,0.0,11.0
2001-05-12,3,71.8,0.00,0.00,0.00,0.0,14.6
2001-05-13,3,60.7,0.00,0.00,0.00,0.0,14.7
2001-05-14,53,58.7,0.70,0.70,0.00,1.0,13.1
2001-05-15,3,60.1,0.00,0.00,0.00,0.0,16.8
2001-05-16,3,56.3,0.00,0.00,0.00,0.0,12.6
2001-05-17,3,55.7,0.00,0.00,0.00,0.0,8.7
2001-05-18,51,56.7,0.80,0.80,0.00,4.0,11.7
2001-05-19,51,64.6,0.30,0.30,0.00,2.0,6.7
2001-05-20,3,56.8,0.00,0.00,0.00,0.0,14.4
2001-05-21,55,56.1,4.50,4.50,0.00,8.0,13.6
2001-05-22,63,58.2,15.50,15.50,0.00,13.0,13.7
2001-05-23,55,59.0,5.60,5.60,0.00,18.0,12.1
2001-05-24,51,61.6,0.10,0.10,0.00,1.0,12.2
2001-05-25,51,57.9,1.30,1.30,0.00,6.0,13.4
2001-05-26,53,60.5,2.30,2.30,0.00,8.0,10.7
2001-05-27,53,61.4,2.30,2.30,0.00,8.0,8.5
2001-05-28,53,64.4,1.90,1.90,0.00,6.0,11.5
2001-05-29,63,62.8,4.30,4.30,0.00,3.0,8.1
2001-05-30,3,57.7,0.00,0.00,0.00,0.0,17.6
2001-05-31,0,57.2,0.00,0.00,0.00,0.0,13.5
2001-06-01,61,58.3,3.90,3.90,0.00,4.0,11.0
2001-06-02,61,64.7,20.00,20.00,0.00,16.0,13.2
2001-06-03,61,64.6,3.80,3.80,0.00,6.0,12.8
2001-06-04,3,62.8,0.00,0.00,0.00,0.0,10.9
2001-06-05,3,64.7,0.00,0.00,0.00,0.0,9.5
2001-06-06,3,66.9,0.00,0.00,0.00,0.0,8.4
2001-06-07,3,66.0,0.00,0.00,0.00,0.0,8.1
2001-06-08,3,68.7,0.00,0.00,0.00,0.0,9.2
2001-06-09,3,68.5,0.00,0.00,0.00,0.0,8.8
2001-06-10,3,69.7,0.00,0.00,0.00,0.0,8.9
2001-06-11,61,71.8,5.30,5.30,0.00,5.0,13.0
2001-06-12,51,71.3,0.20,0.20,0.00,1.0,9.0
2001-06-13,51,73.1,0.40,0.40,0.00,2.0,7.6
2001-06-14,3,73.0,0.00,0.00,0.00,0.0,7.9
2001-06-15,3,72.7,0.00,0.00,0.00,0.0,8.9
2001-06-16,55,73.7,3.70,3.70,0.00,10.0,10.9
2001-06-17,65,70.1,64.30,64.30,0.00,18.0,15.1
2001-06-18,2,72.6,0.00,0.00,0.00,0.0,11.8
2001-06-19,2,73.8,0.00,0.00,0.00,0.0,12.6
2001-06-20,1,75.7,0.00,0.00,0.00,0.0,11.7
2001-06-21,61,71.2,5.60,5.60,0.00,10.0,10.8
2001-06-22,51,71.8,1.90,1.90,0.00,7.0,14.0
2001-06-23,63,72.4,16.60,16.60,0.00,17.0,15.8
2001-06-24,55,71.0,2.50,2.50,0.00,3.0,6.3
2001-06-25,3,72.6,0.00,0.00,0.00,0.0,5.8
2001-06-26,2,75.0,0.00,0.00,0.00,0.0,7.6
2001-06-27,2,78.7,0.00,0.00,0.00,0.0,9.2
2001-06-28,3,80.0,0.00,0.00,0.00,0.0,10.2
2001-06-29,3,75.4,0.00,0.00,0.00,0.0,10.3
2001-06-30,53,80.9,0.80,0.80,0.00,1.0,11.2
2001-07-01,63,78.5,6.40,6.40,0.00,6.0,14.3
2001-07-02,2,64.8,0.00,0.00,0.00,0.0,16.4
2001-07-03,3,68.5,0.00,0.00,0.00,0.0,13.4
2001-07-04,61,71.7,7.70,7.70,0.00,9.0,9.6
2001-07-05,53,74.0,2.00,2.00,0.00,5.0,11.0
2001-07-06,3,67.9,0.00,0.00,0.00,0.0,14.6
2001-07-07,3,69.4,0.00,0.00,0.00,0.0,12.4
2001-07-08,51,70.6,0.30,0.30,0.00,1.0,10.4
2001-07-09,55,75.3,2.00,2.00,0.00,3.0,7.2
2001-07-10,61,77.8,2.00,2.00,0.00,2.0,11.0
2001-07-11,61,73.5,4.30,4.30,0.00,9.0,12.7
2001-07-12,1,70.0,0.00,0.00,0.00,0.0,12.8
2001-07-13,3,68.3,0.00,0.00,0.00,0.0,8.7
2001-07-14,2,70.3,0.00,0.00,0.00,0.0,10.3
2001-07-15,2,72.4,0.00,0.00,0.00,0.0,9.6
2001-07-16,3,74.3,0.00,0.00,0.00,0.0,9.5
2001-07-17,51,76.2,1.10,1.10,0.00,5.0,7.5
2001-07-18,51,72.3,1.30,1.30,0.00,6.0,10.4
2001-07-19,3,70.5,0.00,0.00,0.00,0.0,11.9
2001-07-20,0,71.4,0.00,0.00,0.00,0.0,8.3
2001-07-21,3,73.4,0.00,0.00,0.00,0.0,10.0
2001-07-22,3,73.9,0.00,0.00,0.00,0.0,12.5
2001-07-23,2,76.9,0.00,0.00,0.00,0.0,12.6
2001-07-24,3,82.4,0.00,0.00,0.00,0.0,14.0
2001-07-25,51,85.3,0.10,0.10,0.00,1.0,12.9
2001-07-26,63,72.7,22.20,22.20,0.00,17.0,14.6
2001-07-27,3,67.7,0.00,0.00,0.00,0.0,11.7
2001-07-28,3,68.5,0.00,0.00,0.00,0.0,10.7
2001-07-29,3,68.6,0.00,0.00,0.00,0.0,10.6
2001-07-30,3,69.4,0.00,0.00,0.00,0.0,10.4
2001-07-31,0,70.2,0.00,0.00,0.00,0.0,7.6
2001-08-01,1,75.4,0.00,0.00,0.00,0.0,7.9
2001-08-02,3,79.2,0.00,0.00,0.00,0.0,13.9
2001-08-03,51,78.7,0.10,0.10,0.00,1.0,12.7
2001-08-04,63,76.5,8.90,8.90,0.00,8.0,10.0
2001-08-05,55,75.5,1.90,1.90,0.00,3.0,8.3
2001-08-06,51,80.2,0.10,0.10,0.00,1.0,11.2
2001-08-07,3,84.9,0.00,0.00,0.00,0.0,9.4
2001-08-08,3,86.4,0.00,0.00,0.00,0.0,7.4
2001-08-09,3,87.6,0.00,0.00,0.00,0.0,12.7
2001-08-10,63,85.5,4.90,4.90,0.00,3.0,12.3
2001-08-11,53,77.2,2.10,2.10,0.00,5.0,10.4
2001-08-12,61,74.6,17.90,17.90,0.00,21.0,7.5
2001-08-13,63,75.5,19.10,19.10,0.00,13.0,7.1
2001-08-14,2,74.9,0.00,0.00,0.00,0.0,9.6
2001-08-15,51,73.0,0.10,0.10,0.00,1.0,6.6
2001-08-16,1,72.7,0.00,0.00,0.00,0.0,11.3
2001-08-17,51,77.4,0.40,0.40,0.00,2.0,11.9
2001-08-18,3,76.2,0.00,0.00,0.00,0.0,8.3
2001-08-19,51,75.7,0.30,0.30,0.00,1.0,8.2
2001-08-20,63,75.8,10.60,10.60,0.00,13.0,9.9
2001-08-21,3,75.1,0.00,0.00,0.00,0.0,8.5
2001-08-22,2,75.9,0.00,0.00,0.00,0.0,7.6
2001-08-23,63,73.8,11.90,11.90,0.00,7.0,9.4
2001-08-24,55,72.9,1.30,1.30,0.00,3.0,10.4
2001-08-25,3,70.4,0.00,0.00,0.00,0.0,8.4
2001-08-26,1,70.9,0.00,0.00,0.00,0.0,11.4
2001-08-27,63,74.4,14.90,14.90,0.00,8.0,10.6
2001-08-28,3,75.5,0.00,0.00,0.00,0.0,9.9
2001-08-29,2,72.8,0.00,0.00,0.00,0.0,8.4
2001-08-30,51,72.0,0.50,0.50,0.00,2.0,12.6
2001-08-31,53,75.7,1.70,1.70,0.00,5.0,12.2
2001-09-01,3,72.9,0.00,0.00,0.00,0.0,12.0
2001-09-02,3,64.9,0.00,0.00,0.00,0.0,10.7
2001-09-03,1,67.3,0.00,0.00,0.00,0.0,9.6
2001-09-04,53,70.2,0.80,0.80,0.00,2.0,8.9
2001-09-05,2,68.7,0.00,0.00,0.00,0.0,11.4
2001-09-06,0,66.9,0.00,0.00,0.00,0.0,7.4
2001-09-07,1,71.2,0.00,0.00,0.00,0.0,10.7
2001-09-08,3,72.7,0.00,0.00,0.00,0.0,11.7
2001-09-09,2,73.3,0.00,0.00,0.00,0.0,10.9
2001-09-10,61,74.5,3.60,3.60,0.00,4.0,11.9
2001-09-11,2,71.1,0.00,0.00,0.00,0.0,11.1
2001-09-12,2,68.4,0.00,0.00,0.00,0.0,11.1
2001-09-13,1,72.0,0.00,0.00,0.00,0.0,9.2
2001-09-14,61,58.6,13.80,13.80,0.00,15.0,15.2
2001-09-15,1,59.6,0.00,0.00,0.00,0.0,11.5
2001-09-16,0,61.6,0.00,0.00,0.00,0.0,5.8
2001-09-17,3,64.3,0.00,0.00,0.00,0.0,7.2
2001-09-18,3,66.0,0.00,0.00,0.00,0.0,5.3
2001-09-19,3,67.1,0.00,0.00,0.00,0.0,10.8
2001-09-20,63,68.3,19.70,19.70,0.00,11.0,12.5
2001-09-21,61,68.6,9.80,9.80,0.00,16.0,10.7
2001-09-22,61,69.8,3.40,3.40,0.00,4.0,7.1
2001-09-23,2,68.2,0.00,0.00,0.00,0.0,5.4
2001-09-24,51,70.3,0.60,0.60,0.00,3.0,14.1
2001-09-25,63,68.1,17.40,17.40,0.00,15.0,17.6
2001-09-26,1,57.8,0.00,0.00,0.00,0.0,11.7
2001-09-27,3,57.6,0.00,0.00,0.00,0.0,11.2
2001-09-28,55,56.1,2.10,2.10,0.00,6.0,10.1
2001-09-29,51,56.5,0.30,0.30,0.00,3.0,17.1
2001-09-30,61,51.8,19.20,19.20,0.00,18.0,18.9
2001-10-01,63,51.6,27.00,27.00,0.00,17.0,18.7
2001-10-02,3,59.7,0.00,0.00,0.00,0.0,8.3
2001-10-03,0,64.4,0.00,0.00,0.00,0.0,10.6
2001-10-04,0,67.3,0.00,0.00,0.00,0.0,9.8
2001-10-05,1,66.3,0.00,0.00,0.00,0.0,13.8
2001-10-06,61,61.9,3.50,3.50,0.00,4.0,18.7
2001-10-07,2,50.5,0.00,0.00,0.00,0.0,17.7
2001-10-08,0,45.9,0.00,0.00,0.00,0.0,15.0
2001-10-09,3,49.2,0.00,0.00,0.00,0.0,9.5
2001-10-10,3,54.8,0.00,0.00,0.00,0.0,10.0
2001-10-11,3,60.2,0.00,0.00,0.00,0.0,9.6
2001-10-12,3,61.3,0.00,0.00,0.00,0.0,7.1
2001-10-13,3,62.4,0.00,0.00,0.00,0.0,8.1
2001-10-14,3,60.1,0.00,0.00,0.00,0.0,12.6
2001-10-15,61,61.9,6.40,6.40,0.00,5.0,12.7
2001-10-16,51,57.7,0.30,0.30,0.00,1.0,14.3
2001-10-17,53,51.8,1.10,1.10,0.00,4.0,21.8
2001-10-18,0,47.8,0.00,0.00,0.00,0.0,15.2
2001-10-19,3,50.8,0.00,0.00,0.00,0.0,11.4
2001-10-20,3,56.3,0.00,0.00,0.00,0.0,9.7
2001-10-21,2,59.0,0.00,0.00,0.00,0.0,15.6
2001-10-22,3,61.8,0.00,0.00,0.00,0.0,11.9
2001-10-23,51,61.7,0.10,0.10,0.00,1.0,12.3
2001-10-24,3,67.2,0.00,0.00,0.00,0.0,8.4
2001-10-25,51,65.9,0.20,0.20,0.00,1.0,14.8
2001-10-26,3,52.6,0.00,0.00,0.00,0.0,19.3
2001-10-27,3,45.5,0.00,0.00,0.00,0.0,15.8
2001-10-28,2,43.6,0.00,0.00,0.00,0.0,13.1
2001-10-29,1,45.8,0.00,0.00,0.00,0.0,7.8
2001-10-30,1,50.7,0.00,0.00,0.00,0.0,9.4
2001-10-31,3,48.9,0.00,0.00,0.00,0.0,10.8
2001-11-01,3,56.5,0.00,0.00,0.00,0.0,10.6
2001-11-02,3,62.5,0.00,0.00,0.00,0.0,14.5
2001-11-03,53,61.8,2.70,2.70,0.00,6.0,14.5
2001-11-04,3,52.4,0.00,0.00,0.00,0.0,10.5
2001-11-05,3,46.7,0.00,0.00,0.00,0.0,21.9
2001-11-06,0,46.1,0.00,0.00,0.00,0.0,16.5
2001-11-07,2,52.4,0.00,0.00,0.00,0.0,16.2
2001-11-08,3,48.3,0.00,0.00,0.00,0.0,12.5
2001-11-09,3,48.2,0.00,0.00,0.00,0.0,18.6
2001-11-10,3,47.2,0.00,0.00,0.00,0.0,11.7
2001-11-11,0,44.4,0.00,0.00,0.00,0.0,17.4
2001-11-12,3,39.0,0.00,0.00,0.00,0.0,14.2
2001-11-13,3,42.1,0.00,0.00,0.00,0.0,8.4
2001-11-14,3,46.4,0.00,0.00,0.00,0.0,10.5
2001-11-15,3,53.1,0.00,0.00,0.00,0.0,9.7
2001-11-16,3,57.3,0.00,0.00,0.00,0.0,10.6
2001-11-17,3,46.0,0.00,0.00,0.00,0.0,11.4
2001-11-18,1,45.7,0.00,0.00,0.00,0.0,9.3
2001-11-19,3,49.5,0.00,0.00,0.00,0.0,12.6
2001-11-20,61,48.1,3.90,3.90,0.00,6.0,16.4
2001-11-21,1,38.6,0.00,0.00,0.00,0.0,10.1
2001-11-22,3,41.9,0.00,0.00,0.00,0.0,7.5
2001-11-23,3,47.5,0.00,0.00,0.00,0.0,7.1
2001-11-24,3,53.6,0.00,0.00,0.00,0.0,11.4
2001-11-25,63,59.6,9.70,9.70,0.00,6.0,14.1
2001-11-26,63,53.7,4.30,4.30,0.00,3.0,6.7
2001-11-27,3,48.4,0.00,0.00,0.00,0.0,7.6
2001-11-28,51,54.7,0.20,0.20,0.00,1.0,7.0
2001-11-29,51,53.8,0.90,0.90,0.00,7.0,15.2
2001-11-30,53,60.4,1.00,1.00,0.00,4.0,18.5
2001-12-01,3,60.4,0.00,0.00,0.00,0.0,13.1
2001-12-02,3,47.9,0.00,0.00,0.00,0.0,8.8
2001-12-03,1,46.9,0.00,0.00,0.00,0.0,9.8
2001-12-04,2,48.2,0.00,0.00,0.00,0.0,8.7
2001-12-05,3,55.1,0.00,0.00,0.00,0.0,8.8
2001-12-06,3,58.4,0.00,0.00,0.00,0.0,12.0
2001-12-07,53,53.8,1.70,1.70,0.00,3.0,9.7
2001-12-08,61,41.5,7.90,7.90,0.00,8.0,13.0
2001-12-09,55,40.0,7.50,7.50,0.00,11.0,14.5
2001-12-10,3,39.5,0.00,0.00,0.00,0.0,4.9
2001-12-11,51,45.4,0.60,0.60,0.00,3.0,10.7
2001-12-12,3,43.5,0.00,0.00,0.00,0.0,12.2
2001-12-13,51,51.9,0.30,0.30,0.00,2.0,9.9
2001-12-14,61,53.3,4.90,4.90,0.00,9.0,14.8
2001-12-15,3,46.0,0.00,0.00,0.00,0.0,19.0
2001-12-16,3,36.4,0.00,0.00,0.00,0.0,10.2
2001-12-17,55,43.6,2.90,2.90,0.00,4.0,10.8
2001-12-18,61,47.6,10.90,10.90,0.00,12.0,21.7
2001-12-19,3,42.6,0.00,0.00,0.00,0.0,12.3
2001-12-20,1,40.0,0.00,0.00,0.00,0.0,18.4
2001-12-21,3,37.1,0.00,0.00,0.00,0.0,19.3
2001-12-22,3,34.0,0.00,0.00,0.00,0.0,11.7
2001-12-23,3,39.1,0.00,0.00,0.00,0.0,9.4
2001-12-24,61,42.7,11.30,11.30,0.00,9.0,13.7
2001-12-25,3,32.8,0.00,0.00,0.00,0.0,11.9
2001-12-26,3,32.5,0.00,0.00,0.00,0.0,10.6
2001-12-27,3,28.8,0.00,0.00,0.00,0.0,15.7
2001-12-28,3,31.8,0.00,0.00,0.00,0.0,13.2
2001-12-29,3,32.3,0.00,0.00,0.00,0.0,13.4
2001-12-30,1,27.7,0.00,0.00,0.00,0.0,16.4
2001-12-31,3,25.9,0.00,0.00,0.00,0.0,14.9
2002-01-01,1,27.0,0.00,0.00,0.00,0.0,13.8
2002-01-02,2,28.0,0.00,0.00,0.00,0.0,11.1
2002-01-03,3,29.2,0.00,0.00,0.00,0.0,10.9
2002-01-04,2,30.3,0.00,0.00,0.00,0.0,13.3
2002-01-05,3,33.6,0.00,0.00,0.00,0.0,11.3
2002-01-06,73,33.6,13.50,15.20,1.19,5.0,18.3
2002-01-07,73,33.2,1.70,5.60,2.73,16.0,18.3
2002-01-08,71,26.1,0.00,0.00,0.07,0.0,13.5
2002-01-09,71,32.5,1.00,1.30,0.21,3.0,12.7
2002-01-10,3,40.1,0.00,0.00,0.00,0.0,12.8
2002-01-11,61,38.5,6.10,6.10,0.00,7.0,13.7
2002-01-12,3,36.6,0.00,0.00,0.00,0.0,12.0
2002-01-13,53,37.3,2.50,2.50,0.00,7.0,22.7
2002-01-14,3,35.0,0.00,0.00,0.00,0.0,13.5
2002-01-15,51,38.9,0.60,0.60,0.00,3.0,14.0
2002-01-16,3,35.5,0.00,0.00,0.00,0.0,15.2
2002-01-17,71,37.4,0.00,0.20,0.21,2.0,13.0
2002-01-18,3,31.9,0.00,0.00,0.00,0.0,16.8
2002-01-19,75,28.2,0.00,10.40,7.35,10.0,13.0
2002-01-20,75,26.9,0.00,3.50,2.45,4.0,12.7
2002-01-21,71,31.8,1.40,1.50,0.07,6.0,13.1
2002-01-22,2,32.8,0.00,0.00,0.00,0.0,12.6
2002-01-23,3,40.0,0.00,0.00,0.00,0.0,16.6
2002-01-24,61,44.7,6.60,6.60,0.00,6.0,12.6
2002-01-25,3,39.8,0.00,0.00,0.00,0.0,13.6
2002-01-26,0,40.4,0.00,0.00,0.00,0.0,13.0
2002-01-27,1,41.3,0.00,0.00,0.00,0.0,7.6
2002-01-28,3,44.2,0.00,0.00,0.00,0.0,7.8
2002-01-29,3,50.9,0.00,0.00,0.00,0.0,10.2
2002-01-30,53,53.3,2.90,2.90,0.00,6.0,11.0
2002-01-31,53,39.8,4.40,4.40,0.00,19.0,14.7
2002-02-01,53,47.1,2.40,2.40,0.00,8.0,19.4
2002-02-02,3,32.9,0.00,0.00,0.00,0.0,18.5
2002-02-03,3,33.5,0.00,0.00,0.00,0.0,13.5
2002-02-04,3,33.6,0.00,0.00,0.00,0.0,17.6
2002-02-05,1,26.6,0.00,0.00,0.00,0.0,19.6
2002-02-06,3,33.2,0.00,0.00,0.00,0.0,10.7
2002-02-07,71,35.2,0.80,1.30,0.42,5.0,7.3
2002-02-08,0,38.6,0.00,0.00,0.00,0.0,11.4
2002-02-09,3,36.6,0.00,0.00,0.00,0.0,12.1
2002-02-10,55,43.6,4.50,4.50,0.00,6.0,18.9
2002-02-11,61,39.2,2.60,2.60,0.00,4.0,21.2
2002-02-12,3,33.1,0.00,0.00,0.00,0.0,18.1
2002-02-13,2,32.9,0.00,0.00,0.00,0.0,17.1
2002-02-14,0,28.9,0.00,0.00,0.00,0.0,10.9
2002-02-15,3,36.6,0.00,0.00,0.00,0.0,15.0
2002-02-16,51,42.4,0.20,0.20,0.00,2.0,8.9
2002-02-17,53,39.2,1.70,1.70,0.00,4.0,16.5
2002-02-18,71,34.7,0.00,0.20,0.14,2.0,18.2
2002-02-19,3,37.3,0.00,0.00,0.00,0.0,6.7
2002-02-20,53,44.7,0.70,0.70,0.00,1.0,17.6
2002-02-21,61,52.6,3.10,3.10,0.00,3.0,17.5
2002-02-22,3,42.9,0.00,0.00,0.00,0.0,13.4
2002-02-23,3,38.1,0.00,0.00,0.00,0.0,8.9
