,normalized_street_name,Vol
168,2-east 134 street,11.805944055944057
169,2-east 135 street,235.4278846153846
170,2-east 138 street,72.0709219858156
171,2-east 140 street,38.02197802197802
172,2-east 141 street,31.771978021978022
173,2-east 142 street,29.610576923076923
174,2-east 149 street,106.14102564102564
175,2-east 156 street,88.18181818181819
176,2-east 161 street,27.164383561643834
177,2-east 163 street,124.37315010570825
178,2-east 165 street,47.41346153846154
179,2-east 168 street,103.86328125
180,2-east 169 street,77.06837606837607
181,2-east 170 street,94.46153846153847
182,2-east 174 street bridge,120.18431087706556
183,2-east 175 street,29.126373626373628
184,2-east 179 street,4.8489010989010985
185,2-east 180 street,69.37087912087912
186,2-east 187 street,9.009615384615385
187,2-east 220 street,24.085164835164836
188,2-east 224 street,21.333333333333332
189,2-east 234 street,16.0625
190,2-east 235 street,17.971698113207548
191,2-east 236 street,15.5
192,2-east fordham road,246.10737812911725
193,2-east gun hill road,153.04632867132867
194,2-east tremont avenue,140.93413654618473
195,2-eastchester bridge,194.0374531835206
196,2-eastchester road,90.29807692307692
197,2-eastern boulevard bridge,1078.725806451613
198,2-edgewater road,113.63157894736842
199,2-edison avenue,8.0
200,2-elton avenue,94.80203045685279
201,2-exterior street,38.61538461538461
202,2-food center drive,22.343163538873995
203,2-gerard avenue,62.245726495726494
204,2-givan avenue,14.784810126582279
205,2-grand concourse,38.293956043956044
206,2-halleck street,32.92702702702703
208,2-hunts point avenue,63.27706323687031
209,2-hutchinson river parkway,470.75
210,2-jackson avenue,26.54945054945055
211,2-jerome avenue,68.67307692307692
212,2-kappock street,66.0204081632653
213,2-lafayette avenue,52.54229508196721
214,2-lincoln avenue,38.35302197802198
215,2-locust avenue,4.309065934065934
216,2-longwood avenue,81.09081196581197
217,2-macombs dam bridge,332.3540903540904
218,2-macombs road,71.99038461538461
219,2-madison avenue br approach,333.78846153846155
220,2-major deegan expressway,671.0844475721323
221,2-major deegan expressway sr,89.6889848812095
222,2-major deegan expwy et 3 nb,92.8076923076923
223,2-major deegan expwy et 3 sb,283.5769230769231
224,2-manhattan college parkway,10.689102564102564
225,2-manor avenue,29.930232558139537
226,2-marconi street,94.6923076923077
227,2-morris park avenue,96.6579254079254
228,2-new england thruway,797.8097768331562
229,2-olinville avenue,19.150641025641026
230,2-olmstead avenue,38.529411764705884
231,2-park avenue,39.32051282051282
232,2-parker street,21.23076923076923
233,2-pelham bridge,155.44744399770246
234,2-pelham parkway,278.61311053984576
235,2-pelham parkway south,55.84134615384615
236,2-prospect avenue,78.05
237,2-pugsley avenue,16.414285714285715
238,2-randall avenue,32.46978021978022
239,2-revere avenue,9.088669950738916
240,2-rhinelander avenue,33.27751196172249
241,2-river avenue,64.79807692307692
242,2-riverdale avenue,47.0
243,2-rombouts avenue,29.16
244,2-rosedale avenue,162.03076923076924
245,2-sedgwick avenue,51.8274374460742
246,2-sheridan expressway,192.3846153846154
247,2-soundview avenue,65.14972527472527
248,2-southern boulevard,53.92084942084942
249,2-spofford avenue,32.177350427350426
250,2-stillwell avenue,47.902472527472526
251,2-story avenue,33.39869281045752
252,2-tomlinson avenue,28.721153846153847
253,2-union port bridge,224.5
254,2-unionport road,23.31578947368421
255,2-university avenue,68.36538461538461
256,2-valentine avenue,55.82692307692308
257,2-van cortlandt avenue east,54.916666666666664
258,2-van cortlandt park east,52.43827160493827
259,2-vyse avenue,42.43681318681319
260,2-walton avenue,328.09090909090907
261,2-washington avenue,72.02197802197803
262,2-washington br en cross bx expwy,153.595
263,2-waters place,137.30769230769232
264,2-webster avenue,87.60960334029228
265,2-west 167 street,26.903125
266,2-west 180 street,10.701923076923077
267,2-west 230 street,145.47802197802199
268,2-west burnside avenue,70.76098901098901
269,2-west farms road,42.43269230769231
270,2-west fordham road,206.5
271,2-west tremont avenue,60.096774193548384
272,2-westchester avenue,52.814696485623
273,2-westchester avenue bridge,169.9377413127413
274,2-white plains road,78.0781377177275
275,3-1 avenue,28.576146788990826
276,3-11 avenue,144.61264822134387
277,3-14 avenue,91.14349775784753
278,3-17 avenue,206.6590909090909
279,3-18 street,11.817307692307692
280,3-19 avenue,111.0909090909091
281,3-19 street,46.502164502164504
282,3-20 avenue,14.62
283,3-20 street,91.67115384615384
284,3-26 avenue,59.09803921568628
285,3-3 avenue,135.8714005235602
286,3-3 street bridge,78.42775881683731
