the_geom,PHYSICALID,L_LOW_HN,L_HIGH_HN,R_LOW_HN,R_HIGH_HN,L_ZIP,R_ZIP,STATUS,BIKE_LANE,TRAFDIR,RW_TYPE,PRE_TYPE,POST_TYPE,OBJECTID,FCC,Left side Block Face ID,Right Side Block Face ID,Average Travel Time,Roadway Jurisdiction,NOMINALDIR,ACCESSIBLE,NONPED,Borough Code,Borough Indicator,Segloc Status,San District Inc,Left Side Subset,Right Side Subset,Continuous Parity Flag,Twisted Parity Flag,Posted Speed,Segment Length,Street Width,Street Width IRR,Special Disaster,Fire Lane,CREATED_DATE,MODIFIED_DATE,WITHIN_BNDY_DIST,TRUCK ROUTE TYPE,Collection Method,FROM_LEVEL_CODE,TO_LEVEL_CODE,B5SC,Snow Priority,JOINID,BPHYS_ID,Cartography Display Level,Number Travel Lanes,Number Park Lanes,Number Total Lane,Pre-Modifier,Pre-Directional,Post Directional,Post Modifier,Full Street Name,BIKE TRAFFIC DIRECTION,SHAPE__Length,GlobalID,SEGMENT_TYPE,SEGMENT_TYPE_VALUE,STREET NAME,Street Name Label,nearest_station,normalized_street_name,in_dot_dataset
"MULTILINESTRING ((-73.817742509967 40.8734594891, -73.817871191985 40.873440554583, -73.818000610963 40.873403591071, -73.81808485733 40.873357025655, -73.818133959712 40.873306592976, -73.818162578869 40.873260216908, -73.818181942883 40.873206601648, -73.818209730506 40.873145652256, -73.818251279328 40.873102831773, -73.818322907651 40.873079118915, -73.818415824693 40.873075452833, -73.818554645342 40.873074225291))",173437,,,,,10464.0,10464.0,2,1.0,NV,6,,,111630,,,,,,,,,2,,,,,,,N,,294.80229177,,,,,06/13/2016 12:06:21 PM +0000,04/19/2018 03:18:04 PM +0000,,,,13,13,200172,,,,,,,,,,,,HUTCHINSON RIVER GREENWAY,TW,118.3723472551224,80338ebd-1fd4-4d22-a4c3-38668fad8385,,,HUTCHINSON RIVER GREENWAY,HUTCHINSON RIVER GREENWAY,5,2-hutchinson river greenway,False
"MULTILINESTRING ((-73.867174196019 40.810959571834, -73.867143916137 40.810993841346, -73.867117645152 40.811029969886, -73.867095579423 40.811067687414, -73.867077883877 40.811106712012, -73.867064690778 40.811146751995, -73.867056098736 40.811187508086, -73.86705217197 40.81122867566, -73.867052939831 40.811269947013, -73.86705839658 40.811311013669, -73.86706850143 40.81135156868, -73.867083178855 40.811391308925), (-73.867083178855 40.811391308925, -73.867092348397 40.811436391926, -73.86709631213 40.811481910566, -73.867095039894 40.811527518498, -73.86708854137 40.811572868693, -73.867076866004 40.811617616089, -73.867060102633 40.811661420205, -73.867038378809 40.811703947744, -73.867011859826 40.811744875118, -73.866980747465 40.811783890919, -73.866945278458 40.811820698282, -73.866905722685 40.811855017146, -73.866862381122 40.811886586386, -73.866815583553 40.811915165799), (-73.866815583553 40.811915165799, -73.866712125551 40.811953028972, -73.866604644619 40.811983749261, -73.866493993039 40.812007083075))",173963,,,,,10473.0,10473.0,2,1.0,NV,6,,,111761,,,,,,,,D,2,,,,,,,N,,477.00001129,,,,,06/17/2016 02:50:44 PM +0000,04/19/2018 03:18:04 PM +0000,,,,13,13,200178,,,,,,,,,,,,SOUNDVIEW PARK GREENWAY,TW,192.27902508732944,52b91b93-3e56-47eb-8774-9afba983fa9f,,,SOUNDVIEW PARK GREENWAY,SOUNDVIEW PARK GREENWAY,4,2-soundview park greenway,False
"MULTILINESTRING ((-73.925548784515 40.805662835669, -73.925584488974 40.805680174585, -73.92547021786 40.805840046389, -73.925406584668 40.805929072796, -73.925339515407 40.805951730998))",201233,,,,,10454.0,10454.0,2,,NV,7,,,132316,,,,,,,,,2,,,,,,,N,,135.24446964,,,,,09/30/2016 12:20:11 PM +0000,09/23/2024 02:49:43 PM +0000,,,,17,13,200562,V,,,,,,,,,,,PEDESTRIAN AND BIKE PATH LINK,,54.51699545621633,6a4c185b-5aaf-465f-8e05-fd2a65699aee,,,PEDESTRIAN AND BIKE PATH LINK,PEDESTRIAN AND BIKE PATH LINK,4,2-pedestrian and bike path link,False
"MULTILINESTRING ((-74.147276176549 40.585020431757, -74.146812697401 40.58533595083), (-74.146812697401 40.58533595083, -74.14679316347 40.585356319055, -74.146771353796 40.585375297375, -74.146747437675 40.585392738474, -74.146721600752 40.585408506969, -74.146694043585 40.58542248046, -74.146664980083 40.585434550479, -74.14663463585 40.585444623335), (-74.14663463585 40.585444623335, -74.146588076702 40.585468061339), (-74.146588076702 40.585468061339, -74.146487552462 40.585571285614, -74.146380343944 40.585670523283, -74.146266722664 40.585765523038), (-74.146266722664 40.585765523038, -74.146153724149 40.585990344433, -74.146070949454 40.586222688303, -74.146019237585 40.586460199541), (-74.146019237585 40.586460199541, -74.145995680334 40.586560116666, -74.145889438857 40.587010731208, -74.145829003544 40.587368911679, -74.145761086048 40.587771434118, -74.145719558282 40.587981240884, -74.145644854174 40.588358664511), (-74.145644854174 40.588358664511, -74.145650418863 40.588371143096, -74.145657369642 40.588383210951, -74.145665655082 40.588394778785, -74.145675213876 40.588405761007, -74.145685975299 40.588416076358, -74.145697859725 40.588425648513, -74.145710779219 40.588434406647, -74.145724638188 40.588442285957, -74.145739334087 40.588449228144), (-74.145739334087 40.588449228144, -74.145835818941 40.588571129752))",133092,,,,,10314.0,10314.0,2,1.0,NV,6,,,102546,,,,,,,,D,5,,,,4C,4C,,N,,1036.19789039,,,,,06/02/2011 07:24:57 PM +0000,04/19/2018 03:17:43 PM +0000,,,,13,13,500306,,,,,,,,,,,,LATOURETTE PARK GREENWAY,TW,583.2882686734432,e180b23f-f185-4fab-a8f9-fa55d3ef6fd1,,,LATOURETTE PARK GREENWAY,LATOURETTE PARK GREENWAY,6,5-latourette park greenway,False
"MULTILINESTRING ((-73.896725346644 40.81439280193, -73.896060215807 40.815011813222))",203567,,,,,10455.0,10455.0,2,,TF,9,,,133481,,,,,,,,,2,,,,,,,N,,611.71121985,,,,,06/20/2023 10:34:39 AM +0000,10/10/2024 10:09:48 AM +0000,,,,17,17,200253,,,,,,,,,,,,BRUCKNER EXPY WB ET 48,,117.3544085579335,f03bbc35-27ec-4f46-912b-85129ff401f6,,,BRUCKNER EXPY WB ET 48,BRUCKNER EXPY WB ET 48,5,2-bruckner expy wb et 48,False
"MULTILINESTRING ((-73.937647279108 40.724209446598, -73.937161858856 40.724302022032))",183069,,,,,11222.0,11222.0,2,,TF,9,,,115390,,,,,,,,V,3,,,,3B,3B,,N,,149.25417072,,,,,12/18/2017 11:27:44 AM +0000,12/06/2022 08:21:59 AM +0000,,3.0,,13,13,310735,C,,,,,,,,,,,BROOKLYN QUEENS EXPWY WB ET 34,,55.72142991612511,73c89e22-d504-406e-929e-839d62b0d31c,,,BROOKLYN QUEENS EXPWY WB ET 34,BROOKLYN QUEENS EXPWY WB ET 34,1,3-brooklyn queens expwy wb et 34,False
"MULTILINESTRING ((-73.974350000164 40.73057793916, -73.974283174581 40.730552966311, -73.974189338994 40.730523798203))",187777,,,,,10009.0,10009.0,2,,TW,1,,,117006,,,,,,,,,1,,,,,,,N,,20.63507642,,,,,01/06/2020 12:00:27 PM +0000,10/13/2020 01:45:23 PM +0000,,,,13,13,110025,V,,,,,,,,,,,CONNECTOR,,19.584770058670657,4b22216f-1ca5-4158-acc0-933fffea0832,,,CONNECTOR,CONNECTOR,1,1-connector,False
"MULTILINESTRING ((-74.062602247842 40.593590120606, -74.062580536026 40.593523643565, -74.062392306141 40.593403249121), (-74.062392306141 40.593403249121, -74.062361589737 40.593396567836, -74.062331771262 40.593387837069, -74.062303085525 40.593377125572, -74.062275758418 40.593364517693, -74.062250005131 40.593350112714, -74.062226028463 40.593334024068, -74.062204017222 40.593316378446, -74.062184144739 40.593297314801, -74.062166567502 40.59327698325, -74.062151423927 40.593255543897, -74.062138833264 40.593233165568, -74.062128894659 40.593210024484, -74.062121686377 40.593186302873), (-74.062121686377 40.593186302873, -74.06210990072 40.593155437945))",123681,,,,,10305.0,10305.0,2,1.0,NV,6,,,100404,,,,,3.0,,,D,5,,,,,,,N,,350.66344087,,,,,03/28/2011 12:30:47 PM +0000,04/19/2018 03:18:04 PM +0000,,,,13,13,500233,,,,,,,,,,,,SOUTH BEACH GREENWAY,TW,88.46746013450199,dde98ad1-12ea-41bb-81e8-c31a40d3681f,,,SOUTH BEACH GREENWAY,SOUTH BEACH GREENWAY,6,5-south beach greenway,False
"MULTILINESTRING ((-73.917804043961 40.81356023514, -73.91777792371 40.813596875584, -73.917640719581 40.813789070242))",107074,,,,,10455.0,10455.0,2,,TW,10,,,96644,,,,,,,,,2,,H,,1A,1A,,N,,94.8415585,,,,,11/29/2007 12:00:00 AM +0000,04/04/2023 02:46:51 PM +0000,,,,13,13,211935,,,,,,,,,,,,ALLEY,,38.25476457669376,18300305-df76-4261-b449-259459074edc,,,ALLEY,ALLEY,5,2-alley,False
"MULTILINESTRING ((-73.874411130522 40.866982624875, -73.874326937572 40.866957808469, -73.874231908002 40.866934203613))",128652,,,,,10467.0,10467.0,2,1.0,NV,6,,,101308,,,,,,,,D,2,,,,,,,N,,,,,,,04/27/2011 06:53:08 PM +0000,04/19/2018 03:17:22 PM +0000,,,,13,13,200173,,,,,,,,,,,,MOSHOLU PARKWAY GREENWAY,TW,21.193768201168837,310f9e2d-77bc-49b0-9131-692ea31fc1e8,,,MOSHOLU PARKWAY GREENWAY,MOSHOLU PARKWAY GREENWAY,5,2-mosholu parkway greenway,False
"MULTILINESTRING ((-74.192689556633 40.633302527294, -74.192377987284 40.633133846737))",191519,,,,,10314.0,10314.0,2,1.0,NV,6,,,118817,,,,,,,,,5,,,,,,,N,,23.8334492,,,,,04/08/2021 12:42:19 PM +0000,01/17/2025 12:02:21 PM +0000,,,,13,13,500505,,,,,,,,,,,,GOETHALS BRIDGE BIKE PATH,TW,42.60499896614359,a6b54340-13bd-4a7b-ac00-271ab14f820f,,,GOETHALS BRIDGE BIKE PATH,GOETHALS BRIDGE BIKE PATH,6,5-goethals bridge bike path,False
"MULTILINESTRING ((-73.824721480222 40.854355854434, -73.824141980838 40.854630190511, -73.823059724327 40.855141249328, -73.822850355867 40.855245532661, -73.821693192112 40.855958883092))",128914,,,,,10465.0,10465.0,2,1.0,NV,6,,,101404,,,,,,,,D,2,,,,,,,N,,,,,,,04/29/2011 04:47:35 PM +0000,04/19/2018 03:17:43 PM +0000,,,,13,13,200095,,,,,,,,,,,,SHORE ROAD GREENWAY,TW,412.2181071136419,61d81301-10bd-4fd1-800c-de9a10f0b910,,,SHORE ROAD GREENWAY,SHORE ROAD GREENWAY,5,2-shore road greenway,False
"MULTILINESTRING ((-73.939661561211 40.857048600762, -73.939665516082 40.857045434333, -73.939669817876 40.857042540375, -73.939674434149 40.857039940713, -73.939679330084 40.857037654955, -73.939684468756 40.85703570034, -73.939689811408 40.857034091611, -73.939695317745 40.8570328409, -73.939700946238 40.857031957641), (-73.939700946238 40.857031957641, -73.939705558222 40.857030635293, -73.9397103078 40.857029632277, -73.939715156702 40.857028956676, -73.939720065859 40.857028613932, -73.939724995716 40.857028606808, -73.939729906551 40.857028935361, -73.939734758796 40.857029596944, -73.939739513354 40.857030586225, -73.939744131916 40.857031895235, -73.939748577268 40.857033513425, -73.939752813593 40.857035427758, -73.939756806756 40.857037622809), (-73.939756806756 40.857037622809, -73.939760300317 40.857040706257, -73.939763441228 40.857044001163, -73.93976620739 40.857047484342, -73.939768579339 40.857051131287, -73.939770540386 40.857054916335, -73.939772076732 40.857058812855, -73.939773177567 40.85706279343, -73.939773835145 40.857066830051, -73.939774044839 40.857070894315, -73.939773805174 40.857074957626, -73.939773117837 40.857078991393, -73.939771987663 40.857082967233), (-73.939771987663 40.857082967233, -73.939766022332 40.857098543241, -73.939758328089 40.857113675918, -73.939748961068 40.857128254859, -73.939737989609 40.857142173698, -73.939725493759 40.857155330888, -73.939711564686 40.857167630435), (-73.939711564686 40.857167630435, -73.939695745303 40.857179407932, -73.93967872857 40.857190180325, -73.939660624937 40.857199877696, -73.939641551912 40.8572084371, -73.939621633291 40.857215802981), (-73.939621633291 40.857215802981, -73.939535550279 40.857249309636), (-73.939535550279 40.857249309636, -73.939522074305 40.857256311393, -73.939508943292 40.857263681314, -73.939496174681 40.857271409609))",174464,,,,,10033.0,10033.0,2,1.0,NV,6,,,112046,,,,,,,,D,1,,,,,,,N,,142.49487563,,,,,07/01/2016 09:59:08 AM +0000,09/25/2024 12:16:52 PM +0000,,,,13,13,100247,,,,,,,,,,,,FORT WASHINGTON PARK GREENWAY,TW,61.78907327198846,a8eebebc-8131-4bd6-8141-b4b180b049e1,,,FORT WASHINGTON PARK GREENWAY,FORT WASHINGTON PARK GREENWAY,5,1-fort washington park greenway,False
"MULTILINESTRING ((-74.119690952622 40.622404964325, -74.119825345505 40.622474236256, -74.11989925897 40.622507487566, -74.120061764131 40.622560926054, -74.120213414556 40.622604830199, -74.120459619659 40.622665420835, -74.120530578484 40.622692001655))",66634,,,,,,,2,1.0,NV,6,,,60589,,,,,,,,D,5,,,,,,,N,,256.81285631,,,,,11/29/2007 12:00:00 AM +0000,05/02/2022 04:20:19 PM +0000,,,,13,13,510025,,,,,,,,,,,,CLOVE LAKES PARK PATH,TW,103.05237596540034,bb7b6c57-1625-4c1d-91c9-a42af5b59c80,,,CLOVE LAKES PARK PATH,CLOVE LAKES PARK PATH,6,5-clove lakes park path,False
"MULTILINESTRING ((-74.105068714737 40.615754013707, -74.105123377062 40.615803825729, -74.105148465433 40.615826927651, -74.105270397636 40.615902496113, -74.105309786795 40.615926783405))",66714,,,,,10301.0,10301.0,2,1.0,NV,6,,,60669,,,,,,,,D,5,,,,3E,3E,,N,,92.28345896,,,,,11/29/2007 12:00:00 AM +0000,05/02/2022 04:20:19 PM +0000,,,,13,13,510025,,,,,,,,,,,,CLOVE LAKES PARK PATH,TW,37.06972752339712,522b8007-f80b-4d60-993f-2c3f80200576,,,CLOVE LAKES PARK PATH,CLOVE LAKES PARK PATH,6,5-clove lakes park path,False
"MULTILINESTRING ((-73.830228332825 40.855617927954, -73.829802145332 40.855779171232), (-73.829802145332 40.855779171232, -73.829681792691 40.855820950958, -73.829559883851 40.855860042934, -73.8294365229 40.85589641379), (-73.8294365229 40.85589641379, -73.829159621456 40.855957746935, -73.828878790286 40.856007727702, -73.828594836055 40.856046212549), (-73.828594836055 40.856046212549, -73.828547826211 40.856053604094, -73.828500152648 40.856057893946, -73.82845216968 40.856059050222, -73.828404233916 40.856057064329, -73.828356701617 40.856051951026, -73.828309926044 40.856043748315, -73.828264254834 40.856032517158, -73.828220027417 40.856018341023, -73.828177572492 40.856001325265))",128891,,,,,10461.0,10461.0,2,1.0,NV,6,,,101390,,,,,,,,D,2,,,,,,,N,,,,,,,04/29/2011 12:46:37 PM +0000,04/19/2018 03:18:25 PM +0000,,,,13,13,200175,,,,,,,,,,,,PELHAM PARKWAY GREENWAY,TW,241.724950274185,d23ed282-5863-4f7a-9b79-9eda7b8925e7,,,PELHAM PARKWAY GREENWAY,PELHAM PARKWAY GREENWAY,5,2-pelham parkway greenway,False
"MULTILINESTRING ((-73.927545387724 40.781058890182, -73.926587949026 40.779803994809))",178238,,,,,10035.0,10035.0,2,4.0,NV,3,,,113686,,,,,,,,D,1,,,,,,,N,,,,,,,06/02/2011 10:16:40 AM +0000,08/28/2020 08:49:50 PM +0000,,,,21,21,197720,V,,,,,,,,,,,RFK BR QUEENS PED AND BIKE PATH,TW,213.05826229267757,fc0cc005-0801-4422-b06e-63240505ad4d,,,RFK BR QUEENS PED AND BIKE PATH,RFK BR QUEENS PED AND BIKE PATH,4,1-rfk br queens ped and bike path,False
"MULTILINESTRING ((-74.010097364732 40.668448208754, -74.010247703284 40.668553423602), (-74.010247703284 40.668553423602, -74.010256763188 40.668559217743, -74.010265117529 40.668565597065, -74.010272701351 40.668572511964, -74.010279455686 40.668579908674, -74.010285328016 40.668587729685, -74.010290272682 40.668595914183, -74.010294251236 40.668604398531, -74.010297232745 40.66861311676, -74.010299194026 40.668622001082), (-74.010299194026 40.668622001082, -74.010300129585 40.668631209364, -74.010299969218 40.66864044435, -74.010298714236 40.668649630574, -74.010296374896 40.668658692966), (-74.010296374896 40.668658692966, -74.010292974467 40.668667548477, -74.01028853872 40.668676134298, -74.010283103826 40.668684380413, -74.010276714109 40.668692219573, -74.010269421676 40.66869958785, -74.010261285998 40.668706425157, -74.01025237342 40.668712675734), (-74.01025237342 40.668712675734, -74.010151350078 40.668804155378, -74.010062712242 40.668902798405, -74.009987330151 40.669007636315), (-74.009987330151 40.669007636315, -74.009976743204 40.669036781761, -74.009969540132 40.669066519925, -74.009965775997 40.669096623483, -74.009965479572 40.669126862319, -74.009968653124 40.669157005284, -74.009975272393 40.669186821962, -74.00998528678 40.669216084429, -74.009998619734 40.669244569001, -74.010015169337 40.669272057939, -74.010034809081 40.669298341116, -74.010057388836 40.66932321762), (-74.010057388836 40.66932321762, -74.010091788425 40.66934548989, -74.01012867121 40.669365324952, -74.010167740319 40.669382563153, -74.010208681278 40.669397065743, -74.01025116455 40.669408715991, -74.01029484818 40.669417420123, -74.010339380554 40.669423108081, -74.010384403224 40.669425734081, -74.010429553799 40.669425276988), (-74.010429553799 40.669425276988, -74.010455974658 40.669423572886, -74.010482240984 40.669420811662, -74.010508279873 40.66941700098), (-74.010508279873 40.66941700098, -74.010575488158 40.669397803325, -74.010662298083 40.669365810379), (-74.010662298083 40.669365810379, -74.010674515855 40.669364462558, -74.010686840542 40.669363919077, -74.010699180978 40.669364183956, -74.010711445885 40.669365255234, -74.01072354454 40.669367124989, -74.010735387452 40.669369779389, -74.010746887021 40.669373198802, -74.010757958187 40.669377357932, -74.010768519059 40.669382226017, -74.010778491519 40.669387767048, -74.010787801803 40.669393940039, -74.010796381045 40.669400699328, -74.010804165785 40.669407994918, -74.010811098441 40.669415772846, -74.010817127733 40.669423975578, -74.010822209064 40.669432542442, -74.010826304849 40.669441410068, -74.01082938479 40.669450512865, -74.010831426107 40.6694597835, -74.010832413701 40.669469153401, -74.010832340266 40.66947855326, -74.010831206345 40.669487913548, -74.010829020325 40.669497165028, -74.010825798378 40.669506239269, -74.010821564334 40.669515069151, -74.010816349511 40.66952358936), (-74.010816349511 40.66952358936, -74.010769161277 40.669573117215, -74.01074138261 40.669604269281), (-74.01074138261 40.669604269281, -74.010733622084 40.669615219821, -74.010727087644 40.669626624894, -74.010721824792 40.669638405084), (-74.010721824792 40.669638405084, -74.010717694195 40.669651138573, -74.01071504915 40.66966409918, -74.010713910121 40.669677186627, -74.010714285922 40.669690299657, -74.010716173645 40.669703336811, -74.010719558684 40.669716197222, -74.01072441485 40.669728781385, -74.010730704569 40.669740991938, -74.010738379177 40.669752734406, -74.010747379295 40.669763917936, -74.010757635288 40.669774456001, -74.010769067806 40.669784267067, -74.010781588392 40.669793275225, -74.010795100176 40.66980141078, -74.010809498613 40.669808610784, -74.010824672303 40.669814819533, -74.010840503845 40.669819988988, -74.010856870749 40.669824079153, -74.010873646383 40.669827058382, -74.010890700952 40.669828903625), (-74.010890700952 40.669828903625, -74.011494433807 40.669814073605))",184494,,,,,11231.0,11231.0,2,1.0,NV,6,,,115928,,,,,,,,D,3,,,,,,,N,,,,,,,04/05/2011 07:34:09 PM +0000,10/13/2020 01:45:23 PM +0000,,,,13,13,300494,,,,,,,,,,,,IKEA GREENWAY,TW,385.2247297177356,8c911347-46ed-41f7-bccb-c90c16aa5529,,,IKEA GREENWAY,IKEA GREENWAY,1,3-ikea greenway,False
"MULTILINESTRING ((-73.935281816831 40.831973440844, -73.935230387258 40.832084765035, -73.935185518911 40.832183838672))",134465,,,,,10039.0,10039.0,2,,FT,9,,,102792,,1322608423.0,1322600728.0,,,,,V,1,,,,,,,N,,,30.0,,,,06/22/2011 11:27:30 AM +0000,03/17/2017 10:00:14 AM +0000,,,,13,13,101018,C,,,20.0,1.0,0.0,1.0,,,,,HRD NB EN FREDERICK DOUGLASS BL,,32.7586765921228,bf850273-a76e-42ad-bf8a-15ab61b042b6,,,HRD NB EN FREDERICK DOUGLASS BL,HRD NB EN FREDERICK DOUGLASS BL,5,1-hrd nb en frederick douglass bl,False
"MULTILINESTRING ((-74.110710833624 40.618018806619, -74.110957902199 40.618081100946, -74.111189348166 40.618136241455, -74.11134346005 40.61815594866, -74.111462607196 40.618163946788, -74.111642342636 40.618164213808, -74.112238594143 40.618130538495, -74.11267850618 40.618116204225, -74.112770505472 40.618115663859, -74.112861914285 40.618122039763, -74.113118993889 40.618148613658))",66610,,,,,,,2,1.0,NV,6,,,60565,,,,,,,,D,5,,,,,,,N,,677.33354178,,,,,11/29/2007 12:00:00 AM +0000,05/02/2022 04:20:19 PM +0000,,,,13,13,510025,,,,,,,,,,,,CLOVE LAKES PARK PATH,TW,271.62141340450114,69e57370-1bbf-436e-9dcc-5037ac507b26,,,CLOVE LAKES PARK PATH,CLOVE LAKES PARK PATH,6,5-clove lakes park path,False
"MULTILINESTRING ((-73.826143466335 40.716186908327, -73.825740589258 40.716123305126))",194190,,,,,11367.0,11367.0,2,,FT,9,,,131550,,,,,,,,V,4,,,,,,,N,,114.06165207,,,,,12/15/2021 01:37:09 PM +0000,04/26/2023 11:57:54 AM +0000,,,,13,13,411910,C,,,,,,,,,,,JACKIE ROBINSON PY EB ET 8 W,,45.810590375219434,8de0b866-cdbd-40de-a896-fb11ca40e535,,,JACKIE ROBINSON PY EB ET 8 W,JACKIE ROBINSON PY EB ET 8 W,3,4-jackie robinson py eb et 8 west,False
"MULTILINESTRING ((-73.769766976285 40.591497796202, -73.770746718427 40.591546834615, -73.77166263006 40.591594261076))",75782,39-001,39-099,39-000,39-098,11691.0,11691.0,2,1.0,NV,5,,,68900,,,,,,,,D,4,,,,2E,2E,,N,,254.96398429,,,,,11/29/2007 12:00:00 AM +0000,04/19/2018 02:56:49 PM +0000,,,,13,13,436290,,,,,,,,,,,,BOARDWALK,TW,211.4966415074876,2298159c-aae2-471a-9e25-8b7eb37a6d01,,,BOARDWALK,BOARDWALK,3,4-boardwalk,False
"MULTILINESTRING ((-74.011004932163 40.69757059065, -74.010631068888 40.69794894086))",178012,,,,,,,2,,NV,14,,,113555,,,,,,,,,1,,,,,,,N,,,,,,,07/08/2011 03:30:21 PM +0000,02/22/2017 02:44:38 PM +0000,,,,13,13,101040,,,,,,,,,,,,GOVERNORS ISLAND FERRY ROUTE,,69.41305451522823,c563379f-898c-42b4-86f4-fc79d07023be,,,GOVERNORS ISLAND FERRY ROUTE,GOVERNORS ISLAND FERRY ROUTE,1,1-governors island ferry route,False
"MULTILINESTRING ((-73.89253842131 40.818112716735, -73.892468192396 40.818241440752))",193389,,,,,10459.0,10459.0,2,,FT,1,,,119765,,,,,,,,,2,,,,,,,N,,50.76766584,,,,,09/09/2021 01:47:56 PM +0000,10/11/2022 09:44:52 AM +0000,,,,13,13,210010,V,,,,,,,,,,,CONNECTOR,,20.485086566370654,c96826f6-496c-4edc-a741-3a97e3075c2f,,,CONNECTOR,CONNECTOR,5,2-connector,False
"MULTILINESTRING ((-74.012443671815 40.701415050224, -74.012400531616 40.701366082144, -74.012381695847 40.70130618514))",142203,,,,,10004.0,10004.0,2,1.0,NV,6,,,103730,,,,,,,,D,1,,,,,,,N,,,,,,,05/18/2011 11:21:08 AM +0000,04/19/2018 03:17:43 PM +0000,,,,13,13,100736,,,,,,,,,,,,PETER MINUIT PLAZA GREENWAY,TW,17.688108129227032,3cc3d297-6eeb-4166-b911-ca8f5bd6a2f5,,,PETER MINUIT PLAZA GREENWAY,PETER MINUIT PLAZA GREENWAY,1,1-peter minuit plaza greenway,False
"MULTILINESTRING ((-73.924067713732 40.56122160832, -73.924292809918 40.561224882008))",181174,,,,,11697.0,11697.0,2,,NV,10,,,114782,,,,,,,,,4,,H,,1F,1F,,N,,62.55616101,,,,,11/29/2007 12:00:00 AM +0000,06/21/2017 10:38:55 AM +0000,,,,13,13,413170,,,,,,0.0,,,,,,ALLEY,,25.06218391459307,4fc2f7bb-c9f5-4d48-8e6e-f255568d12df,,,ALLEY,ALLEY,2,4-alley,False
"MULTILINESTRING ((-73.757954859281 40.66562271694, -73.758451489874 40.6646822504))",177040,,,,,11413.0,11413.0,2,,NV,6,,,113107,,,,,,,,,4,,,,,,,N,,376.15882209,,,,,11/18/2016 10:28:49 AM +0000,10/16/2017 10:42:06 AM +0000,,,,13,13,400454,,,,,,,,,,,,SPRINGFIELD BOULEVARD GREENWAY,,148.68037661559666,e45c757a-7eca-4784-974e-7bb49ec52c3b,,,SPRINGFIELD BOULEVARD GREENWAY,SPRINGFIELD BOULEVARD GREENWAY,3,4-springfield boulevard greenway,False
