normalized_street_name_season,normalized_street_name,roadwork_season,area,total_area,roadwork_factor
4-28 street_summer_2021,4-28 street,2021,40816.7,37419.7,1.0908
4-28 street_summer_2022,4-28 street,2022,133.0,37419.7,0.0036
4-28 street_summer_2024,4-28 street,2024,1878.0,37419.7,0.0502
4-29 avenue_summer_2012,4-29 avenue,2012,18999.9,62454.3,0.3042
4-29 avenue_summer_2017,4-29 avenue,2017,6123.3,62454.3,0.098
4-29 avenue_summer_2018,4-29 avenue,2018,5425.4,62454.3,0.0869
4-29 avenue_summer_2019,4-29 avenue,2019,2747.0,62454.3,0.044
4-29 avenue_summer_2022,4-29 avenue,2022,201.0,62454.3,0.0032
4-29 avenue_summer_2023,4-29 avenue,2023,20087.0,62454.3,0.3216
4-29 avenue_summer_2025,4-29 avenue,2025,10565.0,62454.3,0.1692
4-29 road_summer_2012,4-29 road,2012,2314.8,5430.5,0.4263
4-29 road_summer_2023,4-29 road,2023,1567.0,5430.5,0.2886
4-29 street_summer_2005,4-29 street,2005,4617.6,47430.2,0.0974
4-29 street_summer_2010,4-29 street,2010,27963.8,47430.2,0.5896
4-29 street_summer_2021,4-29 street,2021,59212.3,47430.2,1.2484
4-29 street_summer_2022,4-29 street,2022,175.0,47430.2,0.0037
4-29 street_summer_2024,4-29 street,2024,17182.0,47430.2,0.3623
4-29 street_summer_2025,4-29 street,2025,1900.0,47430.2,0.0401
4-3 avenue_summer_2006,4-3 avenue,2006,24455.2,11129.9,2.1973
4-3 avenue_summer_2021,4-3 avenue,2021,22676.7,11129.9,2.0375
4-3 avenue_summer_2022,4-3 avenue,2022,156.0,11129.9,0.014
4-3 avenue_summer_2023,4-3 avenue,2023,2400.0,11129.9,0.2156
4-30 avenue_summer_2008,4-30 avenue,2008,666.7,81972.1,0.0081
4-30 avenue_summer_2009,4-30 avenue,2009,80306.8,81972.1,0.9797
4-30 avenue_summer_2011,4-30 avenue,2011,53125.9,81972.1,0.6481
4-30 avenue_summer_2014,4-30 avenue,2014,8426.9,81972.1,0.1028
4-30 avenue_summer_2016,4-30 avenue,2016,17809.9,81972.1,0.2173
4-30 avenue_summer_2018,4-30 avenue,2018,10227.0,81972.1,0.1248
4-30 avenue_summer_2020,4-30 avenue,2020,10053.5,81972.1,0.1226
4-30 avenue_summer_2022,4-30 avenue,2022,103.3,81972.1,0.0013
4-30 avenue_summer_2023,4-30 avenue,2023,23941.0,81972.1,0.2921
4-30 avenue_summer_2024,4-30 avenue,2024,23495.0,81972.1,0.2866
4-30 avenue_summer_2025,4-30 avenue,2025,539.0,81972.1,0.0066
4-30 drive_summer_2006,4-30 drive,2006,6771.4,12536.6,0.5401
4-30 drive_summer_2025,4-30 drive,2025,217.0,12536.6,0.0173
4-30 place_summer_2015,4-30 place,2015,10844.7,6810.7,1.5923
4-30 road_summer_2003,4-30 road,2003,3458.0,13287.0,0.2603
4-30 road_summer_2006,4-30 road,2006,10165.0,13287.0,0.765
4-30 road_summer_2016,4-30 road,2016,3458.0,13287.0,0.2603
4-30 road_summer_2023,4-30 road,2023,5054.0,13287.0,0.3804
4-30 street_summer_2005,4-30 street,2005,8889.6,36845.6,0.2413
4-30 street_summer_2022,4-30 street,2022,7937.0,36845.6,0.2154
4-30 street_summer_2024,4-30 street,2024,21413.0,36845.6,0.5812
4-31 avenue_summer_2008,4-31 avenue,2008,11064.6,109021.4,0.1015
4-31 avenue_summer_2009,4-31 avenue,2009,76234.6,109021.4,0.6993
4-31 avenue_summer_2011,4-31 avenue,2011,15323.3,109021.4,0.1406
4-31 avenue_summer_2013,4-31 avenue,2013,57896.8,109021.4,0.5311
4-31 avenue_summer_2016,4-31 avenue,2016,9621.4,109021.4,0.0883
4-31 avenue_summer_2018,4-31 avenue,2018,116721.4,109021.4,1.0706
4-31 avenue_summer_2020,4-31 avenue,2020,23393.2,109021.4,0.2146
4-31 avenue_summer_2021,4-31 avenue,2021,34146.7,109021.4,0.3132
4-31 avenue_summer_2024,4-31 avenue,2024,27582.0,109021.4,0.253
4-31 avenue_summer_2025,4-31 avenue,2025,567.0,109021.4,0.0052
4-31 drive_summer_2006,4-31 drive,2006,18995.6,16889.1,1.1247
4-31 drive_summer_2012,4-31 drive,2012,5710.0,16889.1,0.3381
4-31 drive_summer_2020,4-31 drive,2020,3235.2,16889.1,0.1916
4-31 drive_summer_2021,4-31 drive,2021,27187.8,16889.1,1.6098
4-31 drive_summer_2023,4-31 drive,2023,278.0,16889.1,0.0165
4-31 drive_summer_2024,4-31 drive,2024,147.0,16889.1,0.0087
4-31 drive_summer_2025,4-31 drive,2025,340.0,16889.1,0.0201
4-31 road_summer_2017,4-31 road,2017,23535.9,19941.0,1.1803
4-31 road_summer_2024,4-31 road,2024,136.0,19941.0,0.0068
4-31 street_summer_2003,4-31 street,2003,2496.1,98257.9,0.0254
4-31 street_summer_2005,4-31 street,2005,31087.5,98257.9,0.3164
4-31 street_summer_2011,4-31 street,2011,43399.8,98257.9,0.4417
4-31 street_summer_2012,4-31 street,2012,119093.6,98257.9,1.2121
4-31 street_summer_2013,4-31 street,2013,25467.1,98257.9,0.2592
4-31 street_summer_2022,4-31 street,2022,11425.0,98257.9,0.1163
4-31 street_summer_2025,4-31 street,2025,24802.2,98257.9,0.2524
4-32 avenue_summer_2007,4-32 avenue,2007,18158.8,120360.7,0.1509
4-32 avenue_summer_2012,4-32 avenue,2012,15624.5,120360.7,0.1298
4-32 avenue_summer_2013,4-32 avenue,2013,6041.9,120360.7,0.0502
4-32 avenue_summer_2014,4-32 avenue,2014,9140.8,120360.7,0.0759
4-32 avenue_summer_2016,4-32 avenue,2016,6347.5,120360.7,0.0527
4-32 avenue_summer_2017,4-32 avenue,2017,15043.9,120360.7,0.125
4-32 avenue_summer_2018,4-32 avenue,2018,63852.2,120360.7,0.5305
4-32 avenue_summer_2022,4-32 avenue,2022,61462.0,120360.7,0.5106
4-32 avenue_summer_2023,4-32 avenue,2023,16835.0,120360.7,0.1399
4-32 avenue_summer_2024,4-32 avenue,2024,406.0,120360.7,0.0034
4-32 avenue_summer_2025,4-32 avenue,2025,16915.0,120360.7,0.1405
4-32 drive_summer_2023,4-32 drive,2023,644.0,566.1,1.1376
4-32 place_summer_2003,4-32 place,2003,15545.8,10033.2,1.5494
4-32 place_summer_2009,4-32 place,2009,17169.0,10033.2,1.7112
4-32 place_summer_2022,4-32 place,2022,3436.0,10033.2,0.3425
4-32 place_summer_2024,4-32 place,2024,1390.3,10033.2,0.1386
4-32 road_summer_2016,4-32 road,2016,2854.8,3456.6,0.8259
4-32 road_summer_2022,4-32 road,2022,103.3,3456.6,0.0299
4-32 street_summer_2005,4-32 street,2005,5616.7,30657.8,0.1832
4-32 street_summer_2007,4-32 street,2007,3018.3,30657.8,0.0985
4-32 street_summer_2012,4-32 street,2012,7566.1,30657.8,0.2468
4-32 street_summer_2013,4-32 street,2013,15286.7,30657.8,0.4986
4-32 street_summer_2018,4-32 street,2018,2680.5,30657.8,0.0874
4-32 street_summer_2022,4-32 street,2022,5543.0,30657.8,0.1808
4-32 street_summer_2023,4-32 street,2023,108.0,30657.8,0.0035
4-32 street_summer_2025,4-32 street,2025,12856.0,30657.8,0.4193
4-33 avenue_summer_2003,4-33 avenue,2003,7738.4,76157.6,0.1016
4-33 avenue_summer_2006,4-33 avenue,2006,9022.1,76157.6,0.1185
4-33 avenue_summer_2010,4-33 avenue,2010,1682.8,76157.6,0.0221
4-33 avenue_summer_2012,4-33 avenue,2012,28303.6,76157.6,0.3716
4-33 avenue_summer_2014,4-33 avenue,2014,15009.4,76157.6,0.1971
4-33 avenue_summer_2020,4-33 avenue,2020,53005.8,76157.6,0.696
4-33 avenue_summer_2022,4-33 avenue,2022,5798.0,76157.6,0.0761
4-33 avenue_summer_2023,4-33 avenue,2023,100.0,76157.6,0.0013
4-33 avenue_summer_2024,4-33 avenue,2024,3125.0,76157.6,0.041
4-33 avenue_summer_2025,4-33 avenue,2025,4608.0,76157.6,0.0605
4-33 road_summer_2010,4-33 road,2010,17539.5,32847.1,0.534
4-33 road_summer_2011,4-33 road,2011,1213.4,32847.1,0.0369
4-33 road_summer_2022,4-33 road,2022,117.0,32847.1,0.0036
4-33 road_summer_2023,4-33 road,2023,11080.0,32847.1,0.3373
4-33 road_summer_2025,4-33 road,2025,255.0,32847.1,0.0078
4-33 street_summer_2003,4-33 street,2003,47644.0,55071.2,0.8651
4-33 street_summer_2004,4-33 street,2004,49898.0,55071.2,0.9061
4-33 street_summer_2013,4-33 street,2013,20166.9,55071.2,0.3662
4-33 street_summer_2014,4-33 street,2014,38472.9,55071.2,0.6986
4-33 street_summer_2018,4-33 street,2018,29731.1,55071.2,0.5399
4-33 street_summer_2022,4-33 street,2022,19332.0,55071.2,0.351
4-33 street_summer_2023,4-33 street,2023,307.0,55071.2,0.0056
4-33 street_summer_2025,4-33 street,2025,31344.0,55071.2,0.5692
4-34 avenue_summer_2003,4-34 avenue,2003,91475.9,158111.1,0.5786
4-34 avenue_summer_2006,4-34 avenue,2006,2758.1,158111.1,0.0174
4-34 avenue_summer_2011,4-34 avenue,2011,197768.5,158111.1,1.2508
4-34 avenue_summer_2012,4-34 avenue,2012,13428.8,158111.1,0.0849
4-34 avenue_summer_2014,4-34 avenue,2014,9543.9,158111.1,0.0604
4-34 avenue_summer_2016,4-34 avenue,2016,19600.6,158111.1,0.124
4-34 avenue_summer_2017,4-34 avenue,2017,27356.8,158111.1,0.173
4-34 avenue_summer_2018,4-34 avenue,2018,114025.3,158111.1,0.7212
4-34 avenue_summer_2019,4-34 avenue,2019,250344.9,158111.1,1.5833
4-34 avenue_summer_2020,4-34 avenue,2020,37219.1,158111.1,0.2354
4-34 avenue_summer_2022,4-34 avenue,2022,10716.0,158111.1,0.0678
4-34 avenue_summer_2023,4-34 avenue,2023,4113.0,158111.1,0.026
4-34 avenue_summer_2024,4-34 avenue,2024,9594.0,158111.1,0.0607
4-34 avenue_summer_2025,4-34 avenue,2025,56810.0,158111.1,0.3593
4-34 road_summer_2008,4-34 road,2008,510.0,9392.6,0.0543
4-34 road_summer_2012,4-34 road,2012,2683.4,9392.6,0.2857
4-34 road_summer_2014,4-34 road,2014,1356.3,9392.6,0.1444
4-34 road_summer_2022,4-34 road,2022,482.0,9392.6,0.0513
4-34 road_summer_2023,4-34 road,2023,90.0,9392.6,0.0096
4-34 road_summer_2024,4-34 road,2024,152.0,9392.6,0.0162
4-34 road_summer_2025,4-34 road,2025,163.0,9392.6,0.0174
4-34 street_summer_2003,4-34 street,2003,2767.1,42035.6,0.0658
4-34 street_summer_2008,4-34 street,2008,11279.8,42035.6,0.2683
4-34 street_summer_2013,4-34 street,2013,16016.7,42035.6,0.381
4-34 street_summer_2016,4-34 street,2016,1608.0,42035.6,0.0383
4-34 street_summer_2018,4-34 street,2018,24684.2,42035.6,0.5872
4-34 street_summer_2022,4-34 street,2022,4130.0,42035.6,0.0983
4-34 street_summer_2023,4-34 street,2023,147.0,42035.6,0.0035
4-34 street_summer_2024,4-34 street,2024,5967.0,42035.6,0.142
4-34 street_summer_2025,4-34 street,2025,12050.0,42035.6,0.2867
4-35 avenue_summer_2003,4-35 avenue,2003,15632.2,153559.8,0.1018
4-35 avenue_summer_2005,4-35 avenue,2005,8515.5,153559.8,0.0555
4-35 avenue_summer_2007,4-35 avenue,2007,155596.1,153559.8,1.0133
4-35 avenue_summer_2008,4-35 avenue,2008,8348.7,153559.8,0.0544
4-35 avenue_summer_2011,4-35 avenue,2011,29641.5,153559.8,0.193
4-35 avenue_summer_2012,4-35 avenue,2012,9473.4,153559.8,0.0617
4-35 avenue_summer_2013,4-35 avenue,2013,9703.6,153559.8,0.0632
4-35 avenue_summer_2014,4-35 avenue,2014,41726.7,153559.8,0.2717
4-35 avenue_summer_2015,4-35 avenue,2015,6268.0,153559.8,0.0408
4-35 avenue_summer_2019,4-35 avenue,2019,102862.0,153559.8,0.6698
4-35 avenue_summer_2020,4-35 avenue,2020,47677.3,153559.8,0.3105
4-35 avenue_summer_2022,4-35 avenue,2022,17673.4,153559.8,0.1151
4-35 avenue_summer_2024,4-35 avenue,2024,17182.0,153559.8,0.1119
4-35 avenue_summer_2025,4-35 avenue,2025,26307.0,153559.8,0.1713
4-35 road_summer_2019,4-35 road,2019,2080.0,1096.2,1.8975
4-35 street_summer_2007,4-35 street,2007,57675.2,47990.3,1.2018
4-35 street_summer_2010,4-35 street,2010,21716.0,47990.3,0.4525
4-35 street_summer_2013,4-35 street,2013,17230.0,47990.3,0.359
4-35 street_summer_2016,4-35 street,2016,9550.7,47990.3,0.199
4-35 street_summer_2022,4-35 street,2022,44713.0,47990.3,0.9317
4-35 street_summer_2023,4-35 street,2023,316.0,47990.3,0.0066
4-35 street_summer_2024,4-35 street,2024,322.0,47990.3,0.0067
4-36 avenue_summer_2005,4-36 avenue,2005,4189.8,59850.0,0.07
4-36 avenue_summer_2006,4-36 avenue,2006,2604.9,59850.0,0.0435
4-36 avenue_summer_2007,4-36 avenue,2007,5666.8,59850.0,0.0947
4-36 avenue_summer_2011,4-36 avenue,2011,54133.3,59850.0,0.9045
4-36 avenue_summer_2014,4-36 avenue,2014,4359.4,59850.0,0.0728
4-36 avenue_summer_2016,4-36 avenue,2016,5388.7,59850.0,0.09
4-36 avenue_summer_2017,4-36 avenue,2017,49032.7,59850.0,0.8193
4-36 avenue_summer_2019,4-36 avenue,2019,25518.3,59850.0,0.4264
4-36 avenue_summer_2022,4-36 avenue,2022,110.0,59850.0,0.0018
4-36 avenue_summer_2025,4-36 avenue,2025,7300.0,59850.0,0.122
4-36 road_summer_2019,4-36 road,2019,10524.2,1935.9,5.4363
4-36 street_summer_2004,4-36 street,2004,3690.0,39304.6,0.0939
4-36 street_summer_2005,4-36 street,2005,17403.0,39304.6,0.4428
4-36 street_summer_2010,4-36 street,2010,6432.2,39304.6,0.1637
4-36 street_summer_2011,4-36 street,2011,20699.8,39304.6,0.5267
4-36 street_summer_2013,4-36 street,2013,37069.6,39304.6,0.9431
4-36 street_summer_2016,4-36 street,2016,61054.1,39304.6,1.5534
4-36 street_summer_2022,4-36 street,2022,11692.0,39304.6,0.2975
4-36 street_summer_2023,4-36 street,2023,308.0,39304.6,0.0078
4-36 street_summer_2025,4-36 street,2025,11043.8,39304.6,0.281
4-37 avenue_summer_2006,4-37 avenue,2006,32499.4,118571.0,0.2741
4-37 avenue_summer_2007,4-37 avenue,2007,11173.8,118571.0,0.0942
4-37 avenue_summer_2008,4-37 avenue,2008,80809.6,118571.0,0.6815
4-37 avenue_summer_2011,4-37 avenue,2011,6746.2,118571.0,0.0569
4-37 avenue_summer_2015,4-37 avenue,2015,50557.0,118571.0,0.4264
4-37 avenue_summer_2016,4-37 avenue,2016,1277.4,118571.0,0.0108
4-37 avenue_summer_2017,4-37 avenue,2017,62304.1,118571.0,0.5255
4-37 avenue_summer_2018,4-37 avenue,2018,15139.8,118571.0,0.1277
4-37 avenue_summer_2019,4-37 avenue,2019,17710.3,118571.0,0.1494
4-37 avenue_summer_2020,4-37 avenue,2020,28348.8,118571.0,0.2391
4-37 avenue_summer_2022,4-37 avenue,2022,211.0,118571.0,0.0018
4-37 avenue_summer_2023,4-37 avenue,2023,1657.0,118571.0,0.014
4-37 avenue_summer_2025,4-37 avenue,2025,488.0,118571.0,0.0041
4-37 drive_summer_2005,4-37 drive,2005,3126.7,7316.2,0.4274
4-37 drive_summer_2017,4-37 drive,2017,9896.7,7316.2,1.3527
4-37 road_summer_2003,4-37 road,2003,1196.0,9112.7,0.1312
4-37 road_summer_2007,4-37 road,2007,3359.3,9112.7,0.3686
4-37 road_summer_2008,4-37 road,2008,1885.7,9112.7,0.2069
4-37 road_summer_2019,4-37 road,2019,3706.7,9112.7,0.4068
4-37 road_summer_2020,4-37 road,2020,1196.0,9112.7,0.1312
4-37 road_summer_2022,4-37 road,2022,163.0,9112.7,0.0179
4-37 road_summer_2025,4-37 road,2025,385.0,9112.7,0.0422
4-37 street_summer_2007,4-37 street,2007,26783.3,50143.9,0.5341
4-37 street_summer_2013,4-37 street,2013,32402.3,50143.9,0.6462
4-37 street_summer_2014,4-37 street,2014,20513.3,50143.9,0.4091
4-37 street_summer_2016,4-37 street,2016,3546.3,50143.9,0.0707
4-37 street_summer_2022,4-37 street,2022,19381.0,50143.9,0.3865
4-37 street_summer_2023,4-37 street,2023,289.0,50143.9,0.0058
4-37 street_summer_2025,4-37 street,2025,5072.6,50143.9,0.1012
4-38 avenue_summer_2004,4-38 avenue,2004,9738.2,77918.4,0.125
4-38 avenue_summer_2006,4-38 avenue,2006,960.3,77918.4,0.0123
4-38 avenue_summer_2007,4-38 avenue,2007,6288.8,77918.4,0.0807
4-38 avenue_summer_2008,4-38 avenue,2008,3578.1,77918.4,0.0459
4-38 avenue_summer_2011,4-38 avenue,2011,7105.6,77918.4,0.0912
4-38 avenue_summer_2017,4-38 avenue,2017,3395.3,77918.4,0.0436
4-38 avenue_summer_2019,4-38 avenue,2019,38734.0,77918.4,0.4971
4-38 avenue_summer_2020,4-38 avenue,2020,2692.3,77918.4,0.0346
4-38 avenue_summer_2023,4-38 avenue,2023,576.0,77918.4,0.0074
4-38 avenue_summer_2024,4-38 avenue,2024,177.0,77918.4,0.0023
4-38 avenue_summer_2025,4-38 avenue,2025,21400.0,77918.4,0.2746
4-38 drive_summer_2019,4-38 drive,2019,12646.7,3986.2,3.1726
4-38 drive_summer_2022,4-38 drive,2022,98.0,3986.2,0.0246
4-38 road_summer_2007,4-38 road,2007,2156.7,3465.4,0.6224
4-38 street_summer_2008,4-38 street,2008,3403.3,49605.5,0.0686
4-38 street_summer_2009,4-38 street,2009,2111.3,49605.5,0.0426
4-38 street_summer_2014,4-38 street,2014,26422.3,49605.5,0.5326
4-38 street_summer_2015,4-38 street,2015,24363.5,49605.5,0.4911
4-38 street_summer_2016,4-38 street,2016,13476.7,49605.5,0.2717
4-38 street_summer_2022,4-38 street,2022,28308.0,49605.5,0.5707
4-38 street_summer_2023,4-38 street,2023,310.0,49605.5,0.0062
4-38 street_summer_2025,4-38 street,2025,2207.0,49605.5,0.0445
4-39 avenue_summer_2006,4-39 avenue,2006,12163.8,95030.4,0.128
4-39 avenue_summer_2008,4-39 avenue,2008,37222.8,95030.4,0.3917
4-39 avenue_summer_2009,4-39 avenue,2009,33477.8,95030.4,0.3523
4-39 avenue_summer_2010,4-39 avenue,2010,16490.9,95030.4,0.1735
4-39 avenue_summer_2014,4-39 avenue,2014,22434.0,95030.4,0.2361
4-39 avenue_summer_2019,4-39 avenue,2019,43177.3,95030.4,0.4544
4-39 avenue_summer_2021,4-39 avenue,2021,57568.6,95030.4,0.6058
4-39 avenue_summer_2022,4-39 avenue,2022,2583.0,95030.4,0.0272
4-39 avenue_summer_2025,4-39 avenue,2025,3712.0,95030.4,0.0391
4-39 drive_summer_2003,4-39 drive,2003,5531.0,2065.3,2.6781
4-39 drive_summer_2014,4-39 drive,2014,5531.0,2065.3,2.6781
4-39 place_summer_2003,4-39 place,2003,22693.9,12488.7,1.8172
4-39 place_summer_2005,4-39 place,2005,10442.7,12488.7,0.8362
4-39 place_summer_2013,4-39 place,2013,12055.4,12488.7,0.9653
4-39 place_summer_2016,4-39 place,2016,18831.4,12488.7,1.5079
4-39 place_summer_2022,4-39 place,2022,6370.0,12488.7,0.5101
4-39 place_summer_2023,4-39 place,2023,156.0,12488.7,0.0125
4-39 place_summer_2025,4-39 place,2025,167.0,12488.7,0.0134
4-39 road_summer_2003,4-39 road,2003,1812.9,5910.5,0.3067
4-39 road_summer_2012,4-39 road,2012,5210.0,5910.5,0.8815
4-39 road_summer_2014,4-39 road,2014,1812.9,5910.5,0.3067
4-39 road_summer_2025,4-39 road,2025,5348.0,5910.5,0.9048
4-39 street_summer_2005,4-39 street,2005,50516.0,24776.7,2.0389
4-39 street_summer_2013,4-39 street,2013,24455.6,24776.7,0.987
4-39 street_summer_2016,4-39 street,2016,9966.3,24776.7,0.4022
4-39 street_summer_2023,4-39 street,2023,220.0,24776.7,0.0089
4-39 street_summer_2025,4-39 street,2025,22601.0,24776.7,0.9122
4-4 avenue_summer_2017,4-4 avenue,2017,4138.5,5856.0,0.7067
4-4 avenue_summer_2021,4-4 avenue,2021,167.0,5856.0,0.0285
4-40 avenue_summer_2014,4-40 avenue,2014,4608.9,29849.8,0.1544
4-40 avenue_summer_2016,4-40 avenue,2016,2814.1,29849.8,0.0943
4-40 avenue_summer_2018,4-40 avenue,2018,6373.3,29849.8,0.2135
4-40 avenue_summer_2020,4-40 avenue,2020,10350.0,29849.8,0.3467
4-40 avenue_summer_2023,4-40 avenue,2023,225.0,29849.8,0.0075
4-40 avenue_summer_2025,4-40 avenue,2025,2126.0,29849.8,0.0712
4-40 drive_summer_2017,4-40 drive,2017,1162.5,1103.9,1.0531
4-40 road_summer_2006,4-40 road,2006,1540.0,12505.2,0.1231
4-40 road_summer_2007,4-40 road,2007,1976.4,12505.2,0.158
4-40 road_summer_2013,4-40 road,2013,3195.1,12505.2,0.2555
4-40 road_summer_2017,4-40 road,2017,2524.8,12505.2,0.2019
4-40 street_summer_2003,4-40 street,2003,6881.0,10981.8,0.6266
4-40 street_summer_2011,4-40 street,2011,26117.5,10981.8,2.3783
4-40 street_summer_2013,4-40 street,2013,17011.9,10981.8,1.5491
4-40 street_summer_2016,4-40 street,2016,12583.7,10981.8,1.1459
4-40 street_summer_2022,4-40 street,2022,21173.0,10981.8,1.928
4-40 street_summer_2023,4-40 street,2023,152.0,10981.8,0.0138
4-40 street_summer_2025,4-40 street,2025,167.0,10981.8,0.0152
4-41 avenue_summer_2003,4-41 avenue,2003,11168.8,103895.9,0.1075
4-41 avenue_summer_2005,4-41 avenue,2005,6003.3,103895.9,0.0578
4-41 avenue_summer_2009,4-41 avenue,2009,4517.3,103895.9,0.0435
4-41 avenue_summer_2010,4-41 avenue,2010,8998.3,103895.9,0.0866
4-41 avenue_summer_2011,4-41 avenue,2011,21767.8,103895.9,0.2095
4-41 avenue_summer_2013,4-41 avenue,2013,14403.4,103895.9,0.1386
4-41 avenue_summer_2014,4-41 avenue,2014,20155.2,103895.9,0.194
4-41 avenue_summer_2015,4-41 avenue,2015,39957.6,103895.9,0.3846
4-41 avenue_summer_2016,4-41 avenue,2016,10489.2,103895.9,0.101
4-41 avenue_summer_2017,4-41 avenue,2017,6271.6,103895.9,0.0604
4-41 avenue_summer_2018,4-41 avenue,2018,17789.5,103895.9,0.1712
4-41 avenue_summer_2021,4-41 avenue,2021,1065.6,103895.9,0.0103
4-41 avenue_summer_2022,4-41 avenue,2022,684.0,103895.9,0.0066
4-41 avenue_summer_2023,4-41 avenue,2023,1469.0,103895.9,0.0141
4-41 avenue_summer_2024,4-41 avenue,2024,6991.0,103895.9,0.0673
4-41 avenue_summer_2025,4-41 avenue,2025,2354.0,103895.9,0.0227
4-41 avenue_summer_2026,4-41 avenue,2026,6000.0,103895.9,0.0578
4-41 drive_summer_2011,4-41 drive,2011,2566.7,5210.1,0.4926
4-41 drive_summer_2014,4-41 drive,2014,3884.4,5210.1,0.7456
4-41 drive_summer_2017,4-41 drive,2017,2566.7,5210.1,0.4926
4-41 drive_summer_2022,4-41 drive,2022,107.0,5210.1,0.0205
4-41 drive_summer_2025,4-41 drive,2025,3444.0,5210.1,0.661
4-41 road_summer_2011,4-41 road,2011,14468.1,9638.6,1.5011
4-41 road_summer_2015,4-41 road,2015,7001.3,9638.6,0.7264
4-41 road_summer_2016,4-41 road,2016,2296.8,9638.6,0.2383
4-41 road_summer_2017,4-41 road,2017,1543.8,9638.6,0.1602
4-41 road_summer_2025,4-41 road,2025,859.0,9638.6,0.0891
4-41 street_summer_2003,4-41 street,2003,17373.4,53864.8,0.3225
4-41 street_summer_2011,4-41 street,2011,23710.9,53864.8,0.4402
4-41 street_summer_2013,4-41 street,2013,14704.6,53864.8,0.273
4-41 street_summer_2014,4-41 street,2014,9020.0,53864.8,0.1675
4-41 street_summer_2016,4-41 street,2016,2106.8,53864.8,0.0391
4-41 street_summer_2019,4-41 street,2019,22026.0,53864.8,0.4089
4-41 street_summer_2022,4-41 street,2022,17732.0,53864.8,0.3292
4-41 street_summer_2023,4-41 street,2023,160.0,53864.8,0.003
4-41 street_summer_2025,4-41 street,2025,4467.0,53864.8,0.0829
4-42 avenue_summer_2005,4-42 avenue,2005,9932.3,49001.1,0.2027
4-42 avenue_summer_2007,4-42 avenue,2007,9551.1,49001.1,0.1949
4-42 avenue_summer_2010,4-42 avenue,2010,23769.4,49001.1,0.4851
4-42 avenue_summer_2013,4-42 avenue,2013,10669.4,49001.1,0.2177
4-42 avenue_summer_2014,4-42 avenue,2014,2350.3,49001.1,0.048
4-42 avenue_summer_2015,4-42 avenue,2015,8062.1,49001.1,0.1645
4-42 avenue_summer_2017,4-42 avenue,2017,3588.5,49001.1,0.0732
4-42 avenue_summer_2018,4-42 avenue,2018,9014.8,49001.1,0.184
4-42 avenue_summer_2019,4-42 avenue,2019,3522.9,49001.1,0.0719
4-42 avenue_summer_2023,4-42 avenue,2023,35334.0,49001.1,0.7211
4-42 avenue_summer_2024,4-42 avenue,2024,235.0,49001.1,0.0048
4-42 avenue_summer_2025,4-42 avenue,2025,9225.0,49001.1,0.1883
4-42 avenue_summer_2026,4-42 avenue,2026,23468.0,49001.1,0.4789
4-42 place_summer_2022,4-42 place,2022,5568.0,380.7,14.6257
4-42 road_summer_2005,4-42 road,2005,3018.3,6799.5,0.4439
4-42 road_summer_2019,4-42 road,2019,3018.3,6799.5,0.4439
4-42 street_summer_2011,4-42 street,2011,26175.9,53058.3,0.4933
4-42 street_summer_2012,4-42 street,2012,13315.4,53058.3,0.251
4-42 street_summer_2014,4-42 street,2014,11659.8,53058.3,0.2198
4-42 street_summer_2016,4-42 street,2016,9392.2,53058.3,0.177
4-42 street_summer_2018,4-42 street,2018,7134.0,53058.3,0.1345
4-42 street_summer_2019,4-42 street,2019,5520.5,53058.3,0.104
4-42 street_summer_2021,4-42 street,2021,7936.0,53058.3,0.1496
4-42 street_summer_2022,4-42 street,2022,13660.0,53058.3,0.2575
4-42 street_summer_2023,4-42 street,2023,394.0,53058.3,0.0074
4-42 street_summer_2025,4-42 street,2025,167.0,53058.3,0.0031
4-43 avenue_summer_2003,4-43 avenue,2003,3821.5,132923.6,0.0287
4-43 avenue_summer_2005,4-43 avenue,2005,16920.8,132923.6,0.1273
4-43 avenue_summer_2006,4-43 avenue,2006,7123.8,132923.6,0.0536
4-43 avenue_summer_2009,4-43 avenue,2009,13833.1,132923.6,0.1041
4-43 avenue_summer_2010,4-43 avenue,2010,13888.4,132923.6,0.1045
4-43 avenue_summer_2011,4-43 avenue,2011,49592.3,132923.6,0.3731
4-43 avenue_summer_2012,4-43 avenue,2012,18646.1,132923.6,0.1403
4-43 avenue_summer_2013,4-43 avenue,2013,64998.7,132923.6,0.489
4-43 avenue_summer_2014,4-43 avenue,2014,3965.6,132923.6,0.0298
4-43 avenue_summer_2015,4-43 avenue,2015,29335.3,132923.6,0.2207
4-43 avenue_summer_2016,4-43 avenue,2016,1200.8,132923.6,0.009
4-43 avenue_summer_2017,4-43 avenue,2017,5462.1,132923.6,0.0411
4-43 avenue_summer_2018,4-43 avenue,2018,20496.5,132923.6,0.1542
4-43 avenue_summer_2019,4-43 avenue,2019,4437.1,132923.6,0.0334
4-43 avenue_summer_2020,4-43 avenue,2020,4721.8,132923.6,0.0355
4-43 avenue_summer_2022,4-43 avenue,2022,21025.0,132923.6,0.1582
4-43 avenue_summer_2023,4-43 avenue,2023,13004.0,132923.6,0.0978
4-43 avenue_summer_2024,4-43 avenue,2024,12567.0,132923.6,0.0945
4-43 avenue_summer_2025,4-43 avenue,2025,25136.0,132923.6,0.1891
