normalized_street_name_season,normalized_street_name,roadwork_season,area,total_area,roadwork_factor
2-washington avenue_summer_2014,2-washington avenue,2014,5128.1,61874.7,0.0829
2-washington avenue_summer_2016,2-washington avenue,2016,4012.7,61874.7,0.0649
2-washington avenue_summer_2017,2-washington avenue,2017,101045.1,61874.7,1.6331
2-washington avenue_summer_2018,2-washington avenue,2018,44591.0,61874.7,0.7207
2-washington avenue_summer_2019,2-washington avenue,2019,14303.4,61874.7,0.2312
2-washington avenue_summer_2021,2-washington avenue,2021,2853.3,61874.7,0.0461
2-washington avenue_summer_2023,2-washington avenue,2023,3969.0,61874.7,0.0641
2-waterbury avenue_summer_2003,2-waterbury avenue,2003,8463.0,37549.5,0.2254
2-waterbury avenue_summer_2011,2-waterbury avenue,2011,8134.0,37549.5,0.2166
2-waterbury avenue_summer_2021,2-waterbury avenue,2021,13341.0,37549.5,0.3553
2-waterbury avenue_summer_2024,2-waterbury avenue,2024,11341.0,37549.5,0.302
2-waterbury avenue_summer_2026,2-waterbury avenue,2026,6937.0,37549.5,0.1847
2-waterloo place_summer_2005,2-waterloo place,2005,971.0,1075.3,0.903
2-waterloo place_summer_2015,2-waterloo place,2015,1278.3,1075.3,1.1888
2-waterloo place_summer_2025,2-waterloo place,2025,989.0,1075.3,0.9197
2-waters avenue_summer_2024,2-waters avenue,2024,1210.0,1228.5,0.9849
2-waters place_summer_2004,2-waters place,2004,132716.9,14607.5,9.0855
2-waters place_summer_2024,2-waters place,2024,28312.0,14607.5,1.9382
2-watson avenue_summer_2008,2-watson avenue,2008,10655.2,42471.9,0.2509
2-watson avenue_summer_2012,2-watson avenue,2012,12602.9,42471.9,0.2967
2-watson avenue_summer_2013,2-watson avenue,2013,1275.0,42471.9,0.03
2-watson avenue_summer_2019,2-watson avenue,2019,72548.1,42471.9,1.7081
2-watt avenue_summer_2016,2-watt avenue,2016,3664.3,3428.5,1.0688
2-wayne avenue_summer_2016,2-wayne avenue,2016,5115.0,4046.6,1.264
2-webb avenue_summer_2006,2-webb avenue,2006,14812.4,11041.8,1.3415
2-webb avenue_summer_2013,2-webb avenue,2013,14518.8,11041.8,1.3149
2-webb avenue_summer_2014,2-webb avenue,2014,47698.1,11041.8,4.3198
2-webster avenue_summer_2006,2-webster avenue,2006,68440.4,156755.6,0.4366
2-webster avenue_summer_2007,2-webster avenue,2007,34682.0,156755.6,0.2212
2-webster avenue_summer_2008,2-webster avenue,2008,70419.0,156755.6,0.4492
2-webster avenue_summer_2010,2-webster avenue,2010,154269.0,156755.6,0.9841
2-webster avenue_summer_2013,2-webster avenue,2013,569971.0,156755.6,3.636
2-webster avenue_summer_2017,2-webster avenue,2017,217845.3,156755.6,1.3897
2-webster avenue_summer_2019,2-webster avenue,2019,25253.3,156755.6,0.1611
2-weeks avenue_summer_2009,2-weeks avenue,2009,14261.8,6995.8,2.0386
2-weeks avenue_summer_2018,2-weeks avenue,2018,12022.8,6995.8,1.7186
2-weiher court_summer_2003,2-weiher court,2003,874.0,866.2,1.009
2-wellman avenue_summer_2019,2-wellman avenue,2019,4522.0,5520.3,0.8192
2-wenner place_summer_2022,2-wenner place,2022,1667.0,1839.9,0.906
2-west 161 street_summer_2010,2-west 161 street,2010,817.0,945.4,0.8642
2-west 161 street_summer_2021,2-west 161 street,2021,814.2,945.4,0.8612
2-west 162 street_summer_2010,2-west 162 street,2010,2756.0,2395.6,1.1504
2-west 162 street_summer_2022,2-west 162 street,2022,83.0,2395.6,0.0346
2-west 162 street_summer_2025,2-west 162 street,2025,2097.0,2395.6,0.8754
2-west 163 street_summer_2010,2-west 163 street,2010,861.0,946.5,0.9097
2-west 163 street_summer_2022,2-west 163 street,2022,83.0,946.5,0.0877
2-west 163 street_summer_2023,2-west 163 street,2023,897.0,946.5,0.9477
2-west 164 street_summer_2010,2-west 164 street,2010,4182.0,2492.8,1.6776
2-west 164 street_summer_2016,2-west 164 street,2016,817.6,2492.8,0.328
2-west 164 street_summer_2023,2-west 164 street,2023,2231.0,2492.8,0.895
2-west 165 street_summer_2005,2-west 165 street,2005,850.0,7407.3,0.1148
2-west 165 street_summer_2016,2-west 165 street,2016,1944.1,7407.3,0.2625
2-west 165 street_summer_2025,2-west 165 street,2025,4217.0,7407.3,0.5693
2-west 166 street_summer_2012,2-west 166 street,2012,634.0,7003.5,0.0905
2-west 166 street_summer_2016,2-west 166 street,2016,4256.0,7003.5,0.6077
2-west 166 street_summer_2021,2-west 166 street,2021,7201.0,7003.5,1.0282
2-west 166 street_summer_2022,2-west 166 street,2022,127.0,7003.5,0.0181
2-west 167 street_summer_2004,2-west 167 street,2004,2670.0,7664.7,0.3484
2-west 167 street_summer_2013,2-west 167 street,2013,5403.9,7664.7,0.705
2-west 167 street_summer_2016,2-west 167 street,2016,11447.9,7664.7,1.4936
2-west 167 street_summer_2023,2-west 167 street,2023,3748.0,7664.7,0.489
2-west 168 street_summer_2013,2-west 168 street,2013,5231.3,6397.1,0.8178
2-west 168 street_summer_2024,2-west 168 street,2024,3928.0,6397.1,0.614
2-west 169 street_summer_2004,2-west 169 street,2004,4147.2,7200.1,0.576
2-west 169 street_summer_2014,2-west 169 street,2014,7686.7,7200.1,1.0676
2-west 170 street_summer_2010,2-west 170 street,2010,1639.0,10775.3,0.1521
2-west 170 street_summer_2013,2-west 170 street,2013,8322.2,10775.3,0.7723
2-west 170 street_summer_2019,2-west 170 street,2019,20921.6,10775.3,1.9416
2-west 170 street_summer_2023,2-west 170 street,2023,6299.0,10775.3,0.5846
2-west 171 street_summer_2011,2-west 171 street,2011,597.0,3518.9,0.1697
2-west 172 street_summer_2008,2-west 172 street,2008,2120.0,4421.9,0.4794
2-west 172 street_summer_2013,2-west 172 street,2013,1520.0,4421.9,0.3437
2-west 172 street_summer_2023,2-west 172 street,2023,2686.0,4421.9,0.6074
2-west 172 street_summer_2024,2-west 172 street,2024,1364.0,4421.9,0.3085
2-west 174 street_summer_2011,2-west 174 street,2011,1259.0,6897.1,0.1825
2-west 174 street_summer_2015,2-west 174 street,2015,6935.7,6897.1,1.0056
2-west 174 street_summer_2017,2-west 174 street,2017,37414.0,6897.1,5.4246
2-west 174 street_summer_2023,2-west 174 street,2023,2039.0,6897.1,0.2956
2-west 175 street_summer_2011,2-west 175 street,2011,1672.0,6282.3,0.2661
2-west 176 street_summer_2015,2-west 176 street,2015,7082.2,13146.0,0.5387
2-west 176 street_summer_2021,2-west 176 street,2021,6861.4,13146.0,0.5219
2-west 177 street_summer_2017,2-west 177 street,2017,6108.8,1435.2,4.2564
2-west 179 street_summer_2013,2-west 179 street,2013,25368.2,4625.9,5.4839
2-west 179 street_summer_2022,2-west 179 street,2022,3901.0,4625.9,0.8433
2-west 180 street_summer_2006,2-west 180 street,2006,1570.0,7878.6,0.1993
2-west 180 street_summer_2013,2-west 180 street,2013,10046.0,7878.6,1.2751
2-west 180 street_summer_2015,2-west 180 street,2015,2465.7,7878.6,0.313
2-west 180 street_summer_2022,2-west 180 street,2022,3832.0,7878.6,0.4864
2-west 181 street_summer_2006,2-west 181 street,2006,3993.0,4181.8,0.9549
2-west 181 street_summer_2015,2-west 181 street,2015,3663.4,4181.8,0.876
2-west 181 street_summer_2016,2-west 181 street,2016,1790.0,4181.8,0.428
2-west 182 street_summer_2015,2-west 182 street,2015,5442.2,4367.0,1.2462
2-west 183 street_summer_2005,2-west 183 street,2005,15844.9,7169.4,2.2101
2-west 183 street_summer_2015,2-west 183 street,2015,4944.6,7169.4,0.6897
2-west 183 street_summer_2017,2-west 183 street,2017,3739.8,7169.4,0.5216
2-west 183 street_summer_2019,2-west 183 street,2019,12202.1,7169.4,1.702
2-west 183 street_summer_2024,2-west 183 street,2024,4409.0,7169.4,0.615
2-west 184 street_summer_2017,2-west 184 street,2017,2388.9,2449.3,0.9753
2-west 188 street_summer_2014,2-west 188 street,2014,2350.0,943.1,2.4918
2-west 188 street_summer_2019,2-west 188 street,2019,28410.7,943.1,30.1248
2-west 188 street_summer_2022,2-west 188 street,2022,536.0,943.1,0.5683
2-west 190 street_summer_2014,2-west 190 street,2014,11227.6,4587.3,2.4475
2-west 190 street_summer_2022,2-west 190 street,2022,3076.0,4587.3,0.6705
2-west 192 street_summer_2005,2-west 192 street,2005,910.0,3414.8,0.2665
2-west 192 street_summer_2014,2-west 192 street,2014,3098.1,3414.8,0.9073
2-west 195 street_summer_2006,2-west 195 street,2006,3911.4,6923.5,0.5649
2-west 195 street_summer_2014,2-west 195 street,2014,4759.7,6923.5,0.6875
2-west 195 street_summer_2020,2-west 195 street,2020,4485.6,6923.5,0.6479
2-west 197 street_summer_2013,2-west 197 street,2013,4714.0,4648.5,1.0141
2-west 205 street_summer_2023,2-west 205 street,2023,4953.0,5707.6,0.8678
2-west 225 street_summer_2005,2-west 225 street,2005,12502.8,1457.2,8.58
2-west 225 street_summer_2016,2-west 225 street,2016,10573.1,1457.2,7.2558
2-west 225 street_summer_2017,2-west 225 street,2017,12580.0,1457.2,8.633
2-west 227 street_summer_2012,2-west 227 street,2012,5705.8,3542.7,1.6106
2-west 227 street_summer_2016,2-west 227 street,2016,2693.8,3542.7,0.7604
2-west 227 street_summer_2020,2-west 227 street,2020,8040.0,3542.7,2.2695
2-west 228 street_summer_2016,2-west 228 street,2016,30040.5,,
2-west 230 street_summer_2007,2-west 230 street,2007,10998.0,31287.2,0.3515
2-west 230 street_summer_2014,2-west 230 street,2014,803.1,31287.2,0.0257
2-west 230 street_summer_2015,2-west 230 street,2015,57788.8,31287.2,1.847
2-west 231 street_summer_2004,2-west 231 street,2004,983.0,23550.3,0.0417
2-west 231 street_summer_2013,2-west 231 street,2013,3300.0,23550.3,0.1401
2-west 231 street_summer_2014,2-west 231 street,2014,2611.8,23550.3,0.1109
2-west 231 street_summer_2015,2-west 231 street,2015,36174.4,23550.3,1.536
2-west 231 street_summer_2025,2-west 231 street,2025,6655.0,23550.3,0.2826
2-west 232 street_summer_2006,2-west 232 street,2006,4560.0,16608.5,0.2746
2-west 232 street_summer_2011,2-west 232 street,2011,11756.3,16608.5,0.7078
2-west 232 street_summer_2012,2-west 232 street,2012,13503.2,16608.5,0.813
2-west 232 street_summer_2022,2-west 232 street,2022,6279.0,16608.5,0.3781
2-west 233 street_summer_2003,2-west 233 street,2003,3240.0,5460.2,0.5934
2-west 233 street_summer_2018,2-west 233 street,2018,26724.0,5460.2,4.8943
2-west 234 street_summer_2011,2-west 234 street,2011,1677.0,7659.2,0.219
2-west 234 street_summer_2019,2-west 234 street,2019,12820.5,7659.2,1.6739
2-west 235 street_summer_2004,2-west 235 street,2004,12591.3,9427.4,1.3356
2-west 235 street_summer_2015,2-west 235 street,2015,12677.5,9427.4,1.3448
2-west 235 street_summer_2026,2-west 235 street,2026,4228.0,9427.4,0.4485
2-west 236 street_summer_2014,2-west 236 street,2014,4464.5,15619.8,0.2858
2-west 236 street_summer_2015,2-west 236 street,2015,3215.7,15619.8,0.2059
2-west 236 street_summer_2016,2-west 236 street,2016,6571.0,15619.8,0.4207
2-west 236 street_summer_2026,2-west 236 street,2026,6881.0,15619.8,0.4405
2-west 237 street_summer_2004,2-west 237 street,2004,4287.0,8407.4,0.5099
2-west 237 street_summer_2012,2-west 237 street,2012,136.5,8407.4,0.0162
2-west 237 street_summer_2016,2-west 237 street,2016,10411.9,8407.4,1.2384
2-west 237 street_summer_2021,2-west 237 street,2021,296.7,8407.4,0.0353
2-west 237 street_summer_2026,2-west 237 street,2026,6833.0,8407.4,0.8127
2-west 238 street_summer_2007,2-west 238 street,2007,1333.0,19787.6,0.0674
2-west 238 street_summer_2014,2-west 238 street,2014,3655.4,19787.6,0.1847
2-west 238 street_summer_2019,2-west 238 street,2019,34771.5,19787.6,1.7572
2-west 239 street_summer_2004,2-west 239 street,2004,11036.5,10056.5,1.0974
2-west 239 street_summer_2016,2-west 239 street,2016,11603.4,10056.5,1.1538
2-west 239 street_summer_2019,2-west 239 street,2019,2065.7,10056.5,0.2054
2-west 239 street_summer_2026,2-west 239 street,2026,7848.0,10056.5,0.7804
2-west 240 street_summer_2004,2-west 240 street,2004,2476.7,5669.4,0.4369
2-west 240 street_summer_2005,2-west 240 street,2005,2476.7,5669.4,0.4369
2-west 240 street_summer_2006,2-west 240 street,2006,2476.7,5669.4,0.4369
2-west 240 street_summer_2007,2-west 240 street,2007,2476.7,5669.4,0.4369
2-west 240 street_summer_2008,2-west 240 street,2008,2476.7,5669.4,0.4369
2-west 240 street_summer_2009,2-west 240 street,2009,2476.7,5669.4,0.4369
2-west 240 street_summer_2010,2-west 240 street,2010,6252.7,5669.4,1.1029
2-west 240 street_summer_2011,2-west 240 street,2011,2476.7,5669.4,0.4369
2-west 240 street_summer_2012,2-west 240 street,2012,2476.7,5669.4,0.4369
2-west 240 street_summer_2013,2-west 240 street,2013,2476.7,5669.4,0.4369
2-west 240 street_summer_2014,2-west 240 street,2014,2476.7,5669.4,0.4369
2-west 240 street_summer_2019,2-west 240 street,2019,12809.4,5669.4,2.2594
2-west 242 street_summer_2010,2-west 242 street,2010,489.0,5257.8,0.093
2-west 242 street_summer_2017,2-west 242 street,2017,6911.1,5257.8,1.3144
2-west 246 street_summer_2008,2-west 246 street,2008,3652.0,11506.2,0.3174
2-west 246 street_summer_2023,2-west 246 street,2023,7447.0,11506.2,0.6472
2-west 252 street_summer_2021,2-west 252 street,2021,2133.3,5384.6,0.3962
2-west 253 street_summer_2018,2-west 253 street,2018,26600.0,3161.5,8.4137
2-west 253 street_summer_2025,2-west 253 street,2025,17514.0,3161.5,5.5398
2-west 254 street_summer_2007,2-west 254 street,2007,7140.0,10732.6,0.6653
2-west 254 street_summer_2008,2-west 254 street,2008,9418.0,10732.6,0.8775
2-west 254 street_summer_2017,2-west 254 street,2017,6066.0,10732.6,0.5652
2-west 254 street_summer_2021,2-west 254 street,2021,13017.6,10732.6,1.2129
2-west 255 street_summer_2007,2-west 255 street,2007,5476.0,2614.8,2.0942
2-west 255 street_summer_2017,2-west 255 street,2017,776.9,2614.8,0.2971
2-west 255 street_summer_2025,2-west 255 street,2025,869.0,2614.8,0.3323
2-west 256 street_summer_2004,2-west 256 street,2004,5473.1,11592.3,0.4721
2-west 256 street_summer_2007,2-west 256 street,2007,5439.0,11592.3,0.4692
2-west 256 street_summer_2017,2-west 256 street,2017,1029.1,11592.3,0.0888
2-west 256 street_summer_2020,2-west 256 street,2020,11429.7,11592.3,0.986
2-west 256 street_summer_2025,2-west 256 street,2025,4334.0,11592.3,0.3739
2-west 259 street_summer_2004,2-west 259 street,2004,9753.2,8503.0,1.147
2-west 259 street_summer_2020,2-west 259 street,2020,15402.7,8503.0,1.8114
2-west 260 street_summer_2008,2-west 260 street,2008,7553.9,7161.8,1.0547
2-west 260 street_summer_2017,2-west 260 street,2017,2817.6,7161.8,0.3934
2-west 260 street_summer_2025,2-west 260 street,2025,6587.0,7161.8,0.9197
2-west 261 street_summer_2004,2-west 261 street,2004,2707.0,8279.8,0.3269
2-west 261 street_summer_2017,2-west 261 street,2017,3685.5,8279.8,0.4451
2-west 261 street_summer_2023,2-west 261 street,2023,3046.0,8279.8,0.3679
2-west 262 street_summer_2010,2-west 262 street,2010,2451.0,2993.3,0.8188
2-west 262 street_summer_2017,2-west 262 street,2017,3835.2,2993.3,1.2813
2-west 263 street_summer_2017,2-west 263 street,2017,19884.2,3894.2,5.1061
2-west burnside avenue_summer_2005,2-west burnside avenue,2005,16920.0,13209.2,1.2809
2-west burnside avenue_summer_2011,2-west burnside avenue,2011,14027.2,13209.2,1.0619
2-west fordham road_summer_2013,2-west fordham road,2013,7121.0,30387.7,0.2343
2-west fordham road_summer_2015,2-west fordham road,2015,163979.8,30387.7,5.3963
2-west kingsbridge road_summer_2017,2-west kingsbridge road,2017,45387.4,23091.9,1.9655
2-west kingsbridge road_summer_2019,2-west kingsbridge road,2019,20238.1,23091.9,0.8764
2-west mosholu parkway north_summer_2019,2-west mosholu parkway north,2019,39546.7,4632.8,8.5362
2-west mosholu parkway south_summer_2011,2-west mosholu parkway south,2011,4088.0,8659.3,0.4721
2-west mosholu parkway south_summer_2012,2-west mosholu parkway south,2012,5873.6,8659.3,0.6783
2-west mount eden avenue_summer_2013,2-west mount eden avenue,2013,3961.8,2376.8,1.6669
2-west street_summer_2014,2-west street,2014,1033.3,439.3,2.3522
2-west street_summer_2026,2-west street,2026,473.0,439.3,1.0767
2-west tremont avenue_summer_2005,2-west tremont avenue,2005,131329.9,22870.1,5.7424
2-west tremont avenue_summer_2015,2-west tremont avenue,2015,212611.8,22870.1,9.2965
2-west tremont avenue_summer_2023,2-west tremont avenue,2023,12116.0,22870.1,0.5298
2-westchester avenue_summer_2004,2-westchester avenue,2004,643600.7,223383.4,2.8811
2-westchester avenue_summer_2007,2-westchester avenue,2007,107464.4,223383.4,0.4811
2-westchester avenue_summer_2008,2-westchester avenue,2008,45730.1,223383.4,0.2047
2-westchester avenue_summer_2009,2-westchester avenue,2009,417522.7,223383.4,1.8691
2-westchester avenue_summer_2010,2-westchester avenue,2010,262249.0,223383.4,1.174
2-westchester avenue_summer_2011,2-westchester avenue,2011,223756.1,223383.4,1.0017
2-westchester avenue_summer_2013,2-westchester avenue,2013,526313.0,223383.4,2.3561
2-westchester avenue_summer_2015,2-westchester avenue,2015,28100.4,223383.4,0.1258
2-westchester avenue_summer_2019,2-westchester avenue,2019,157596.3,223383.4,0.7055
2-westchester avenue_summer_2022,2-westchester avenue,2022,101780.0,223383.4,0.4556
2-westchester avenue_summer_2024,2-westchester avenue,2024,19656.0,223383.4,0.088
2-westchester square_summer_2013,2-westchester square,2013,13223.8,,
2-westchester square_summer_2014,2-westchester square,2014,18103.3,,
2-westervelt avenue_summer_2015,2-westervelt avenue,2015,6000.0,12027.4,0.4989
2-westervelt avenue_summer_2018,2-westervelt avenue,2018,5240.0,12027.4,0.4357
2-westervelt avenue_summer_2025,2-westervelt avenue,2025,6089.0,12027.4,0.5063
2-wheeler avenue_summer_2009,2-wheeler avenue,2009,2389.0,13823.3,0.1728
2-wheeler avenue_summer_2017,2-wheeler avenue,2017,17475.5,13823.3,1.2642
2-white plains road_summer_2005,2-white plains road,2005,17173.2,301481.3,0.057
2-white plains road_summer_2007,2-white plains road,2007,55582.6,301481.3,0.1844
2-white plains road_summer_2008,2-white plains road,2008,73202.5,301481.3,0.2428
2-white plains road_summer_2009,2-white plains road,2009,50333.6,301481.3,0.167
2-white plains road_summer_2010,2-white plains road,2010,241822.7,301481.3,0.8021
2-white plains road_summer_2011,2-white plains road,2011,150080.8,301481.3,0.4978
2-white plains road_summer_2018,2-white plains road,2018,38566.9,301481.3,0.1279
2-white plains road_summer_2019,2-white plains road,2019,120018.2,301481.3,0.3981
2-white plains road_summer_2021,2-white plains road,2021,106973.6,301481.3,0.3548
2-white plains road_summer_2022,2-white plains road,2022,111360.7,301481.3,0.3694
2-white plains road_summer_2024,2-white plains road,2024,25000.0,301481.3,0.0829
2-whitehall place_summer_2017,2-whitehall place,2017,1140.8,1172.1,0.9733
2-whitlock avenue_summer_2003,2-whitlock avenue,2003,24820.0,9765.7,2.5415
2-whitlock avenue_summer_2012,2-whitlock avenue,2012,55700.0,9765.7,5.7036
2-whitlock avenue_summer_2013,2-whitlock avenue,2013,17680.0,9765.7,1.8104
2-wickham avenue_summer_2007,2-wickham avenue,2007,7982.0,30997.2,0.2575
2-wickham avenue_summer_2012,2-wickham avenue,2012,2465.0,30997.2,0.0795
2-wickham avenue_summer_2016,2-wickham avenue,2016,18855.4,30997.2,0.6083
2-wickham avenue_summer_2018,2-wickham avenue,2018,5886.7,30997.2,0.1899
2-wickham avenue_summer_2020,2-wickham avenue,2020,3918.8,30997.2,0.1264
2-wickham avenue_summer_2022,2-wickham avenue,2022,13656.0,30997.2,0.4406
2-wickham avenue_summer_2024,2-wickham avenue,2024,6982.0,30997.2,0.2252
2-wilcox avenue_summer_2017,2-wilcox avenue,2017,7923.1,13657.3,0.5801
2-wilcox avenue_summer_2022,2-wilcox avenue,2022,333.0,13657.3,0.0244
2-wilder avenue_summer_2005,2-wilder avenue,2005,7269.0,21760.5,0.334
2-wilder avenue_summer_2015,2-wilder avenue,2015,6883.3,21760.5,0.3163
2-wilder avenue_summer_2021,2-wilder avenue,2021,27881.2,21760.5,1.2813
2-wilder avenue_summer_2023,2-wilder avenue,2023,1184.0,21760.5,0.0544
2-wilder avenue_summer_2024,2-wilder avenue,2024,6347.0,21760.5,0.2917
2-wilkinson avenue_summer_2006,2-wilkinson avenue,2006,4909.8,10457.9,0.4695
2-wilkinson avenue_summer_2016,2-wilkinson avenue,2016,7287.3,10457.9,0.6968
2-wilkinson avenue_summer_2020,2-wilkinson avenue,2020,888.3,10457.9,0.0849
2-wilkinson avenue_summer_2024,2-wilkinson avenue,2024,9863.0,10457.9,0.9431
2-willett avenue_summer_2015,2-willett avenue,2015,10875.0,8282.1,1.3131
2-william avenue_summer_2024,2-william avenue,2024,3304.0,3455.9,0.956
2-william place_summer_2004,2-william place,2004,4400.0,497.9,8.8371
2-williamsbridge road_summer_2006,2-williamsbridge road,2006,46464.6,68710.8,0.6762
2-williamsbridge road_summer_2008,2-williamsbridge road,2008,16960.0,68710.8,0.2468
2-williamsbridge road_summer_2009,2-williamsbridge road,2009,82211.0,68710.8,1.1965
2-williamsbridge road_summer_2011,2-williamsbridge road,2011,18601.0,68710.8,0.2707
2-williamsbridge road_summer_2013,2-williamsbridge road,2013,31774.8,68710.8,0.4624
2-williamsbridge road_summer_2017,2-williamsbridge road,2017,27472.1,68710.8,0.3998
2-williamsbridge road_summer_2018,2-williamsbridge road,2018,37685.0,68710.8,0.5485
2-williamsbridge road_summer_2024,2-williamsbridge road,2024,67684.0,68710.8,0.9851
2-willis avenue_summer_2007,2-willis avenue,2007,44342.2,24823.4,1.7863
2-willow avenue_summer_2011,2-willow avenue,2011,5659.0,6116.5,0.9252
2-willow lane_summer_2016,2-willow lane,2016,4847.8,2903.8,1.6695
2-wilson avenue_summer_2011,2-wilson avenue,2011,21956.0,31750.8,0.6915
2-wilson avenue_summer_2015,2-wilson avenue,2015,2024.0,31750.8,0.0637
2-wilson avenue_summer_2025,2-wilson avenue,2025,9274.0,31750.8,0.2921
2-wood avenue_summer_2012,2-wood avenue,2012,6865.8,4143.0,1.6572
2-woodhull avenue_summer_2015,2-woodhull avenue,2015,7299.8,12843.9,0.5683
2-woodhull avenue_summer_2018,2-woodhull avenue,2018,31282.4,12843.9,2.4356
2-woodhull avenue_summer_2025,2-woodhull avenue,2025,5745.0,12843.9,0.4473
2-woodmansten place_summer_2024,2-woodmansten place,2024,600.0,742.8,0.8078
2-woodycrest avenue_summer_2003,2-woodycrest avenue,2003,9298.8,12293.5,0.7564
2-woodycrest avenue_summer_2008,2-woodycrest avenue,2008,767.4,12293.5,0.0624
2-woodycrest avenue_summer_2010,2-woodycrest avenue,2010,9950.0,12293.5,0.8094
2-woodycrest avenue_summer_2012,2-woodycrest avenue,2012,7607.4,12293.5,0.6188
2-woodycrest avenue_summer_2022,2-woodycrest avenue,2022,9102.0,12293.5,0.7404
2-woodycrest avenue_summer_2024,2-woodycrest avenue,2024,3757.0,12293.5,0.3056
2-worthen street_summer_2011,2-worthen street,2011,5291.0,9414.8,0.562
2-worthen street_summer_2021,2-worthen street,2021,2460.4,9414.8,0.2613
2-wyatt street_summer_2009,2-wyatt street,2009,2496.0,3809.9,0.6551
2-wythe place_summer_2007,2-wythe place,2007,2860.0,3019.5,0.9472
2-wythe place_summer_2019,2-wythe place,2019,3241.3,3019.5,1.0735
2-yates avenue_summer_2009,2-yates avenue,2009,30426.0,33030.7,0.9211
2-yates avenue_summer_2020,2-yates avenue,2020,17435.2,33030.7,0.5278
2-yates avenue_summer_2022,2-yates avenue,2022,41706.0,33030.7,1.2626
2-young avenue_summer_2011,2-young avenue,2011,3507.0,13710.6,0.2558
2-young avenue_summer_2012,2-young avenue,2012,8698.0,13710.6,0.6344
2-young avenue_summer_2021,2-young avenue,2021,1695.8,13710.6,0.1237
2-young avenue_summer_2025,2-young avenue,2025,7145.0,13710.6,0.5211
2-zerega avenue_summer_2009,2-zerega avenue,2009,58270.4,62732.5,0.9289
2-zerega avenue_summer_2018,2-zerega avenue,2018,22883.3,62732.5,0.3648
2-zerega avenue_summer_2019,2-zerega avenue,2019,32723.0,62732.5,0.5216
2-zerega avenue_summer_2020,2-zerega avenue,2020,47448.5,62732.5,0.7564
2-zulette avenue_summer_2004,2-zulette avenue,2004,1973.0,10131.0,0.1947
2-zulette avenue_summer_2006,2-zulette avenue,2006,633.0,10131.0,0.0625
2-zulette avenue_summer_2016,2-zulette avenue,2016,9506.9,10131.0,0.9384
2-zulette avenue_summer_2018,2-zulette avenue,2018,7581.2,10131.0,0.7483
3-1 avenue_summer_2016,3-1 avenue,2016,29898.7,27762.7,1.0769
3-1 court_summer_2019,3-1 court,2019,1336.7,1513.1,0.8834
3-1 court_summer_2023,3-1 court,2023,194.0,1513.1,0.1282
3-1 place_summer_2021,3-1 place,2021,5706.7,4405.6,1.2953
3-1 place_summer_2024,3-1 place,2024,148.0,4405.6,0.0336
3-1 street_summer_2004,3-1 street,2004,34542.4,19251.9,1.7942
3-1 street_summer_2016,3-1 street,2016,14636.7,19251.9,0.7603
3-1 street_summer_2017,3-1 street,2017,14426.7,19251.9,0.7494
3-1 street_summer_2023,3-1 street,2023,140.0,19251.9,0.0073
3-1 street_summer_2024,3-1 street,2024,9732.0,19251.9,0.5055
3-10 avenue_summer_2007,3-10 avenue,2007,11200.0,59983.9,0.1867
3-10 avenue_summer_2009,3-10 avenue,2009,1099.0,59983.9,0.0183
3-10 avenue_summer_2014,3-10 avenue,2014,6822.9,59983.9,0.1137
3-10 avenue_summer_2015,3-10 avenue,2015,18642.7,59983.9,0.3108
3-10 avenue_summer_2016,3-10 avenue,2016,2459.1,59983.9,0.041
3-10 avenue_summer_2018,3-10 avenue,2018,5016.0,59983.9,0.0836
3-10 avenue_summer_2020,3-10 avenue,2020,24332.2,59983.9,0.4056
3-10 avenue_summer_2021,3-10 avenue,2021,8560.0,59983.9,0.1427
3-10 avenue_summer_2023,3-10 avenue,2023,400.0,59983.9,0.0067
3-10 avenue_summer_2024,3-10 avenue,2024,287.0,59983.9,0.0048
3-10 avenue_summer_2025,3-10 avenue,2025,447.0,59983.9,0.0075
3-10 street_summer_2017,3-10 street,2017,19213.4,19809.4,0.9699
3-10 street_summer_2018,3-10 street,2018,2463.3,19809.4,0.1244
3-100 street_summer_2014,3-100 street,2014,2832.0,3081.1,0.9192
3-100 street_summer_2025,3-100 street,2025,2912.0,3081.1,0.9451
3-101 avenue_summer_2006,3-101 avenue,2006,8239.1,1052.0,7.8318
3-101 street_summer_2014,3-101 street,2014,7106.7,3751.8,1.8942
3-101 street_summer_2025,3-101 street,2025,3594.0,3751.8,0.9579
3-11 avenue_summer_2007,3-11 avenue,2007,7766.8,57270.7,0.1356
3-11 avenue_summer_2008,3-11 avenue,2008,21073.0,57270.7,0.368
3-11 avenue_summer_2009,3-11 avenue,2009,1376.0,57270.7,0.024
3-11 avenue_summer_2010,3-11 avenue,2010,20643.0,57270.7,0.3604
3-11 avenue_summer_2012,3-11 avenue,2012,15825.8,57270.7,0.2763
3-11 avenue_summer_2015,3-11 avenue,2015,4895.3,57270.7,0.0855
3-11 avenue_summer_2019,3-11 avenue,2019,2357.3,57270.7,0.0412
3-11 avenue_summer_2020,3-11 avenue,2020,19078.7,57270.7,0.3331
3-11 avenue_summer_2021,3-11 avenue,2021,31720.7,57270.7,0.5539
3-11 avenue_summer_2023,3-11 avenue,2023,239.0,57270.7,0.0042
3-11 avenue_summer_2024,3-11 avenue,2024,293.0,57270.7,0.0051
