normalized_street_name_season,normalized_street_name,roadwork_season,sqyd-days,area,total_area,roadwork_factor
2-east 213 street_2022,2-east 213 street,2022,2658.0,1329.0,18082.3,0.0735
2-east 214 street_2022,2-east 214 street,2022,1110.0,555.0,14804.6,0.0375
2-east 215 street_2022,2-east 215 street,2022,1344.0,672.0,13195.1,0.0509
2-east 216 street_2022,2-east 216 street,2022,1068.0,534.0,14730.6,0.0363
2-east 216 street_2023,2-east 216 street,2023,37436.0,17552.0,14730.6,1.1915
2-east 217 street_2024,2-east 217 street,2024,498.0,249.0,10871.7,0.0229
2-east 218 street_2024,2-east 218 street,2024,442.0,221.0,9470.4,0.0233
2-east 220 street_2024,2-east 220 street,2024,442.0,221.0,12250.0,0.018
2-east 221 street_2023,2-east 221 street,2023,178.0,89.0,16678.8,0.0053
2-east 221 street_2024,2-east 221 street,2024,474.0,237.0,16678.8,0.0142
2-east 222 street_2016,2-east 222 street,2016,37856.0,12618.7,65873.6,0.1916
2-east 222 street_2019,2-east 222 street,2019,1027217.8,102721.8,65873.6,1.5594
2-east 222 street_2020,2-east 222 street,2020,871010.4,96778.9,65873.6,1.4692
2-east 222 street_2024,2-east 222 street,2024,1096.0,548.0,65873.6,0.0083
2-east 223 street_2017,2-east 223 street,2017,28446.7,14223.4,21286.8,0.6682
2-east 223 street_2024,2-east 223 street,2024,20092.0,10046.0,21286.8,0.4719
2-east 224 street_2017,2-east 224 street,2017,130479.9,16310.0,23058.1,0.7073
2-east 224 street_2024,2-east 224 street,2024,37842.0,18921.0,23058.1,0.8206
2-east 225 street_2017,2-east 225 street,2017,45546.7,11386.7,20739.8,0.549
2-east 225 street_2023,2-east 225 street,2023,141202.0,70601.0,20739.8,3.4041
2-east 225 street_2024,2-east 225 street,2024,428.0,214.0,20739.8,0.0103
2-east 226 street_2017,2-east 226 street,2017,185021.9,30837.0,15256.9,2.0212
2-east 226 street_2022,2-east 226 street,2022,544.0,272.0,15256.9,0.0178
2-east 227 street_2021,2-east 227 street,2021,12217.3,6108.7,13180.8,0.4635
2-east 227 street_2022,2-east 227 street,2022,544.0,272.0,13180.8,0.0206
2-east 228 street_2017,2-east 228 street,2017,45370.0,15123.3,13233.4,1.1428
2-east 228 street_2022,2-east 228 street,2022,544.0,272.0,13233.4,0.0206
2-east 229 street_2021,2-east 229 street,2021,360078.4,48836.0,29641.3,1.6476
2-east 229 street_2022,2-east 229 street,2022,544.0,272.0,29641.3,0.0092
2-east 229 street_2024,2-east 229 street,2024,556.0,278.0,29641.3,0.0094
2-east 230 street_2022,2-east 230 street,2022,42216.0,21108.0,13220.2,1.5966
2-east 231 street_2017,2-east 231 street,2017,174533.3,21816.7,16878.3,1.2926
2-east 231 street_2022,2-east 231 street,2022,544.0,272.0,16878.3,0.0161
2-east 232 street_2021,2-east 232 street,2021,530363.3,35936.7,15449.5,2.3261
2-east 232 street_2022,2-east 232 street,2022,544.0,272.0,15449.5,0.0176
2-east 233 street_2016,2-east 233 street,2016,125249.4,41749.8,89707.4,0.4654
2-east 233 street_2019,2-east 233 street,2019,18635.1,9317.6,89707.4,0.1039
2-east 233 street_2022,2-east 233 street,2022,934.0,467.0,89707.4,0.0052
2-east 234 street_2020,2-east 234 street,2020,50281.2,10453.0,13103.1,0.7978
2-east 234 street_2022,2-east 234 street,2022,934.0,467.0,13103.1,0.0356
2-east 234 street_2023,2-east 234 street,2023,200.0,100.0,13103.1,0.0076
2-east 235 street_2019,2-east 235 street,2019,12240.1,4080.0,16253.4,0.251
2-east 235 street_2020,2-east 235 street,2020,40534.6,4053.5,16253.4,0.2494
2-east 235 street_2022,2-east 235 street,2022,466.0,233.0,16253.4,0.0143
2-east 235 street_2023,2-east 235 street,2023,186.0,93.0,16253.4,0.0057
2-east 236 street_2018,2-east 236 street,2018,10917.4,5458.7,19412.8,0.2812
2-east 236 street_2022,2-east 236 street,2022,12842.0,6421.0,19412.8,0.3308
2-east 236 street_2023,2-east 236 street,2023,186.0,93.0,19412.8,0.0048
2-east 237 street_2018,2-east 237 street,2018,44326.3,11081.6,19542.1,0.5671
2-east 237 street_2022,2-east 237 street,2022,16918.0,8459.0,19542.1,0.4329
2-east 237 street_2023,2-east 237 street,2023,162.0,81.0,19542.1,0.0041
2-east 238 street_2022,2-east 238 street,2022,594.0,297.0,6552.4,0.0453
2-east 238 street_2023,2-east 238 street,2023,28145.0,10360.0,6552.4,1.5811
2-east 239 street_2018,2-east 239 street,2018,83958.6,12145.6,13078.6,0.9287
2-east 239 street_2022,2-east 239 street,2022,466.0,233.0,13078.6,0.0178
2-east 239 street_2023,2-east 239 street,2023,174.0,87.0,13078.6,0.0067
2-east 240 street_2018,2-east 240 street,2018,146893.2,6386.7,11104.6,0.5751
2-east 240 street_2022,2-east 240 street,2022,460.0,230.0,11104.6,0.0207
2-east 240 street_2023,2-east 240 street,2023,20624.0,10312.0,11104.6,0.9286
2-east 241 street_2019,2-east 241 street,2019,353763.6,88440.9,31731.1,2.7872
2-east 241 street_2023,2-east 241 street,2023,6038.0,3019.0,31731.1,0.0951
2-east 242 street_2018,2-east 242 street,2018,7222.2,3611.1,9883.7,0.3654
2-east 242 street_2020,2-east 242 street,2020,9386.6,4693.3,9883.7,0.4749
2-east 242 street_2023,2-east 242 street,2023,11022.0,5511.0,9883.7,0.5576
2-east 243 street_2018,2-east 243 street,2018,6271.6,3135.8,2726.9,1.15
2-east 243 street_2023,2-east 243 street,2023,2700.0,1350.0,2726.9,0.4951
2-east fordham road_2022,2-east fordham road,2022,150250.0,66511.0,48458.9,1.3725
2-east gun hill road_2016,2-east gun hill road,2016,116935.6,38978.5,103360.9,0.3771
2-east gun hill road_2017,2-east gun hill road,2017,230183.8,23018.4,103360.9,0.2227
2-east gun hill road_2018,2-east gun hill road,2018,1012532.4,144647.5,103360.9,1.3994
2-east gun hill road_2019,2-east gun hill road,2019,766530.7,69684.6,103360.9,0.6742
2-east gun hill road_2022,2-east gun hill road,2022,4000.0,2000.0,103360.9,0.0193
2-east kingsbridge road_2017,2-east kingsbridge road,2017,455825.7,92369.1,20840.1,4.4323
2-east kingsbridge road_2021,2-east kingsbridge road,2021,119891.6,59945.8,20840.1,2.8765
2-east mosholu parkway south_2019,2-east mosholu parkway south,2019,380846.6,63474.4,13838.9,4.5867
2-east mosholu parkway south_2025,2-east mosholu parkway south,2025,34594.0,17297.0,13838.9,1.2499
2-east mount eden avenue_2019,2-east mount eden avenue,2019,4348.9,2174.4,5698.7,0.3816
2-east mount eden avenue_2023,2-east mount eden avenue,2023,50550.0,9543.0,5698.7,1.6746
2-east mount eden avenue_2025,2-east mount eden avenue,2025,4026.0,2013.0,5698.7,0.3532
2-east tremont avenue_2016,2-east tremont avenue,2016,2757835.1,469330.5,212668.8,2.2069
2-east tremont avenue_2019,2-east tremont avenue,2019,35540.9,17770.5,212668.8,0.0836
2-east tremont avenue_2020,2-east tremont avenue,2020,745912.6,149182.5,212668.8,0.7015
2-east tremont avenue_2022,2-east tremont avenue,2022,49474.0,24737.0,212668.8,0.1163
2-east tremont avenue_2023,2-east tremont avenue,2023,78878.0,7107.0,212668.8,0.0334
2-eastburn avenue_2018,2-eastburn avenue,2018,12496.0,6248.0,4614.0,1.3541
2-eastburn avenue_2023,2-eastburn avenue,2023,6484.0,3242.0,4614.0,0.7026
2-eastchester road_2016,2-eastchester road,2016,1191290.0,249465.4,105187.0,2.3716
2-eastchester road_2025,2-eastchester road,2025,38864.0,19432.0,105187.0,0.1847
2-echo place_2021,2-echo place,2021,13208.9,6604.5,3763.3,1.755
2-edenwald avenue_2016,2-edenwald avenue,2016,56686.0,14171.5,18556.0,0.7637
2-edison avenue_2019,2-edison avenue,2019,39620.7,5660.1,40744.2,0.1389
2-edison avenue_2021,2-edison avenue,2021,71201.1,14240.2,40744.2,0.3495
2-edison avenue_2022,2-edison avenue,2022,270.0,135.0,40744.2,0.0033
2-edison avenue_2024,2-edison avenue,2024,15112.0,7556.0,40744.2,0.1854
2-edson avenue_2016,2-edson avenue,2016,92345.6,20018.0,36058.3,0.5552
2-edson avenue_2018,2-edson avenue,2018,208413.6,104206.8,36058.3,2.89
2-edson avenue_2024,2-edson avenue,2024,9170.0,4585.0,36058.3,0.1272
2-effingham avenue_2023,2-effingham avenue,2023,388.0,194.0,2320.8,0.0836
2-elder avenue_2017,2-elder avenue,2017,92330.0,18466.0,15043.1,1.2275
2-elder avenue_2018,2-elder avenue,2018,5072.3,2536.1,15043.1,0.1686
2-elliot place_2024,2-elliot place,2024,18760.0,9380.0,3584.5,2.6168
2-ellis avenue_2019,2-ellis avenue,2019,18755.0,3751.0,18801.0,0.1995
2-ellis avenue_2023,2-ellis avenue,2023,312.0,156.0,18801.0,0.0083
2-ellis place_2018,2-ellis place,2018,2601.0,1300.5,435.2,2.9883
2-ellis place_2024,2-ellis place,2024,134.0,67.0,435.2,0.154
2-ellsworth avenue_2021,2-ellsworth avenue,2021,67996.4,16999.1,19884.2,0.8549
2-ellsworth avenue_2022,2-ellsworth avenue,2022,288.0,144.0,19884.2,0.0072
2-elm place_2017,2-elm place,2017,3197.4,1598.7,4118.3,0.3882
2-elm place_2021,2-elm place,2021,9126.5,3042.2,4118.3,0.7387
2-elsmere place_2022,2-elsmere place,2022,8380.0,4190.0,5104.2,0.8209
2-elton avenue_2022,2-elton avenue,2022,4352.0,2176.0,9930.9,0.2191
2-ely avenue_2018,2-ely avenue,2018,88380.5,12625.8,41310.1,0.3056
2-ely avenue_2020,2-ely avenue,2020,12900.0,4300.0,41310.1,0.1041
2-ely avenue_2023,2-ely avenue,2023,33279.0,9869.0,41310.1,0.2389
2-ely avenue_2024,2-ely avenue,2024,34386.0,17193.0,41310.1,0.4162
2-emerson avenue_2020,2-emerson avenue,2020,13527.8,3381.9,5198.7,0.6505
2-esplanade_2024,2-esplanade,2024,724.0,362.0,26979.1,0.0134
2-esplanade_2025,2-esplanade,2025,36826.0,16613.0,26979.1,0.6158
2-evelyn place_2024,2-evelyn place,2024,226.0,113.0,2962.0,0.0381
2-evergreen avenue_2022,2-evergreen avenue,2022,26420.0,13210.0,12195.7,1.0832
2-exterior street_2022,2-exterior street,2022,38672.0,19336.0,28415.9,0.6805
2-exterior street_2025,2-exterior street,2025,100062.0,50031.0,28415.9,1.7607
2-faile street_2019,2-faile street,2019,189234.7,50679.3,30494.9,1.6619
2-faile street_2023,2-faile street,2023,662.0,331.0,30494.9,0.0109
2-faraday avenue_2021,2-faraday avenue,2021,59114.3,29557.2,2087.2,14.1612
2-featherbed lane_2017,2-featherbed lane,2017,68229.0,34114.5,11107.4,3.0713
2-featherbed lane_2022,2-featherbed lane,2022,20510.0,10255.0,11107.4,0.9233
2-fenton avenue_2021,2-fenton avenue,2021,125279.1,31213.2,27342.4,1.1416
2-fenton avenue_2023,2-fenton avenue,2023,256.0,128.0,27342.4,0.0047
2-fenton avenue_2024,2-fenton avenue,2024,906.0,453.0,27342.4,0.0166
2-field place_2021,2-field place,2021,336.0,168.0,3500.5,0.048
2-field place_2024,2-field place,2024,250.0,125.0,3500.5,0.0357
2-fieldston road_2016,2-fieldston road,2016,548504.4,173858.2,36312.3,4.7879
2-fieldston road_2017,2-fieldston road,2017,28650.5,6694.6,36312.3,0.1844
2-fieldston road_2019,2-fieldston road,2019,1311863.2,262372.6,36312.3,7.2254
2-fieldston road_2025,2-fieldston road,2025,14134.0,7067.0,36312.3,0.1946
2-findlay avenue_2017,2-findlay avenue,2017,14924.4,3731.1,10433.1,0.3576
2-findlay avenue_2022,2-findlay avenue,2022,48736.0,24368.0,10433.1,2.3356
2-findlay avenue_2024,2-findlay avenue,2024,27486.0,13743.0,10433.1,1.3172
2-fink avenue_2024,2-fink avenue,2024,2432.0,1216.0,2315.4,0.5252
2-fish avenue_2021,2-fish avenue,2021,17911.3,8955.7,21770.7,0.4114
2-fish avenue_2023,2-fish avenue,2023,256.0,128.0,21770.7,0.0059
2-fish avenue_2024,2-fish avenue,2024,928.0,464.0,21770.7,0.0213
2-fletcher place_2019,2-fletcher place,2019,1246.0,623.0,611.6,1.0186
2-food center drive_2022,2-food center drive,2022,56364.0,28182.0,25826.7,1.0912
2-fordham place_2024,2-fordham place,2024,7356.0,3678.0,2089.8,1.76
2-fordham street_2024,2-fordham street,2024,28202.0,14101.0,7242.6,1.947
2-forest avenue_2022,2-forest avenue,2022,2720.0,1360.0,9647.9,0.141
2-forest avenue_2024,2-forest avenue,2024,7282.0,3641.0,9647.9,0.3774
2-forest avenue_2025,2-forest avenue,2025,10764.0,5382.0,9647.9,0.5578
2-forster place_2025,2-forster place,2025,56.0,28.0,168.8,0.1659
2-fort charles place_2016,2-fort charles place,2016,27272.5,13636.2,,
2-fort independence street_2020,2-fort independence street,2020,730483.4,182620.8,6322.5,28.8843
2-fort independence street_2025,2-fort independence street,2025,2790.0,1395.0,6322.5,0.2206
2-fowler avenue_2016,2-fowler avenue,2016,81173.3,10146.7,10425.7,0.9732
2-fox street_2018,2-fox street,2018,153735.7,25622.6,20104.8,1.2745
2-fox street_2021,2-fox street,2021,336.0,168.0,20104.8,0.0084
2-fox street_2022,2-fox street,2022,1218.0,609.0,20104.8,0.0303
2-fox street_2024,2-fox street,2024,2576.0,1288.0,20104.8,0.0641
2-fox street_2025,2-fox street,2025,69660.0,34830.0,20104.8,1.7324
2-franklin avenue_2017,2-franklin avenue,2017,53368.4,13342.1,15358.8,0.8687
2-freeman street_2023,2-freeman street,2023,41358.0,20679.0,16392.3,1.2615
2-freeman street_2024,2-freeman street,2024,1192.0,596.0,16392.3,0.0364
2-frisby avenue_2018,2-frisby avenue,2018,22768.3,7589.4,6264.1,1.2116
2-fteley avenue_2018,2-fteley avenue,2018,108550.1,18091.7,15542.3,1.164
2-fteley avenue_2019,2-fteley avenue,2019,2333.1,1166.6,15542.3,0.0751
2-fteley avenue_2024,2-fteley avenue,2024,4772.0,2386.0,15542.3,0.1535
2-fuller street_2022,2-fuller street,2022,3254.0,1627.0,1567.1,1.0382
2-fulton avenue_2018,2-fulton avenue,2018,185289.6,23161.2,18398.0,1.2589
2-fulton avenue_2022,2-fulton avenue,2022,29140.0,14570.0,18398.0,0.7919
2-furman avenue_2018,2-furman avenue,2018,545831.5,20993.5,10499.0,1.9996
2-gale place_2021,2-gale place,2021,17869.5,5956.5,999.9,5.9571
2-gale place_2023,2-gale place,2023,272.0,136.0,999.9,0.136
2-garrett place_2020,2-garrett place,2020,2292.8,1146.4,1150.4,0.9965
2-garrett place_2024,2-garrett place,2024,296.0,148.0,1150.4,0.1287
2-gerard avenue_2018,2-gerard avenue,2018,532931.6,88821.9,36804.4,2.4134
2-gerard avenue_2021,2-gerard avenue,2021,181444.6,15031.6,36804.4,0.4084
2-gerard avenue_2025,2-gerard avenue,2025,27862.0,13931.0,36804.4,0.3785
2-giegerich place_2023,2-giegerich place,2023,24362.0,12181.0,3042.6,4.0035
2-giles place_2020,2-giles place,2020,21984.5,10992.2,1599.9,6.8706
2-gillespie avenue_2016,2-gillespie avenue,2016,116151.5,16593.1,6739.6,2.462
2-gillespie avenue_2024,2-gillespie avenue,2024,332.0,166.0,6739.6,0.0246
2-givan avenue_2018,2-givan avenue,2018,76942.4,15388.5,31911.4,0.4822
2-givan avenue_2020,2-givan avenue,2020,97033.4,19406.7,31911.4,0.6081
2-givan avenue_2021,2-givan avenue,2021,20927.0,10463.5,31911.4,0.3279
2-gleason avenue_2019,2-gleason avenue,2019,83916.2,20979.0,28793.5,0.7286
2-gleason avenue_2023,2-gleason avenue,2023,312.0,156.0,28793.5,0.0054
2-gleason avenue_2025,2-gleason avenue,2025,22960.0,11480.0,28793.5,0.3987
2-glebe avenue_2022,2-glebe avenue,2022,27562.0,13781.0,9580.7,1.4384
2-glebe avenue_2024,2-glebe avenue,2024,480.0,240.0,9580.7,0.0251
2-glennon place_2023,2-glennon place,2023,21502.0,10751.0,1791.6,6.0008
2-glover street_2018,2-glover street,2018,198682.1,18062.0,5540.5,3.26
2-goble place_2025,2-goble place,2025,3582.0,1791.0,2094.3,0.8552
2-godwin terrace_2022,2-godwin terrace,2022,226.0,113.0,6839.2,0.0165
2-godwin terrace_2025,2-godwin terrace,2025,378.0,189.0,6839.2,0.0276
2-gouverneur avenue_2021,2-gouverneur avenue,2021,37131.4,7426.3,3734.7,1.9885
2-gouverneur place_2024,2-gouverneur place,2024,192.0,96.0,1293.3,0.0742
2-grace avenue_2016,2-grace avenue,2016,16695.1,5565.0,32283.3,0.1724
2-grace avenue_2018,2-grace avenue,2018,71014.3,10144.9,32283.3,0.3142
2-grace avenue_2023,2-grace avenue,2023,30272.0,15136.0,32283.3,0.4688
2-grace avenue_2024,2-grace avenue,2024,12118.0,6059.0,32283.3,0.1877
2-grand avenue_2019,2-grand avenue,2019,37176.9,7435.4,27694.5,0.2685
2-grand avenue_2023,2-grand avenue,2023,10158.0,4234.0,27694.5,0.1529
2-grand avenue_2024,2-grand avenue,2024,24774.0,12387.0,27694.5,0.4473
2-grand concourse_2016,2-grand concourse,2016,465878.3,113732.7,,
2-grand concourse_2025,2-grand concourse,2025,896.0,448.0,,
2-grant avenue_2020,2-grant avenue,2020,194386.5,38877.3,15286.2,2.5433
2-grant avenue_2025,2-grant avenue,2025,10020.0,5010.0,15286.2,0.3277
2-greystone avenue_2021,2-greystone avenue,2021,49275.1,16425.0,8940.8,1.8371
2-grinnell place_2023,2-grinnell place,2023,6534.0,3267.0,2558.5,1.2769
2-griswold avenue_2024,2-griswold avenue,2024,23372.0,11686.0,9284.9,1.2586
2-gunther avenue_2016,2-gunther avenue,2016,158168.1,22595.4,36848.6,0.6132
2-gunther avenue_2020,2-gunther avenue,2020,49745.6,12436.4,36848.6,0.3375
2-gunther avenue_2022,2-gunther avenue,2022,22256.0,11128.0,36848.6,0.302
2-gunther avenue_2024,2-gunther avenue,2024,18404.0,9202.0,36848.6,0.2497
2-haight avenue_2021,2-haight avenue,2021,1512.0,168.0,16890.7,0.0099
2-haight avenue_2024,2-haight avenue,2024,480.0,240.0,16890.7,0.0142
2-halleck street_2022,2-halleck street,2022,99601.9,49800.9,26058.9,1.9111
2-harding avenue_2020,2-harding avenue,2020,35140.2,8785.0,39045.0,0.225
2-harding avenue_2022,2-harding avenue,2022,17634.0,8817.0,39045.0,0.2258
2-harper avenue_2020,2-harper avenue,2020,46824.1,15608.0,8962.2,1.7415
2-harrington avenue_2019,2-harrington avenue,2019,94104.1,10456.0,5328.0,1.9625
2-harrison avenue_2022,2-harrison avenue,2022,113106.0,56553.0,8427.9,6.7102
2-haskin street_2025,2-haskin street,2025,2818.0,1409.0,1385.4,1.017
2-hatting place_2023,2-hatting place,2023,20210.0,10105.0,1491.0,6.7773
2-havemeyer avenue_2021,2-havemeyer avenue,2021,1344.0,168.0,29054.4,0.0058
2-havemeyer avenue_2023,2-havemeyer avenue,2023,27172.0,11198.0,29054.4,0.3854
2-havemeyer avenue_2024,2-havemeyer avenue,2024,52676.0,26338.0,29054.4,0.9065
2-haviland avenue_2016,2-haviland avenue,2016,82158.5,13693.1,13920.6,0.9837
2-haviland avenue_2022,2-haviland avenue,2022,340.0,170.0,13920.6,0.0122
2-hawkins street_2024,2-hawkins street,2024,13658.0,6829.0,4243.8,1.6092
2-hawkstone street_2019,2-hawkstone street,2019,11221.6,5610.8,1295.8,4.33
2-heath avenue_2022,2-heath avenue,2022,120274.0,36833.0,16090.1,2.2892
2-hennessy place_2022,2-hennessy place,2022,226.0,113.0,2032.1,0.0556
2-henry hudson parkway_2017,2-henry hudson parkway,2017,209138.3,69712.8,68432.1,1.0187
2-henry hudson parkway_2018,2-henry hudson parkway,2018,1284477.4,160923.4,68432.1,2.3516
2-henry hudson parkway_2021,2-henry hudson parkway,2021,857539.6,244372.7,68432.1,3.571
2-henry hudson parkway_2022,2-henry hudson parkway,2022,4040.0,2020.0,68432.1,0.0295
2-henry hudson py nb en west 253 street_2025,2-henry hudson py nb en west 253 street,2025,602.0,301.0,554.6,0.5427
2-hering avenue_2018,2-hering avenue,2018,33768.0,11256.0,28235.5,0.3986
2-hering avenue_2022,2-hering avenue,2022,332.0,166.0,28235.5,0.0059
2-hering avenue_2024,2-hering avenue,2024,332.0,166.0,28235.5,0.0059
2-herkimer place_2020,2-herkimer place,2020,3076.3,1538.2,1499.7,1.0257
2-hewitt place_2022,2-hewitt place,2022,678.0,339.0,2898.6,0.117
2-hicks street_2024,2-hicks street,2024,10422.0,5211.0,5894.4,0.8841
2-hill avenue_2016,2-hill avenue,2016,15900.4,5300.2,18568.5,0.2854
2-hill avenue_2023,2-hill avenue,2023,338.0,169.0,18568.5,0.0091
2-hill avenue_2024,2-hill avenue,2024,25872.0,12936.0,18568.5,0.6967
2-hobart avenue_2016,2-hobart avenue,2016,20055.3,6685.1,20591.6,0.3247
2-hobart avenue_2019,2-hobart avenue,2019,115874.6,14484.3,20591.6,0.7034
2-hobart avenue_2024,2-hobart avenue,2024,21340.0,10670.0,20591.6,0.5182
2-hoe avenue_2016,2-hoe avenue,2016,24816.0,8272.0,17021.6,0.486
2-hoe avenue_2021,2-hoe avenue,2021,204083.3,68027.8,17021.6,3.9966
2-hoe avenue_2024,2-hoe avenue,2024,48296.0,24148.0,17021.6,1.4187
2-hoffman street_2021,2-hoffman street,2021,2716.6,1358.3,7328.8,0.1853
2-holland avenue_2016,2-holland avenue,2016,16510.2,5503.4,46142.5,0.1193
2-holland avenue_2023,2-holland avenue,2023,73172.0,36586.0,46142.5,0.7929
2-holland avenue_2024,2-holland avenue,2024,270.0,135.0,46142.5,0.0029
2-hollers avenue_2020,2-hollers avenue,2020,28894.5,9631.5,13482.8,0.7144
2-hollywood avenue_2018,2-hollywood avenue,2018,134066.6,24962.5,39532.1,0.6314
2-hollywood avenue_2022,2-hollywood avenue,2022,400.0,200.0,39532.1,0.0051
2-hollywood avenue_2024,2-hollywood avenue,2024,9154.0,4577.0,39532.1,0.1158
2-home street_2016,2-home street,2016,19235.3,6411.8,17387.6,0.3688
2-home street_2021,2-home street,2021,23716.0,11858.0,17387.6,0.682
2-home street_2024,2-home street,2024,16592.0,8296.0,17387.6,0.4771
2-homer avenue_2022,2-homer avenue,2022,340.0,170.0,12231.6,0.0139
2-hone avenue_2020,2-hone avenue,2020,71106.6,19260.2,34053.7,0.5656
2-hone avenue_2024,2-hone avenue,2024,748.0,374.0,34053.7,0.011
2-hosmer avenue_2020,2-hosmer avenue,2020,15990.1,5330.0,3667.8,1.4532
2-howe avenue_2022,2-howe avenue,2022,5576.0,2788.0,6530.8,0.4269
2-howe avenue_2023,2-howe avenue,2023,388.0,194.0,6530.8,0.0297
2-howe avenue_2025,2-howe avenue,2025,348.0,174.0,6530.8,0.0266
2-hoxie street_2018,2-hoxie street,2018,4029.4,2014.7,1955.2,1.0304
2-hudson manor terrace_2016,2-hudson manor terrace,2016,19848.2,6616.1,1961.9,3.3723
2-hugh j grant circle_2024,2-hugh j grant circle,2024,34294.0,17147.0,7719.3,2.2213
2-hughes avenue_2017,2-hughes avenue,2017,44130.3,14710.1,17379.9,0.8464
2-hughes avenue_2021,2-hughes avenue,2021,5990.4,2995.2,17379.9,0.1723
2-hull avenue_2021,2-hull avenue,2021,153498.1,17055.3,13079.1,1.304
2-hunt avenue_2020,2-hunt avenue,2020,1006811.1,25815.7,9624.8,2.6822
2-hunt avenue_2024,2-hunt avenue,2024,2624.0,1312.0,9624.8,0.1363
2-hunt south point avenue_2017,2-hunt south point avenue,2017,70342.8,12043.5,,
2-hunter avenue_2024,2-hunter avenue,2024,3732.0,1866.0,7720.5,0.2417
2-huntington avenue_2020,2-huntington avenue,2020,16187.5,5978.5,11388.5,0.525
2-huntington avenue_2022,2-huntington avenue,2022,520.0,260.0,11388.5,0.0228
2-huntington avenue_2025,2-huntington avenue,2025,9442.0,4721.0,11388.5,0.4145
2-hunts point avenue_2017,2-hunts point avenue,2017,2805470.4,452401.0,40171.8,11.2617
2-hutchinson riv parkway_2016,2-hutchinson riv parkway,2016,4010.0,1336.7,,
2-hutchinson riv parkway_2022,2-hutchinson riv parkway,2022,6644.0,3322.0,,
2-hutchinson river parkway_2016,2-hutchinson river parkway,2016,1590225.5,195968.7,117687.3,1.6652
2-hutchinson river parkway_2019,2-hutchinson river parkway,2019,1006608.7,335536.2,117687.3,2.8511
2-hutchinson river parkway_2022,2-hutchinson river parkway,2022,20908.0,10454.0,117687.3,0.0888
2-hutchinson river parkway sb et 2_2024,2-hutchinson river parkway sb et 2,2024,574.0,287.0,,
2-huxley avenue_2017,2-huxley avenue,2017,4876.4,2438.2,4682.7,0.5207
2-huxley avenue_2025,2-huxley avenue,2025,7646.0,3823.0,4682.7,0.8164
2-independence avenue_2019,2-independence avenue,2019,176405.0,20268.5,28726.3,0.7056
2-independence avenue_2020,2-independence avenue,2020,621900.9,55760.5,28726.3,1.9411
2-independence avenue_2023,2-independence avenue,2023,200.0,100.0,28726.3,0.0035
2-intervale avenue_2022,2-intervale avenue,2022,1184.0,592.0,41013.6,0.0144
2-intervale avenue_2023,2-intervale avenue,2023,534.0,267.0,41013.6,0.0065
2-intervale avenue_2024,2-intervale avenue,2024,81002.0,40501.0,41013.6,0.9875
2-inwood avenue_2021,2-inwood avenue,2021,989.6,494.8,10724.6,0.0461
2-irvine street_2019,2-irvine street,2019,8266.6,4133.3,1097.3,3.7668
2-irwin avenue_2016,2-irwin avenue,2016,109616.7,7307.8,14479.8,0.5047
2-irwin avenue_2018,2-irwin avenue,2018,92958.2,18591.6,14479.8,1.284
2-irwin avenue_2021,2-irwin avenue,2021,14615.6,7307.8,14479.8,0.5047
2-irwin avenue_2022,2-irwin avenue,2022,74361.0,3541.0,14479.8,0.2445
2-island point_2024,2-island point,2024,256.0,128.0,,
2-ittner place_2023,2-ittner place,2023,71400.0,510.0,3538.0,0.1441
2-jackson avenue_2021,2-jackson avenue,2021,103258.0,25814.5,24847.8,1.0389
2-jackson avenue_2022,2-jackson avenue,2022,1306.0,653.0,24847.8,0.0263
2-jackson avenue_2024,2-jackson avenue,2024,8062.0,4031.0,24847.8,0.1622
2-jackson avenue_2025,2-jackson avenue,2025,7462.0,3731.0,24847.8,0.1502
2-jacobus place_2016,2-jacobus place,2016,4977.7,2488.8,,
2-jarvis avenue_2016,2-jarvis avenue,2016,83267.1,20816.8,8369.0,2.4874
2-jarvis avenue_2024,2-jarvis avenue,2024,200.0,100.0,8369.0,0.0119
2-jennings street_2020,2-jennings street,2020,24405.3,9016.6,13257.8,0.6801
2-jennings street_2023,2-jennings street,2023,332.0,166.0,13257.8,0.0125
2-jerome avenue_2016,2-jerome avenue,2016,1631113.4,125470.3,222197.8,0.5647
2-jerome avenue_2018,2-jerome avenue,2018,3347489.6,196911.2,222197.8,0.8862
2-jerome avenue_2019,2-jerome avenue,2019,1017119.2,72651.4,222197.8,0.327
2-jerome avenue_2020,2-jerome avenue,2020,1673912.6,239130.4,222197.8,1.0762
2-jerome avenue_2023,2-jerome avenue,2023,28156.0,14078.0,222197.8,0.0634
2-jesup avenue_2021,2-jesup avenue,2021,152679.6,38169.9,8450.7,4.5168
2-jesup place_2021,2-jesup place,2021,336.0,168.0,857.6,0.1959
2-johnson avenue_2018,2-johnson avenue,2018,1098501.8,156928.8,15850.2,9.9007
2-johnson avenue_2022,2-johnson avenue,2022,664293.0,31633.0,15850.2,1.9957
2-kappock street_2022,2-kappock street,2022,32254.0,16127.0,11065.3,1.4574
2-katonah avenue_2019,2-katonah avenue,2019,27769.8,13884.9,10927.2,1.2707
2-kearney avenue_2024,2-kearney avenue,2024,10310.0,5155.0,14860.1,0.3469
2-kelly street_2018,2-kelly street,2018,23795.5,11897.7,14502.9,0.8204
2-kelly street_2022,2-kelly street,2022,2742.0,457.0,14502.9,0.0315
