normalized_street_name_season,normalized_street_name,roadwork_season,sqyd-days,area,total_area,roadwork_factor
4-132 street_2020,4-132 street,2020,2700.0,1350.0,51583.9,0.0262
4-132 street_2021,4-132 street,2021,33183.3,10340.0,51583.9,0.2005
4-132 street_2022,4-132 street,2022,36400.0,18200.0,51583.9,0.3528
4-132 street_2023,4-132 street,2023,3930.0,1310.0,51583.9,0.0254
4-132 street_2024,4-132 street,2024,15228.0,7614.0,51583.9,0.1476
4-132 street_2025,4-132 street,2025,2726.0,1363.0,51583.9,0.0264
4-133 avenue_2017,4-133 avenue,2017,144720.0,5360.0,96842.2,0.0553
4-133 avenue_2020,4-133 avenue,2020,17698.8,5162.8,96842.2,0.0533
4-133 avenue_2021,4-133 avenue,2021,16561.4,8280.7,96842.2,0.0855
4-133 avenue_2022,4-133 avenue,2022,15250.0,7625.0,96842.2,0.0787
4-133 avenue_2023,4-133 avenue,2023,49720.0,24860.0,96842.2,0.2567
4-133 avenue_2024,4-133 avenue,2024,11808.0,5904.0,96842.2,0.061
4-133 place_2018,4-133 place,2018,3409.1,1704.5,2625.9,0.6491
4-133 place_2021,4-133 place,2021,1992.0,996.0,2625.9,0.3793
4-133 road_2022,4-133 road,2022,9426.0,4713.0,7418.1,0.6353
4-133 road_2023,4-133 road,2023,188.0,94.0,7418.1,0.0127
4-133 road_2024,4-133 road,2024,7700.0,3850.0,7418.1,0.519
4-133 street_2020,4-133 street,2020,25139.9,9521.4,38378.6,0.2481
4-133 street_2021,4-133 street,2021,29933.7,9418.6,38378.6,0.2454
4-133 street_2022,4-133 street,2022,21714.0,10857.0,38378.6,0.2829
4-133 street_2023,4-133 street,2023,552.0,276.0,38378.6,0.0072
4-133 street_2025,4-133 street,2025,24024.0,12012.0,38378.6,0.313
4-134 avenue_2020,4-134 avenue,2020,3802.2,1901.1,27870.9,0.0682
4-134 avenue_2022,4-134 avenue,2022,552.0,276.0,27870.9,0.0099
4-134 avenue_2023,4-134 avenue,2023,2432.0,1216.0,27870.9,0.0436
4-134 avenue_2025,4-134 avenue,2025,256.0,128.0,27870.9,0.0046
4-134 place_2024,4-134 place,2024,402.0,201.0,936.4,0.2147
4-134 road_2017,4-134 road,2017,8637.4,2159.3,15084.7,0.1431
4-134 road_2020,4-134 road,2020,14576.8,5783.3,15084.7,0.3834
4-134 road_2023,4-134 road,2023,6696.0,3348.0,15084.7,0.2219
4-134 road_2024,4-134 road,2024,13962.0,6981.0,15084.7,0.4628
4-134 street_2017,4-134 street,2017,11826.6,3932.2,57780.8,0.0681
4-134 street_2020,4-134 street,2020,10386.2,5193.1,57780.8,0.0899
4-134 street_2021,4-134 street,2021,20351.7,5604.2,57780.8,0.097
4-134 street_2023,4-134 street,2023,50811.0,14969.0,57780.8,0.2591
4-134 street_2024,4-134 street,2024,290.0,145.0,57780.8,0.0025
4-134 street_2025,4-134 street,2025,356.0,178.0,57780.8,0.0031
4-135 avenue_2018,4-135 avenue,2018,126174.0,49629.1,74019.4,0.6705
4-135 avenue_2022,4-135 avenue,2022,552.0,276.0,74019.4,0.0037
4-135 avenue_2023,4-135 avenue,2023,306856.3,70017.9,74019.4,0.9459
4-135 avenue_2024,4-135 avenue,2024,2212.0,1106.0,74019.4,0.0149
4-135 avenue_2025,4-135 avenue,2025,1494.0,747.0,74019.4,0.0101
4-135 road_2018,4-135 road,2018,2026.7,1013.3,2198.0,0.461
4-135 street_2018,4-135 street,2018,31628.6,15231.1,46113.7,0.3303
4-135 street_2019,4-135 street,2019,1042.3,521.2,46113.7,0.0113
4-135 street_2020,4-135 street,2020,3194.9,1597.4,46113.7,0.0346
4-135 street_2021,4-135 street,2021,27640.0,10026.7,46113.7,0.2174
4-135 street_2022,4-135 street,2022,400.0,200.0,46113.7,0.0043
4-135 street_2023,4-135 street,2023,37149.0,14608.0,46113.7,0.3168
4-135 street_2025,4-135 street,2025,3588.0,1794.0,46113.7,0.0389
4-136 avenue_2022,4-136 avenue,2022,534.0,267.0,19332.2,0.0138
4-136 avenue_2023,4-136 avenue,2023,15658.0,7829.0,19332.2,0.405
4-136 road_2023,4-136 road,2023,1332.0,666.0,6286.5,0.1059
4-136 street_2016,4-136 street,2016,110768.8,10548.6,31982.1,0.3298
4-136 street_2020,4-136 street,2020,17471.7,2912.0,31982.1,0.0911
4-136 street_2022,4-136 street,2022,15654.0,7827.0,31982.1,0.2447
4-136 street_2023,4-136 street,2023,844.0,422.0,31982.1,0.0132
4-137 avenue_2016,4-137 avenue,2016,214184.0,88819.4,63815.4,1.3918
4-137 avenue_2022,4-137 avenue,2022,712.0,356.0,63815.4,0.0056
4-137 avenue_2023,4-137 avenue,2023,1376.0,688.0,63815.4,0.0108
4-137 avenue_2024,4-137 avenue,2024,39480.0,19740.0,63815.4,0.3093
4-137 avenue_2025,4-137 avenue,2025,8778.0,4389.0,63815.4,0.0688
4-137 street_2020,4-137 street,2020,32800.0,10933.4,27366.2,0.3995
4-137 street_2021,4-137 street,2021,11043.3,3596.7,27366.2,0.1314
4-137 street_2022,4-137 street,2022,6266.0,3133.0,27366.2,0.1145
4-137 street_2023,4-137 street,2023,37647.0,16968.0,27366.2,0.62
4-138 avenue_2021,4-138 avenue,2021,3167.6,1583.8,20584.1,0.0769
4-138 avenue_2023,4-138 avenue,2023,49140.0,24570.0,20584.1,1.1936
4-138 avenue_2024,4-138 avenue,2024,1000.0,500.0,20584.1,0.0243
4-138 place_2016,4-138 place,2016,2834.7,1417.4,6555.9,0.2162
4-138 road_2016,4-138 road,2016,50482.6,7211.8,4126.0,1.7479
4-138 road_2023,4-138 road,2023,1080.0,540.0,4126.0,0.1309
4-138 street_2016,4-138 street,2016,19899.7,9480.1,53720.7,0.1765
4-138 street_2017,4-138 street,2017,175039.7,63658.8,53720.7,1.185
4-138 street_2019,4-138 street,2019,14357.5,7178.8,53720.7,0.1336
4-138 street_2020,4-138 street,2020,17894.4,5084.6,53720.7,0.0946
4-138 street_2022,4-138 street,2022,11346.0,5673.0,53720.7,0.1056
4-138 street_2023,4-138 street,2023,11910.0,5955.0,53720.7,0.1109
4-139 avenue_2018,4-139 avenue,2018,7961.1,3037.8,24947.1,0.1218
4-139 avenue_2021,4-139 avenue,2021,9806.8,4386.0,24947.1,0.1758
4-139 avenue_2023,4-139 avenue,2023,114618.0,57309.0,24947.1,2.2972
4-139 avenue_2024,4-139 avenue,2024,5084.0,2542.0,24947.1,0.1019
4-139 road_2021,4-139 road,2021,2360.0,1180.0,1224.1,0.964
4-139 street_2017,4-139 street,2017,59372.9,21897.6,37704.4,0.5808
4-139 street_2018,4-139 street,2018,1928.0,964.0,37704.4,0.0256
4-139 street_2019,4-139 street,2019,20953.2,8777.6,37704.4,0.2328
4-139 street_2020,4-139 street,2020,8994.4,2998.2,37704.4,0.0795
4-139 street_2021,4-139 street,2021,33191.9,10803.2,37704.4,0.2865
4-139 street_2024,4-139 street,2024,356.0,178.0,37704.4,0.0047
4-139 street_2025,4-139 street,2025,498.0,249.0,37704.4,0.0066
4-14 avenue_2017,4-14 avenue,2017,29152.1,9703.9,72860.8,0.1332
4-14 avenue_2023,4-14 avenue,2023,64154.9,32077.4,72860.8,0.4403
4-14 road_2018,4-14 road,2018,21700.0,6050.0,20464.4,0.2956
4-14 road_2020,4-14 road,2020,20379.2,4550.4,20464.4,0.2224
4-14 road_2021,4-14 road,2021,2787.3,1393.7,20464.4,0.0681
4-14 road_2022,4-14 road,2022,246.0,123.0,20464.4,0.006
4-14 street_2017,4-14 street,2017,53707.5,15378.8,23182.1,0.6634
4-14 street_2024,4-14 street,2024,174.0,87.0,23182.1,0.0038
4-140 avenue_2021,4-140 avenue,2021,10303.5,5151.8,29612.0,0.174
4-140 avenue_2022,4-140 avenue,2022,50374.2,19515.6,29612.0,0.659
4-140 avenue_2023,4-140 avenue,2023,2176.0,1088.0,29612.0,0.0367
4-140 street_2017,4-140 street,2017,17161.6,6467.0,32639.8,0.1981
4-140 street_2018,4-140 street,2018,10187.0,3812.5,32639.8,0.1168
4-140 street_2020,4-140 street,2020,42932.7,12568.8,32639.8,0.3851
4-140 street_2023,4-140 street,2023,10456.0,5228.0,32639.8,0.1602
4-140 street_2024,4-140 street,2024,988.0,494.0,32639.8,0.0151
4-141 avenue_2017,4-141 avenue,2017,5998.3,2999.2,23792.4,0.1261
4-141 avenue_2018,4-141 avenue,2018,4839.3,1613.1,23792.4,0.0678
4-141 avenue_2023,4-141 avenue,2023,1280.0,640.0,23792.4,0.0269
4-141 avenue_2024,4-141 avenue,2024,6400.0,3200.0,23792.4,0.1345
4-141 road_2023,4-141 road,2023,960.0,480.0,4680.0,0.1026
4-141 road_2024,4-141 road,2024,344.0,172.0,4680.0,0.0368
4-141 street_2016,4-141 street,2016,34050.5,7135.9,48794.3,0.1462
4-141 street_2018,4-141 street,2018,44643.8,18710.3,48794.3,0.3835
4-141 street_2019,4-141 street,2019,32117.2,11225.9,48794.3,0.2301
4-141 street_2020,4-141 street,2020,11520.0,3840.0,48794.3,0.0787
4-141 street_2021,4-141 street,2021,8594.2,3099.2,48794.3,0.0635
4-141 street_2023,4-141 street,2023,17022.0,8511.0,48794.3,0.1744
4-141 street_2024,4-141 street,2024,948.0,474.0,48794.3,0.0097
4-142 avenue_2017,4-142 avenue,2017,12016.1,3063.2,7591.8,0.4035
4-142 avenue_2018,4-142 avenue,2018,2856.1,1428.0,7591.8,0.1881
4-142 avenue_2021,4-142 avenue,2021,3806.0,1268.6,7591.8,0.1671
4-142 avenue_2023,4-142 avenue,2023,600.0,300.0,7591.8,0.0395
4-142 place_2023,4-142 place,2023,15060.0,7530.0,5975.2,1.2602
4-142 place_2024,4-142 place,2024,1384.0,692.0,5975.2,0.1158
4-142 road_2023,4-142 road,2023,1688.0,844.0,3860.5,0.2186
4-142 road_2024,4-142 road,2024,312.0,156.0,3860.5,0.0404
4-142 street_2017,4-142 street,2017,33876.0,16938.0,40192.4,0.4214
4-142 street_2018,4-142 street,2018,2664.2,1332.1,40192.4,0.0331
4-142 street_2019,4-142 street,2019,92655.3,17466.5,40192.4,0.4346
4-142 street_2020,4-142 street,2020,20449.0,7523.8,40192.4,0.1872
4-142 street_2021,4-142 street,2021,23555.7,9012.8,40192.4,0.2242
4-142 street_2023,4-142 street,2023,340.0,170.0,40192.4,0.0042
4-142 street_2024,4-142 street,2024,1440.0,720.0,40192.4,0.0179
4-143 avenue_2021,4-143 avenue,2021,9643.8,4821.9,20326.6,0.2372
4-143 avenue_2023,4-143 avenue,2023,1132.0,566.0,20326.6,0.0278
4-143 avenue_2024,4-143 avenue,2024,3304.0,1652.0,20326.6,0.0813
4-143 place_2016,4-143 place,2016,47436.6,23718.3,1062.3,22.3273
4-143 road_2018,4-143 road,2018,4359.3,1453.1,9891.5,0.1469
4-143 road_2023,4-143 road,2023,1060.0,530.0,9891.5,0.0536
4-143 road_2024,4-143 road,2024,1934.0,967.0,9891.5,0.0978
4-143 street_2017,4-143 street,2017,49752.4,18564.2,53811.1,0.345
4-143 street_2018,4-143 street,2018,19838.4,8047.7,53811.1,0.1496
4-143 street_2019,4-143 street,2019,70089.0,16674.9,53811.1,0.3099
4-143 street_2020,4-143 street,2020,58074.1,24508.5,53811.1,0.4555
4-143 street_2021,4-143 street,2021,32574.0,14431.5,53811.1,0.2682
4-143 street_2024,4-143 street,2024,1278.0,639.0,53811.1,0.0119
4-143 street_2025,4-143 street,2025,536.0,268.0,53811.1,0.005
4-144 avenue_2018,4-144 avenue,2018,39353.3,15470.0,37466.5,0.4129
4-144 avenue_2021,4-144 avenue,2021,35076.7,12296.7,37466.5,0.3282
4-144 avenue_2022,4-144 avenue,2022,344.0,172.0,37466.5,0.0046
4-144 avenue_2023,4-144 avenue,2023,5820.0,2910.0,37466.5,0.0777
4-144 avenue_2024,4-144 avenue,2024,9152.0,4576.0,37466.5,0.1221
4-144 road_2018,4-144 road,2018,3248.6,1624.3,9306.8,0.1745
4-144 road_2021,4-144 road,2021,44515.5,14838.5,9306.8,1.5944
4-144 road_2023,4-144 road,2023,208.0,104.0,9306.8,0.0112
4-144 street_2016,4-144 street,2016,74351.2,14836.2,33687.3,0.4404
4-144 street_2017,4-144 street,2017,17094.2,8547.1,33687.3,0.2537
4-144 street_2021,4-144 street,2021,171220.1,75480.9,33687.3,2.2406
4-144 street_2022,4-144 street,2022,10624.0,5312.0,33687.3,0.1577
4-144 street_2024,4-144 street,2024,1022.0,511.0,33687.3,0.0152
4-144 street_2025,4-144 street,2025,432.0,216.0,33687.3,0.0064
4-145 avenue_2021,4-145 avenue,2021,20990.0,7050.0,44815.5,0.1573
4-145 avenue_2022,4-145 avenue,2022,366.0,183.0,44815.5,0.0041
4-145 avenue_2023,4-145 avenue,2023,14000.0,7000.0,44815.5,0.1562
4-145 avenue_2024,4-145 avenue,2024,414.0,207.0,44815.5,0.0046
4-145 place_2020,4-145 place,2020,2678.3,1339.2,6188.0,0.2164
4-145 road_2022,4-145 road,2022,586.2,293.1,27937.6,0.0105
4-145 road_2023,4-145 road,2023,5600.0,2800.0,27937.6,0.1002
4-145 street_2017,4-145 street,2017,8712.3,2904.1,24789.1,0.1172
4-145 street_2020,4-145 street,2020,2656.7,1328.4,24789.1,0.0536
4-145 street_2023,4-145 street,2023,21536.0,10768.0,24789.1,0.4344
4-145 street_2024,4-145 street,2024,978.0,489.0,24789.1,0.0197
4-146 avenue_2022,4-146 avenue,2022,412.0,206.0,28527.0,0.0072
4-146 avenue_2024,4-146 avenue,2024,4866.0,2433.0,28527.0,0.0853
4-146 street_2017,4-146 street,2017,52244.6,18921.0,66586.5,0.2842
4-146 street_2019,4-146 street,2019,5469.0,2734.5,66586.5,0.0411
4-146 street_2022,4-146 street,2022,624.0,312.0,66586.5,0.0047
4-146 street_2023,4-146 street,2023,370.0,185.0,66586.5,0.0028
4-146 street_2024,4-146 street,2024,1538.0,769.0,66586.5,0.0115
4-146 street_2025,4-146 street,2025,474.0,237.0,66586.5,0.0036
4-147 avenue_2024,4-147 avenue,2024,41954.0,20977.0,65879.6,0.3184
4-147 avenue_2025,4-147 avenue,2025,47268.0,23634.0,65879.6,0.3587
4-147 drive_2023,4-147 drive,2023,220.0,110.0,15146.1,0.0073
4-147 place_2017,4-147 place,2017,9075.4,3609.3,10402.2,0.347
4-147 road_2017,4-147 road,2017,11000.0,4340.0,15912.7,0.2727
4-147 road_2023,4-147 road,2023,220.0,110.0,15912.7,0.0069
4-147 street_2016,4-147 street,2016,40911.9,16587.0,94972.1,0.1747
4-147 street_2018,4-147 street,2018,70532.4,23540.5,94972.1,0.2479
4-147 street_2021,4-147 street,2021,19155.9,9057.0,94972.1,0.0954
4-147 street_2023,4-147 street,2023,13880.0,6940.0,94972.1,0.0731
4-147 street_2024,4-147 street,2024,4490.0,2245.0,94972.1,0.0236
4-148 avenue_2017,4-148 avenue,2017,11036.0,3534.0,31577.7,0.1119
4-148 avenue_2020,4-148 avenue,2020,30250.7,15125.3,31577.7,0.479
4-148 avenue_2022,4-148 avenue,2022,444.0,222.0,31577.7,0.007
4-148 avenue_2023,4-148 avenue,2023,220.0,110.0,31577.7,0.0035
4-148 avenue_2024,4-148 avenue,2024,1788.0,894.0,31577.7,0.0283
4-148 drive_2023,4-148 drive,2023,220.0,110.0,18013.2,0.0061
4-148 road_2017,4-148 road,2017,13254.2,5149.5,19226.7,0.2678
4-148 road_2020,4-148 road,2020,5387.1,2693.6,19226.7,0.1401
4-148 road_2023,4-148 road,2023,220.0,110.0,19226.7,0.0057
4-148 street_2018,4-148 street,2018,24919.6,8084.6,76092.5,0.1062
4-148 street_2019,4-148 street,2019,23370.6,6935.8,76092.5,0.0911
4-148 street_2020,4-148 street,2020,10224.3,4388.1,76092.5,0.0577
4-148 street_2021,4-148 street,2021,16021.6,4733.6,76092.5,0.0622
4-148 street_2022,4-148 street,2022,440.0,220.0,76092.5,0.0029
4-148 street_2023,4-148 street,2023,7884.0,3942.0,76092.5,0.0518
4-148 street_2024,4-148 street,2024,772.0,386.0,76092.5,0.0051
4-148 street_2025,4-148 street,2025,5648.0,2824.0,76092.5,0.0371
4-149 avenue_2017,4-149 avenue,2017,5644.0,2822.0,89902.6,0.0314
4-149 avenue_2018,4-149 avenue,2018,38583.5,14344.9,89902.6,0.1596
4-149 avenue_2020,4-149 avenue,2020,21648.0,10357.3,89902.6,0.1152
4-149 avenue_2022,4-149 avenue,2022,3960.0,1980.0,89902.6,0.022
4-149 avenue_2023,4-149 avenue,2023,202212.0,42726.0,89902.6,0.4752
4-149 drive_2023,4-149 drive,2023,266.0,133.0,4631.6,0.0287
4-149 place_2016,4-149 place,2016,23303.0,8407.0,16779.7,0.501
4-149 place_2021,4-149 place,2021,9993.2,1998.6,16779.7,0.1191
4-149 place_2023,4-149 place,2023,222.0,111.0,16779.7,0.0066
4-149 road_2020,4-149 road,2020,11683.5,5841.8,17711.0,0.3298
4-149 road_2023,4-149 road,2023,280.0,140.0,17711.0,0.0079
4-149 street_2017,4-149 street,2017,33040.7,12320.7,87080.5,0.1415
4-149 street_2018,4-149 street,2018,28358.3,12340.6,87080.5,0.1417
4-149 street_2019,4-149 street,2019,5461.7,2730.8,87080.5,0.0314
4-149 street_2020,4-149 street,2020,52967.3,21608.7,87080.5,0.2481
4-149 street_2022,4-149 street,2022,42676.3,17496.1,87080.5,0.2009
4-149 street_2023,4-149 street,2023,43652.0,17161.0,87080.5,0.1971
4-149 street_2024,4-149 street,2024,452.0,226.0,87080.5,0.0026
4-15 avenue_2017,4-15 avenue,2017,4200.0,1400.0,41174.4,0.034
4-15 avenue_2018,4-15 avenue,2018,13662.2,6216.2,41174.4,0.151
4-15 avenue_2021,4-15 avenue,2021,6699.3,2844.6,41174.4,0.0691
4-15 avenue_2022,4-15 avenue,2022,484.0,242.0,41174.4,0.0059
4-15 drive_2017,4-15 drive,2017,4581.6,1845.3,13704.8,0.1346
4-15 drive_2018,4-15 drive,2018,59654.9,15129.7,13704.8,1.104
4-15 drive_2023,4-15 drive,2023,1456.0,728.0,13704.8,0.0531
4-15 road_2017,4-15 road,2017,11623.9,4550.3,11802.5,0.3855
4-15 road_2018,4-15 road,2018,21509.2,10754.6,11802.5,0.9112
4-150 avenue_2018,4-150 avenue,2018,18251.2,6471.9,36368.4,0.178
4-150 avenue_2020,4-150 avenue,2020,3546.7,1773.3,36368.4,0.0488
4-150 avenue_2025,4-150 avenue,2025,472.0,236.0,36368.4,0.0065
4-150 place_2018,4-150 place,2018,10361.1,3583.7,18188.2,0.197
4-150 place_2019,4-150 place,2019,10403.6,5201.8,18188.2,0.286
4-150 place_2020,4-150 place,2020,3056.8,1528.4,18188.2,0.084
4-150 place_2023,4-150 place,2023,254.0,127.0,18188.2,0.007
4-150 road_2020,4-150 road,2020,19961.1,9980.6,5743.0,1.7379
4-150 street_2016,4-150 street,2016,45843.0,16505.2,150726.1,0.1095
4-150 street_2017,4-150 street,2017,38562.0,19281.0,150726.1,0.1279
4-150 street_2018,4-150 street,2018,99885.2,35988.5,150726.1,0.2388
4-150 street_2020,4-150 street,2020,26742.6,7006.7,150726.1,0.0465
4-150 street_2021,4-150 street,2021,68696.8,32619.8,150726.1,0.2164
4-150 street_2022,4-150 street,2022,15240.0,7620.0,150726.1,0.0506
4-150 street_2023,4-150 street,2023,17034.0,7621.0,150726.1,0.0506
4-150 street_2024,4-150 street,2024,45528.0,22764.0,150726.1,0.151
4-150 street_2025,4-150 street,2025,508.0,254.0,150726.1,0.0017
4-151 avenue_2025,4-151 avenue,2025,44608.0,22304.0,18901.9,1.18
4-151 place_2017,4-151 place,2017,1315.4,657.7,4617.1,0.1424
4-151 place_2021,4-151 place,2021,7240.0,3620.0,4617.1,0.784
4-151 street_2018,4-151 street,2018,24269.4,8089.8,7614.7,1.0624
4-151 street_2024,4-151 street,2024,2666.0,1333.0,7614.7,0.1751
4-152 street_2016,4-152 street,2016,10700.3,5350.1,21570.2,0.248
4-152 street_2018,4-152 street,2018,30309.4,9810.3,21570.2,0.4548
4-152 street_2021,4-152 street,2021,8531.8,2843.9,21570.2,0.1318
4-152 street_2022,4-152 street,2022,340.0,170.0,21570.2,0.0079
4-152 street_2023,4-152 street,2023,16.0,8.0,21570.2,0.0004
4-152 street_2024,4-152 street,2024,2866.0,1433.0,21570.2,0.0664
4-153 avenue_2018,4-153 avenue,2018,18166.0,4541.5,18647.5,0.2435
4-153 avenue_2025,4-153 avenue,2025,58330.0,29165.0,18647.5,1.564
4-153 street_2016,4-153 street,2016,1873.3,936.7,50517.8,0.0185
4-153 street_2018,4-153 street,2018,49279.8,19559.4,50517.8,0.3872
4-153 street_2022,4-153 street,2022,428.0,214.0,50517.8,0.0042
4-153 street_2023,4-153 street,2023,604.0,302.0,50517.8,0.006
4-153 street_2024,4-153 street,2024,3388.0,1694.0,50517.8,0.0335
4-153 street_2025,4-153 street,2025,504.0,252.0,50517.8,0.005
4-154 place_2022,4-154 place,2022,556.0,278.0,2713.7,0.1024
4-154 place_2023,4-154 place,2023,5799.0,1933.0,2713.7,0.7123
4-154 street_2019,4-154 street,2019,41019.9,18684.7,66307.5,0.2818
4-154 street_2020,4-154 street,2020,5948.5,2292.4,66307.5,0.0346
4-154 street_2021,4-154 street,2021,143355.9,35126.0,66307.5,0.5297
4-154 street_2022,4-154 street,2022,23544.0,11772.0,66307.5,0.1775
4-154 street_2023,4-154 street,2023,948.0,474.0,66307.5,0.0071
4-154 street_2024,4-154 street,2024,420.0,210.0,66307.5,0.0032
4-155 avenue_2016,4-155 avenue,2016,119508.5,30091.2,29958.8,1.0044
4-155 avenue_2018,4-155 avenue,2018,22526.4,7352.7,29958.8,0.2454
4-155 avenue_2019,4-155 avenue,2019,10115.0,4530.5,29958.8,0.1512
4-155 avenue_2025,4-155 avenue,2025,33508.0,16754.0,29958.8,0.5592
4-155 street_2016,4-155 street,2016,5978.0,1992.7,67019.1,0.0297
4-155 street_2018,4-155 street,2018,2173.3,1086.7,67019.1,0.0162
4-155 street_2020,4-155 street,2020,5024.8,1674.9,67019.1,0.025
4-155 street_2022,4-155 street,2022,17658.0,8829.0,67019.1,0.1317
4-155 street_2023,4-155 street,2023,13014.0,6507.0,67019.1,0.0971
4-155 street_2024,4-155 street,2024,884.0,442.0,67019.1,0.0066
4-156 avenue_2016,4-156 avenue,2016,3930.0,1310.0,35101.3,0.0373
4-156 avenue_2022,4-156 avenue,2022,28352.0,14176.0,35101.3,0.4039
4-156 avenue_2024,4-156 avenue,2024,40496.0,20248.0,35101.3,0.5768
4-156 street_2016,4-156 street,2016,215149.5,63109.2,55524.7,1.1366
4-156 street_2022,4-156 street,2022,15344.0,7672.0,55524.7,0.1382
4-156 street_2023,4-156 street,2023,334.0,167.0,55524.7,0.003
4-156 street_2024,4-156 street,2024,17334.0,8667.0,55524.7,0.1561
4-157 avenue_2019,4-157 avenue,2019,72539.7,17453.4,36564.3,0.4773
4-157 street_2016,4-157 street,2016,34907.8,11262.4,99438.4,0.1133
4-157 street_2022,4-157 street,2022,1064.0,532.0,99438.4,0.0054
4-157 street_2023,4-157 street,2023,846.0,423.0,99438.4,0.0043
4-157 street_2024,4-157 street,2024,87880.0,43940.0,99438.4,0.4419
4-157 street_2025,4-157 street,2025,21570.0,10785.0,99438.4,0.1085
4-158 avenue_2019,4-158 avenue,2019,37727.2,14509.1,27625.0,0.5252
4-158 street_2016,4-158 street,2016,26912.1,12048.1,51771.2,0.2327
4-158 street_2017,4-158 street,2017,660.0,330.0,51771.2,0.0064
4-158 street_2024,4-158 street,2024,29666.0,14833.0,51771.2,0.2865
4-159 avenue_2017,4-159 avenue,2017,17323.3,5780.0,28942.4,0.1997
4-159 avenue_2019,4-159 avenue,2019,21173.3,8360.0,28942.4,0.2888
4-159 road_2017,4-159 road,2017,3706.7,1853.3,286.3,6.4733
4-159 street_2016,4-159 street,2016,45436.0,13294.9,67611.0,0.1966
4-159 street_2017,4-159 street,2017,13068.7,6534.4,67611.0,0.0966
4-159 street_2018,4-159 street,2018,31324.5,12285.0,67611.0,0.1817
4-159 street_2022,4-159 street,2022,1088.0,544.0,67611.0,0.008
4-159 street_2023,4-159 street,2023,266.0,133.0,67611.0,0.002
4-159 street_2025,4-159 street,2025,7694.0,3847.0,67611.0,0.0569
4-16 avenue_2017,4-16 avenue,2017,36364.3,10848.9,47955.5,0.2262
4-16 road_2018,4-16 road,2018,14560.3,2426.7,9823.4,0.247
4-16 road_2019,4-16 road,2019,33468.8,9169.9,9823.4,0.9335
4-160 avenue_2019,4-160 avenue,2019,28946.3,8662.9,29505.5,0.2936
4-160 avenue_2023,4-160 avenue,2023,16432.0,8216.0,29505.5,0.2785
4-160 avenue_2024,4-160 avenue,2024,9066.0,4533.0,29505.5,0.1536
4-160 street_2016,4-160 street,2016,126908.8,29858.3,105801.6,0.2822
4-160 street_2018,4-160 street,2018,34239.1,16012.4,105801.6,0.1513
4-160 street_2019,4-160 street,2019,69222.5,33697.0,105801.6,0.3185
4-160 street_2020,4-160 street,2020,8037.4,4018.7,105801.6,0.038
4-160 street_2022,4-160 street,2022,23906.0,11953.0,105801.6,0.113
4-160 street_2023,4-160 street,2023,29892.0,13096.0,105801.6,0.1238
4-160 street_2024,4-160 street,2024,388.0,194.0,105801.6,0.0018
4-160 street_2025,4-160 street,2025,8524.0,4262.0,105801.6,0.0403
4-161 avenue_2019,4-161 avenue,2019,25301.4,8807.7,19878.6,0.4431
4-161 avenue_2023,4-161 avenue,2023,12547.0,5493.0,19878.6,0.2763
4-161 avenue_2024,4-161 avenue,2024,5398.0,2699.0,19878.6,0.1358
4-161 place_2024,4-161 place,2024,300.0,150.0,1519.7,0.0987
4-161 street_2016,4-161 street,2016,57697.9,17853.1,66390.4,0.2689
4-161 street_2018,4-161 street,2018,7056.4,2849.4,66390.4,0.0429
4-161 street_2020,4-161 street,2020,7774.2,3085.5,66390.4,0.0465
4-161 street_2021,4-161 street,2021,4420.0,2210.0,66390.4,0.0333
4-161 street_2022,4-161 street,2022,1784.0,892.0,66390.4,0.0134
4-161 street_2023,4-161 street,2023,7666.0,3833.0,66390.4,0.0577
4-161 street_2024,4-161 street,2024,388.0,194.0,66390.4,0.0029
4-161 street_2025,4-161 street,2025,9384.0,4692.0,66390.4,0.0707
4-162 avenue_2020,4-162 avenue,2020,23326.7,9450.0,18728.1,0.5046
4-162 avenue_2024,4-162 avenue,2024,4178.0,2089.0,18728.1,0.1115
4-162 street_2016,4-162 street,2016,56331.9,20477.4,71596.3,0.286
4-162 street_2018,4-162 street,2018,4293.6,2146.8,71596.3,0.03
4-162 street_2019,4-162 street,2019,9302.4,3697.3,71596.3,0.0516
4-162 street_2022,4-162 street,2022,1056.0,528.0,71596.3,0.0074
4-162 street_2023,4-162 street,2023,27572.0,13786.0,71596.3,0.1926
4-162 street_2025,4-162 street,2025,9966.0,4983.0,71596.3,0.0696
4-163 avenue_2023,4-163 avenue,2023,32670.0,13853.0,19077.9,0.7261
4-163 avenue_2025,4-163 avenue,2025,6334.0,3167.0,19077.9,0.166
4-163 place_2016,4-163 place,2016,2947.8,1473.9,1429.3,1.0312
4-163 street_2016,4-163 street,2016,4156.8,2078.4,58247.4,0.0357
4-163 street_2018,4-163 street,2018,48734.2,9746.8,58247.4,0.1673
4-163 street_2019,4-163 street,2019,15259.2,3824.6,58247.4,0.0657
4-163 street_2020,4-163 street,2020,4795.6,2397.8,58247.4,0.0412
4-163 street_2021,4-163 street,2021,146846.7,5063.7,58247.4,0.0869
4-163 street_2022,4-163 street,2022,1140.0,570.0,58247.4,0.0098
4-163 street_2023,4-163 street,2023,266.0,133.0,58247.4,0.0023
4-163 street_2024,4-163 street,2024,30998.0,15499.0,58247.4,0.2661
