normalized_street_name,Vol
4-44 avenue,18.727272727272727
4-45 avenue,55.755485893416925
4-46 avenue,22.573317307692307
4-46 street,16.01923076923077
4-47 avenue,11.291321171918186
4-47 road,19.650379106992418
4-47 street,24.666666666666668
4-48 avenue,19.66301703163017
4-48 street,112.51785714285714
4-49 avenue,68.88324873096447
4-50 avenue,16.0
4-51 street,78.96978021978022
4-54 avenue,133.91654465592973
4-55 avenue,12.0
4-56 street,28.36813186813187
4-58 road,4.4
4-58 street,100.8119658119658
4-59 avenue,20.425824175824175
4-63 street,43.15555555555556
4-65 place,56.11813186813187
4-66 avenue,18.25
4-67 avenue,37.38461538461539
4-68 street,18.21794871794872
4-69 avenue,20.321678321678323
4-69 lane,9.310185185185185
4-69 road,174.6520979020979
4-69 street,111.87709497206704
4-72 street,12.923444976076555
4-73 place,33.89529914529915
4-75 avenue,71.33333333333333
4-76 street,65.21153846153847
4-77 road,23.873397435897434
4-78 street,44.0
4-80 street,35.75961538461539
4-86 avenue,20.5989010989011
4-91 avenue,57.8
4-93 avenue,54.2
4-94 street,192.39742489270387
4-96 street,84.87179487179488
4-alderton street,32.5
4-archer avenue,170.0
4-astoria boulevard,171.3648816936488
4-astoria boulevard north,459.50274725274727
4-astoria boulevard south,336.989010989011
4-atlantic avenue,154.78460620525058
4-austin street,35.123931623931625
4-baisley boulevard,27.5
4-bayside avenue,27.4
4-beach 20 street,58.08250620347395
4-beach 22 street,33.40384615384615
4-beach 29 street,7.347527472527473
4-beach 37 street,20.01201923076923
4-beach 38 street,8.942307692307692
4-beach 41 street,3.4038461538461537
4-beach 9 street,35.0
4-beach 94 street,5.789685197588748
4-beach 95 street,5.577935222672065
4-beach channel drive,140.81502636203865
4-belt parkway,1141.4926035502958
4-belt parkway exit 21 westbound,58.89010989010989
4-belt parkway exit 25 a nb,666.0242557883131
4-belt parkway exit 25 b nb,562.4615384615385
4-belt parkway sb entrance 181 street,102.96428571428571
4-berrian boulevard,6.145161290322581
4-beverly road,7.384615384615385
4-borden avenue,310.95348837209303
4-borden avenue bridge,88.20904436860069
4-braddock avenue,85.25
4-broadway,73.57799145299145
4-brooklyn queens expressway,798.3942307692307
4-brooklyn queens expwy et 41 wb,45.79807692307692
4-caffrey avenue,13.527093596059114
4-central avenue,96.16715055993363
4-cip nb en southern state parkway,910.6813186813187
4-cody avenue,8.008241758241759
4-college point boulevard,167.95770804911322
4-connector,15.64423076923077
4-cooper avenue,90.21088082901555
4-crescent street,112.30576923076923
4-cross bay boulevard,158.00790166812993
4-cross bay parkway,40.0
4-cross isl py nb en northern bl,76.10714285714286
4-cross island parkway et 25 a sb,554.8851174934725
4-cross island parkway sr north,160.8
4-cross island parkway sr south,63.638888888888886
4-de kalb avenue,34.31184775936157
4-ditmars boulevard,220.34222222222223
4-dunkirk street,50.2
4-eliot avenue,82.15076923076923
4-fairview avenue,43.63507109004739
4-farmers boulevard,66.67032967032966
4-fleet street,38.0
4-flushing avenue,23.742279020234292
4-flushing bridge,353.9088319088319
4-forest park drive,107.85576923076923
4-franklin avenue,23.0
4-fresh meadow lane,14.476650563607086
4-fresh pond road,73.5923076923077
4-grand avenue,76.96367521367522
4-grand central parkway,1264.082262210797
4-grand central parkway et 45 wb,397.9730769230769
4-grand central parkway et 5 wb,372.4975450081833
4-grand central parkway sr south,81.42857142857143
4-grand central parkway wb en 94 street,229.8372093023256
4-grand street bridge,70.48783185840708
4-guy r brewer boulevard,108.16483516483517
4-hartland avenue,3.004120879120879
4-hempstead avenue,302.78180619644036
